id,title,type,town,priority_rank,findings,review_reason,backend,verified,problems,file
1ef11ca7-994f-4fc8-8757-0bc422967021,新北市私立菁英幼兒園,私立,淡水區,67,0,分數前100,template,True,,1ef11ca7_新北市私立菁英幼兒園.txt
c16c4b1d-e5dc-463e-929b-c009bf16b449,新北市私立七賢幼兒園,私立,永和區,68,0,分數前100,template,True,,c16c4b1d_新北市私立七賢幼兒園.txt
8018ff80-cd38-4e2b-86c0-90297b81f52e,新北市私立啟育藝術幼兒園,私立,三峽區,69,0,分數前100,template,True,,8018ff80_新北市私立啟育藝術幼兒園.txt
963ea442-cfb9-48df-94c5-b949f833bf20,新北市中和區光復國民小學附設幼兒園,公立,中和區,70,0,分數前100,template,True,,963ea442_新北市中和區光復國民小學附設幼兒園.txt
61ff5d3f-631b-4ffa-b3f5-a592c6a295db,新北市私立僑治亞幼兒園中港分班,私立,新莊區,71,0,分數前100,template,True,,61ff5d3f_新北市私立僑治亞幼兒園中港分班.txt
818ed658-8295-4b49-a727-ce5e3d4e623e,新北市私立溫特爾幼兒園,私立,三峽區,72,0,分數前100,template,True,,818ed658_新北市私立溫特爾幼兒園.txt
f2eab8e7-d9aa-4540-b6a0-02301434fa42,新北市汐止區金龍國民小學附設幼兒園,公立,汐止區,73,0,近90日official事件；分數前100,template,True,,f2eab8e7_新北市汐止區金龍國民小學附設幼兒園.txt
a5e0ee45-b08c-455e-85a0-090eadbbd883,新北市昌福非營利幼兒園(委託中華民國文教產業發展暨補習服務品保協會辦理),非營利,鶯歌區,74,0,分數前100,template,True,,a5e0ee45_新北市昌福非營利幼兒園委託中華民國文教產業發展暨補習服務.txt
3aa3c56a-79da-4c20-8f9c-371a36ef6a3b,新北市私立育全鶯歌幼兒園,私立,鶯歌區,75,0,分數前100,template,True,,3aa3c56a_新北市私立育全鶯歌幼兒園.txt
a456fd33-3ab5-4ca5-b729-7a2cca1478de,新北市私立幼禾幼兒園,私立,新店區,76,0,分數前100,template,True,,a456fd33_新北市私立幼禾幼兒園.txt
16089acb-3c92-412b-8c47-5f48466e97d2,新北市私立林肯幼兒園,私立,新店區,77,0,分數前100,template,True,,16089acb_新北市私立林肯幼兒園.txt
978a3cb0-1b4b-48f1-9083-8a4a8173511e,財團法人天主教新北市私立育新幼兒園,私立,新店區,78,0,分數前100,template,True,,978a3cb0_財團法人天主教新北市私立育新幼兒園.txt
148001c6-5150-43d5-8a64-5937a9dd2e3a,新北市私立維珍妮幼兒園,私立,五股區,79,0,分數前100,template,True,,148001c6_新北市私立維珍妮幼兒園.txt
ccab52c1-1640-432b-8235-bee35068df96,新北市私立雄林國際幼兒園,私立,蘆洲區,80,0,分數前100,template,True,,ccab52c1_新北市私立雄林國際幼兒園.txt
ae3830b7-1c71-4e21-a4a2-f9d667873594,新北市私立福華幼兒園,私立,新莊區,81,0,分數前100,template,True,,ae3830b7_新北市私立福華幼兒園.txt
637b3485-2fe3-4551-9b56-75c5b8fa39e2,新北市私立漢東幼兒園,私立,板橋區,82,0,分數前100,template,True,,637b3485_新北市私立漢東幼兒園.txt
bf3d5323-2596-4608-8e5d-f8d7f13f48e2,新北市私立翊華三重國際幼兒園,私立,三重區,83,0,分數前100,template,True,,bf3d5323_新北市私立翊華三重國際幼兒園.txt
30f43a37-8653-43fb-bc32-9ded0c010e9a,新北市私立兆元幼兒園,私立,中和區,84,0,分數前100,template,True,,30f43a37_新北市私立兆元幼兒園.txt
de02ab8e-2266-4463-b462-2541642b4657,新北市私立光華幼兒園,私立,蘆洲區,85,0,分數前100,template,True,,de02ab8e_新北市私立光華幼兒園.txt
79ef45d0-92bf-457c-8290-9bd33f81d8b6,新北市私立新邦仁幼兒園,私立,五股區,86,0,分數前100,template,True,,79ef45d0_新北市私立新邦仁幼兒園.txt
1bf70674-f432-44f9-b054-e0f995de88da,新北市私立華兒園精緻幼兒園,私立,三重區,87,0,分數前100,template,True,,1bf70674_新北市私立華兒園精緻幼兒園.txt
be123bc4-aadf-425b-98f5-4f5c22f2b1db,新北市私立巧可麗巧宇幼兒園,私立,板橋區,88,0,分數前100,template,True,,be123bc4_新北市私立巧可麗巧宇幼兒園.txt
dd17ca26-50f1-4758-abf8-6f2f16f44c1a,新北市私立惠文兒童領袖幼兒園,私立,三重區,89,0,分數前100,template,True,,dd17ca26_新北市私立惠文兒童領袖幼兒園.txt
70bf8bcd-486f-4c0f-9129-251ce89be091,新北市私立傑瑞兒童村幼兒園,私立,新莊區,90,0,分數前100,template,True,,70bf8bcd_新北市私立傑瑞兒童村幼兒園.txt
4fd16ce0-4141-4447-ba26-c0254bd0e884,新北市私立愛麗斯幼兒園,私立,蘆洲區,91,0,分數前100,template,True,,4fd16ce0_新北市私立愛麗斯幼兒園.txt
7428e9de-21be-44b3-b64f-1c2c7caa10a3,新北市私立山姆叔叔板橋幼兒園,私立,板橋區,92,0,分數前100,template,True,,7428e9de_新北市私立山姆叔叔板橋幼兒園.txt
68858ac0-2407-4d98-953d-3ee4c9986042,新北市北大非營利幼兒園(委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理),非營利,三峽區,93,0,分數前100,template,True,,68858ac0_新北市北大非營利幼兒園委託社團法人中華音樂舞蹈暨表演藝術.txt
cb28d4c8-9c76-4c63-8c77-380d27a2a7e5,奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園,私立,林口區,94,0,分數前100,template,True,,cb28d4c8_奇異林股份有限公司附設新北市私立奇異鳥麗林幼兒園.txt
9c2ca516-0873-41f6-939b-1d8d50aa9f35,新北市私立心慈幼兒園,私立,新莊區,95,0,分數前100,template,True,,9c2ca516_新北市私立心慈幼兒園.txt
3aa8e358-47e8-426a-a5ef-437653d6a6ef,新北市私立北大迦美幼兒園,私立,樹林區,96,0,分數前100,template,True,,3aa8e358_新北市私立北大迦美幼兒園.txt
8c663438-ae6b-4e57-bf70-1a28962ab285,新北市私立福祿貝爾幼兒園,私立,林口區,97,0,分數前100,template,True,,8c663438_新北市私立福祿貝爾幼兒園.txt
656849ac-e277-484a-b31f-2c6acd2fa72a,新北市私立華慶幼兒園,私立,汐止區,98,0,分數前100,template,True,,656849ac_新北市私立華慶幼兒園.txt
b2cd6a35-dc95-4055-94fb-cc83c11ba651,育才學校財團法人新北市私立育才國民小學附設幼兒園,私立,永和區,99,0,分數前100,template,True,,b2cd6a35_育才學校財團法人新北市私立育才國民小學附設幼兒園.txt
721a03dc-2f6f-42ea-b46f-842e7bfb3551,新北市私立晨光幼兒園,私立,新莊區,100,0,分數前100,template,True,,721a03dc_新北市私立晨光幼兒園.txt
be81ee84-6247-4adc-87ae-4201b8493acc,寶寶潛能開發股份有限公司附設新北市私立奇異鳥蘆洲幼兒園,私立,蘆洲區,127,0,近兩年評鑑部分指標未通過,template,True,,be81ee84_寶寶潛能開發股份有限公司附設新北市私立奇異鳥蘆洲幼兒園.txt
00d30196-28bb-4e56-939e-29e2936fb7b9,新北市私立小綠芽幼兒園,私立,新店區,129,0,近90日official事件,template,True,,00d30196_新北市私立小綠芽幼兒園.txt
183276c3-2665-4503-af18-4f2ad53f9acf,新北市私立奇異鳥米蘭幼兒園,私立,樹林區,139,0,近90日official事件,template,True,,183276c3_新北市私立奇異鳥米蘭幼兒園.txt
7e99f2fc-51cc-4a33-8c0f-9d3218ae283e,新北市私立榕榕園幼兒園,私立,蘆洲區,163,0,近兩年評鑑部分指標未通過,template,True,,7e99f2fc_新北市私立榕榕園幼兒園.txt
0a416012-cf0a-4b40-b2b3-875b3b1a2a31,新北市私立芝蔴城幼兒園,私立,汐止區,169,0,近90日official事件,template,True,,0a416012_新北市私立芝蔴城幼兒園.txt
566b54f4-4785-4d87-a6be-5c0eb819a3eb,新北市私立翊華幼兒園,私立,蘆洲區,220,0,近兩年評鑑部分指標未通過,template,True,,566b54f4_新北市私立翊華幼兒園.txt
456bc54d-fcd4-4f67-a5dc-bf48a04721d4,新北市福營非營利幼兒園(委託社團法人中華兆陽文教發展協會辦理),非營利,新莊區,234,1,財報法遵未通過,template,True,,456bc54d_新北市福營非營利幼兒園委託社團法人中華兆陽文教發展協會辦.txt
36e80338-35a4-4fb7-910d-66071feaa1b3,新北市私立史丹力幼兒園,私立,蘆洲區,254,0,近兩年評鑑部分指標未通過,template,True,,36e80338_新北市私立史丹力幼兒園.txt
cd986e57-c6a9-4ede-8778-248c985b803a,新北市三峽區農會附設新北市私立幼兒園,私立,三峽區,271,0,近兩年評鑑部分指標未通過,template,True,,cd986e57_新北市三峽區農會附設新北市私立幼兒園.txt
e057547a-3b11-4109-94b6-caa253313a88,新北市私立永達幼兒園,私立,永和區,273,0,近90日official事件,template,True,,e057547a_新北市私立永達幼兒園.txt
d8042ceb-2ebe-4721-b5e7-fd361d1778eb,新北市私立啟文幼兒園,私立,三重區,288,0,近兩年評鑑部分指標未通過,template,True,,d8042ceb_新北市私立啟文幼兒園.txt
934245b6-6578-4bdc-9ed6-98b561353049,新北市私立愛箂兒幼兒園,私立,三重區,361,0,近90日official事件,template,True,,934245b6_新北市私立愛箂兒幼兒園.txt
8ddba3fa-d297-4f27-83da-656f04edd12c,新北市私立中華兒童幼兒園,私立,蘆洲區,399,0,近兩年評鑑部分指標未通過,template,True,,8ddba3fa_新北市私立中華兒童幼兒園.txt
b928d6b6-cd73-4005-aba4-bd36c40f7074,新北市淡水區育英國民小學附設幼兒園,公立,淡水區,402,0,近90日official事件,template,True,,b928d6b6_新北市淡水區育英國民小學附設幼兒園.txt
a0dd20b0-5ed2-48a8-b921-b30be4b616f4,新北市私立永愛幼兒園,私立,中和區,405,0,近90日official事件,template,True,,a0dd20b0_新北市私立永愛幼兒園.txt
4787abd9-937a-49fe-b11a-0cac6f97e748,新北市柏翠非營利幼兒園(委託財團法人心路社會福利基金會辦理),非營利,板橋區,587,1,財報法遵未通過,template,True,,4787abd9_新北市柏翠非營利幼兒園委託財團法人心路社會福利基金會辦理.txt
b15d6acb-5c8b-40a5-9a44-03c50203fa7f,新北市三重區碧華國民小學附設幼兒園,公立,三重區,664,0,近兩年評鑑部分指標未通過,template,True,,b15d6acb_新北市三重區碧華國民小學附設幼兒園.txt
3af8c360-397b-4afe-8eb9-1462d8429af9,新北市私立快樂地幼兒園,私立,樹林區,679,0,近兩年評鑑部分指標未通過,template,True,,3af8c360_新北市私立快樂地幼兒園.txt
e130c7b5-0ce6-4bba-9755-aee40d27e305,新北市中園非營利幼兒園(委託財團法人成長文教基金會辦理),非營利,三峽區,709,1,財報法遵未通過,template,True,,e130c7b5_新北市中園非營利幼兒園委託財團法人成長文教基金會辦理.txt
d8dfb998-2388-465e-a749-11d650a33d85,新北市私立北大幼兒園,私立,三峽區,728,0,近兩年評鑑部分指標未通過,template,True,,d8dfb998_新北市私立北大幼兒園.txt
6222faa7-3ddc-4b56-b34f-579311f363d2,新北市碧城非營利幼兒園(委託財團法人仁德醫護管理專科學校辦理),非營利,三重區,770,0,近兩年評鑑部分指標未通過,template,True,,6222faa7_新北市碧城非營利幼兒園委託財團法人仁德醫護管理專科學校辦.txt
a20f2153-7288-4c8d-8ec0-4422e524685a,新北市私立博智幼兒園,私立,樹林區,801,0,近兩年評鑑部分指標未通過,template,True,,a20f2153_新北市私立博智幼兒園.txt
4e18251f-f8cb-4da6-9686-15cdec2af7b0,新北市新店及人非營利幼兒園(財團法人新北市私立及人高級中學申請辦理),非營利,新店區,853,2,財報法遵未通過,template,True,,4e18251f_新北市新店及人非營利幼兒園財團法人新北市私立及人高級中學.txt
ecca529e-994f-430d-a4dd-571fbf742e40,新北市安溪非營利幼兒園(委託社團法人桃園市教保服務人員協會辦理),非營利,三峽區,856,3,財報法遵未通過(高),template,True,,ecca529e_新北市安溪非營利幼兒園委託社團法人桃園市教保服務人員協會.txt
58dd27cc-d6a4-4156-8e08-ef4b2fc62388,新北市蘆洲區蘆洲國民小學附設幼兒園,公立,蘆洲區,861,0,近兩年評鑑部分指標未通過,template,True,,58dd27cc_新北市蘆洲區蘆洲國民小學附設幼兒園.txt
da28d522-a405-4117-a59a-c4999d79befb,新北市佳和非營利幼兒園(委託康寧學校財團法人康寧大學辦理),非營利,中和區,887,1,財報法遵未通過(高),template,True,,da28d522_新北市佳和非營利幼兒園委託康寧學校財團法人康寧大學辦理.txt
f3f500d9-6da4-487a-bc60-c3c7547b87ec,新北市大觀非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),非營利,板橋區,900,2,財報法遵未通過(高),template,True,,f3f500d9_新北市大觀非營利幼兒園委託社團法人新北市中華國際嬰幼兒發.txt
bc0ac35c-44a5-42f4-8c4e-b1f810ee4201,新北市鷺江非營利幼兒園(委託財團法人彭婉如文教基金會辦理),非營利,蘆洲區,927,1,財報法遵未通過,template,True,,bc0ac35c_新北市鷺江非營利幼兒園委託財團法人彭婉如文教基金會辦理.txt
cc3aa836-3d27-4842-9d9c-a8c091f52722,新北市三多非營利幼兒園(委託廣亞學校財團法人設立之廣亞學校財團法人育達科技大學辦理),非營利,樹林區,976,5,財報法遵未通過(高),template,True,,cc3aa836_新北市三多非營利幼兒園委託廣亞學校財團法人設立之廣亞學校.txt
22de9110-5265-4c1a-aa32-6198fc901fbc,新北市文創非營利幼兒園(委託財團法人三之三生命教育基金會辦理),非營利,林口區,1209,1,財報法遵未通過,template,True,,22de9110_新北市文創非營利幼兒園委託財團法人三之三生命教育基金會辦.txt
