id,title,parent,entity,type,town,owner,operator,count_approved,monthly,reg_date,is_active,size,size_in,size_out,indoor_area_per_child,shuttle,after_care,pre_public,penalty_count,total_fine,nonmonetary_sanction_count
00636d3d-0a8e-411c-bef6-eaeb6d4b8153,財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,財團法人新北市私立竹林高級中學附設新北市私立竹林幼兒園,私立,中和區,,,224,13617,2000/05/16,1,911.53,911.53,,4.07,0,0,無,1,60000,0
00957c83-0061-4581-a587-97629968f371,新北市私立文德幼兒園,新北市私立文德幼兒園,新北市私立文德幼兒園,私立,蘆洲區,陳美莉,,37,3000,2004/12/13,1,133.62,133.62,,3.61,0,1,115-115,0,0,0
00ac631e-b98e-428f-9d79-d10a4ed4ed9a,新北市私立嘉府幼兒園,新北市私立嘉府幼兒園,新北市私立嘉府幼兒園,私立,土城區,莊百杰,,130,17173,2002/07/31,1,596.15,596.15,,4.59,0,1,無,12,1154000,0
00d30196-28bb-4e56-939e-29e2936fb7b9,新北市私立小綠芽幼兒園,新北市私立小綠芽幼兒園,新北市私立小綠芽幼兒園,私立,新店區,林麗花,,29,12667,2011/09/13,1,101.6,101.6,,3.5,0,0,無,4,176000,0
01442eb5-9fc6-4547-bb2c-1b8fceadd759,新北市私立嘉傑幼兒園,新北市私立嘉傑幼兒園,新北市私立嘉傑幼兒園,私立,林口區,朱慧蘭,,270,26350,2023/05/05,1,1589.56,847.05,742.51,3.14,0,0,無,2,120000,0
015041c0-b0f2-4796-8059-9326dc635995,新北市新莊區豐年國民小學附設幼兒園,新北市新莊區豐年國民小學附設幼兒園,新北市新莊區豐年國民小學附設幼兒園,公立,新莊區,張照璧,,196,3728,1994/02/05,1,1765.0,1177.0,588.0,6.01,0,0,無,0,0,0
017b0a72-fa5e-45eb-b115-b846c664659d,新北市私立培揚幼兒園,新北市私立培揚幼兒園,新北市私立培揚幼兒園,私立,板橋區,賴建愷,,38,4500,1997/03/20,1,133.41,133.41,,3.51,0,0,113-115,1,6000,0
01c2d147-101d-49e1-8893-0f6e977ac804,新北市私立尼斯堡幼兒園,新北市私立尼斯堡幼兒園,新北市私立尼斯堡幼兒園,私立,新店區,劉明樂,,83,4500,2002/05/27,1,395.47,359.47,,4.33,0,0,113-115,0,0,0
01eb50e6-fdd8-446b-965b-c8743840996b,新北市樹林區育林國民小學附設幼兒園,新北市樹林區育林國民小學附設幼兒園,新北市樹林區育林國民小學附設幼兒園,公立,樹林區,張維中,,60,3728,2013/08/01,1,674.74,344.05,330.69,5.73,0,0,無,0,0,0
0206afa6-30a0-4c84-ab75-7517cd9c17c6,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,財團法人天主教瑪利亞方濟各傳教女修會附設新北市私立曉明幼兒園,私立,泰山區,,,133,13055,1974/08/10,1,1174.72,293.2,881.52,2.2,0,0,無,0,0,0
021f761f-1453-478b-acef-67ba962aefc4,新北市私立福樂幼兒園,新北市私立福樂幼兒園,新北市私立福樂幼兒園,私立,中和區,俞麗娜,,180,19487,2012/10/18,1,1189.02,845.15,343.87,4.7,0,0,無,1,60000,0
0236265a-afaa-4f10-a39b-57875f4e33d3,新北市私立強生幼兒園,新北市私立強生幼兒園,新北市私立強生幼兒園,私立,五股區,韓人恆,,38,4500,1999/07/12,1,,,,,0,0,113-115,1,6000,0
025bf32e-2472-4b0c-8788-35d6f2a8408d,新北市私立小天才幼兒園,新北市私立小天才幼兒園,新北市私立小天才幼兒園,私立,新店區,許源,,35,4500,1983/12/15,1,122.61,122.61,,3.5,0,0,113-115,2,21000,0
02a9b22e-24c1-4697-b811-4e71ca41e32c,新北市私立美樂蒂幼兒園,新北市私立美樂蒂幼兒園,新北市私立美樂蒂幼兒園,私立,蘆洲區,邱燕玲,,36,4125,2002/10/23,1,153.0,153.0,,4.25,0,0,113-115,3,126000,0
02d6d62d-c603-40fb-9216-e32b0dbc529b,新北市私立雙成幼兒園,新北市私立雙成幼兒園,新北市私立雙成幼兒園,私立,板橋區,黃龍德,,40,3750,1996/08/02,1,215.32,81.0,83.92,2.02,0,0,113-115,0,0,0
02f02585-4ed6-4760-8378-aa0d1dc24592,新北市私立嘉維幼兒園,新北市私立嘉維幼兒園,新北市私立嘉維幼兒園,私立,汐止區,秦鴻筠,,76,16083,2002/07/02,1,267.03,267.03,,3.51,0,0,無,0,0,0
03175d8f-1bef-4e67-9672-a81ef3d0efa4,新北市私立俏媽咪幼兒園,新北市私立俏媽咪幼兒園,新北市私立俏媽咪幼兒園,私立,新店區,蔡翠芳,,70,3000,2005/10/17,1,247.47,247.47,,3.54,0,0,115-115,1,60000,0
03270d23-e743-49e7-a553-5374c02f3c2a,新北市立崇林國民中學附設幼兒園,新北市立崇林國民中學附設幼兒園,新北市立崇林國民中學附設幼兒園,公立,林口區,徐巧玲,,90,3728,1999/08/02,1,1006.0,736.0,270.0,8.18,0,0,無,0,0,0
036a7238-a59b-4510-93c7-2faa94842fa3,新北市私立秀明幼兒園,新北市私立秀明幼兒園,新北市私立秀明幼兒園,私立,永和區,李韋德,,60,17943,1985/10/23,1,337.54,250.94,86.6,4.18,0,0,無,0,0,0
03708867-73a4-4ecf-b4bd-5fc56bb89533,新北市私立幸福幼兒園,新北市私立幸福幼兒園,新北市私立幸福幼兒園,私立,板橋區,陳楊淑惠,,65,3750,1974/01/01,1,229.09,144.81,84.28,2.23,0,0,113-115,2,9000,0
03825d7c-3ee1-4a49-9faf-e5a31f9ea091,新北市立萬里幼兒園,新北市立萬里幼兒園,新北市立萬里幼兒園,公立,萬里區,鍾綺芬,,105,3706,1970/01/01,1,1111.0,781.6,,7.44,0,0,無,0,0,0
03ab7b24-d3c2-42e9-8529-f11ef9f872dd,新北市私立樂童幼兒園,新北市私立樂童幼兒園,新北市私立樂童幼兒園,私立,新店區,楊金隆,,65,4500,1986/09/01,1,235.42,128.92,106.5,1.98,0,0,113-115,2,120000,0
03eb9a65-0d42-449e-89c4-55e132541b72,新北市私立名人幼兒園,新北市私立名人幼兒園,新北市私立名人幼兒園,私立,樹林區,洪文雄,,90,4500,1981/02/04,1,2808.95,300.0,2508.95,3.33,0,0,113-115,2,18000,0
047084ac-b09b-4bbc-b26c-48038f6eb3c2,新北市私立諾亞幼兒園,新北市私立諾亞幼兒園,新北市私立諾亞幼兒園,私立,板橋區,周庭玉,,81,13667,2000/03/14,1,286.63,286.63,,3.54,0,0,無,0,0,0
047189d5-c1c1-473b-ad95-28a89393f152,新北市私立橡樹園幼兒園,新北市私立橡樹園幼兒園,新北市私立橡樹園幼兒園,私立,樹林區,田臺明,,53,9667,2000/07/17,1,188.64,,,,0,0,無,0,0,0
04e11b3c-18be-462a-8051-605d19f099d5,新北市私立童苑幼兒園,新北市私立童苑幼兒園,新北市私立童苑幼兒園,私立,板橋區,莊美珍,,38,4540,1999/11/25,1,213.68,170.4,43.28,4.48,0,0,113-115,0,0,0
04e13797-848b-44bf-b8cd-6560b75ea6c2,新北市私立禾力幼兒園,新北市私立禾力幼兒園,新北市私立禾力幼兒園,私立,新店區,陳柏健,,90,18840,2009/07/21,1,428.59,428.59,,4.76,0,0,無,0,0,0
050e21d5-d9ea-459e-8b0d-27d23f33c46e,新北市私立鴻園幼兒園,新北市私立鴻園幼兒園,新北市私立鴻園幼兒園,私立,板橋區,曾鈴惠,,50,4500,1983/08/01,1,276.0,276.0,,5.52,0,0,113-115,3,69000,0
051090ca-0490-409c-9325-c3c6b864fb44,新北市私立維妮爾國際幼兒園,新北市私立維妮爾國際幼兒園,新北市私立維妮爾國際幼兒園,私立,土城區,柯學璵,,165,22915,2024/07/31,1,1642.41,523.69,1118.72,3.17,0,0,無,0,0,0
0523237d-55c3-45db-a2c1-2992e24c994e,新北市私立寶貝媽咪資優幼兒園,新北市私立寶貝媽咪資優幼兒園,新北市私立寶貝媽咪資優幼兒園,私立,板橋區,莊筑涵,,74,18157,2010/12/13,1,365.82,365.82,,4.94,0,0,無,0,0,0
05251e4e-d9c7-4d7f-92c4-826600837171,新北市私立凱文幼兒園,新北市私立凱文幼兒園,新北市私立凱文幼兒園,私立,蘆洲區,張書語,,79,4500,2003/06/05,1,361.48,316.7,,4.01,0,0,113-115,4,78000,0
0565243e-7cbe-4e7b-bbdd-af5681fb3cd6,新北市私立蘆洲北大幼兒園,新北市私立蘆洲北大幼兒園,新北市私立蘆洲北大幼兒園,私立,蘆洲區,黃吉郎,,90,14833,1986/09/05,0,1305.0,180.0,1125.0,2.0,0,0,無,0,0,0
057c3fba-aa93-4565-b6a3-538934701761,新北市私立柏克萊幼兒園,新北市私立柏克萊幼兒園,新北市私立柏克萊幼兒園,私立,樹林區,王美惠,,150,9870,1998/03/19,1,529.41,327.71,201.7,2.18,0,0,無,0,0,0
05836c61-7743-4587-af34-47fb426d94cd,新北市私立上綸幼兒園,新北市私立上綸幼兒園,新北市私立上綸幼兒園,私立,三重區,楊吳錦惠,,38,14299,2000/06/15,1,135.09,135.09,,3.56,0,0,無,0,0,0
06097a7f-62a8-408a-b006-05b4a54330cf,新北市私立安尼爾幼兒園,新北市私立安尼爾幼兒園,新北市私立安尼爾幼兒園,私立,三重區,林慧玟,,75,16867,2009/06/16,1,410.7,273.04,,3.64,0,0,無,0,0,0
066d09b6-1db4-4fc7-a897-fa95c5ac85a2,新北市私立愛迪生幼兒園,新北市私立愛迪生幼兒園,新北市私立愛迪生幼兒園,私立,鶯歌區,李秀珍,,165,4500,1999/03/24,1,913.7,577.71,170.0,3.5,0,0,113-115,8,438000,0
0672f4e2-4339-4c18-819d-a3eb7fe096fd,新北市私立巧可麗幼兒園,新北市私立巧可麗幼兒園,新北市私立巧可麗幼兒園,私立,永和區,林晏仲,,91,18847,2000/10/12,1,382.63,382.63,,4.2,0,0,無,1,6000,0
06e366dd-480f-4c0b-86ba-eb292df929c6,新北市私立新永福幼兒園,新北市私立新永福幼兒園,新北市私立新永福幼兒園,私立,三重區,林月瑛,,109,11167,2000/08/19,1,493.04,381.63,,3.5,0,0,無,0,0,0
06e694a9-1cfb-4e3e-a4ce-15efde3fd78c,新北市私立宏米優質幼兒園,新北市私立宏米優質幼兒園,新北市私立宏米優質幼兒園,私立,汐止區,呂慧萍,,102,11500,2007/06/22,1,362.71,362.71,,3.56,0,1,無,1,6000,0
0730f616-9521-46ec-b831-0d993606fe5f,新北市深坑區深坑國民小學附設幼兒園,新北市深坑區深坑國民小學附設幼兒園,新北市深坑區深坑國民小學附設幼兒園,公立,深坑區,李春芳,,136,3728,1995/01/23,1,1892.0,504.0,1388.0,3.71,0,0,無,0,0,0
0731e5ee-c386-4de4-9217-5f7409e6cf3b,新北市淡水區水源國民小學附設幼兒園,新北市淡水區水源國民小學附設幼兒園,新北市淡水區水源國民小學附設幼兒園,公立,淡水區,李烟長,,30,3728,2012/08/01,1,388.0,162.0,226.0,5.4,0,0,無,0,0,0
0757c89e-fa4c-4392-a504-1fdcd50b2906,新北市立新店幼兒園雙城分班,新北市立新店幼兒園,新北市立新店幼兒園,公立,新店區,,,90,3706,1974/08/01,1,397.9,262.32,135.58,2.91,0,0,無,0,0,0
07ed3cd3-7d1b-4b62-a7ec-00a03b6cda3c,新北市私立心兒園幼兒園,新北市私立心兒園幼兒園,新北市私立心兒園幼兒園,私立,林口區,邱美蓮,,70,15397,1998/04/28,1,,,,,0,0,無,0,0,0
07f2384a-52ca-4a43-8b96-71b67e545462,新北市私立漢斯堡國際幼兒園,新北市私立漢斯堡國際幼兒園,新北市私立漢斯堡國際幼兒園,私立,淡水區,高明漢,,57,6790,2003/07/14,1,313.0,186.06,59.83,3.26,0,0,無,2,120000,0
0841a89b-e5f0-49b6-8586-cd8ff5065ab3,新北市私立娃娃國幼兒園,新北市私立娃娃國幼兒園,新北市私立娃娃國幼兒園,私立,三峽區,彭亦誠,,45,15334,2014/04/22,1,333.23,189.54,143.69,4.21,0,0,無,0,0,0
0868f6a3-b2b8-402c-a03c-63f78d32b2c5,新北市私立幼育成幼兒園,新北市私立幼育成幼兒園,新北市私立幼育成幼兒園,私立,蘆洲區,張詩斌,,50,6333,1983/01/01,1,240.49,181.17,59.32,3.62,0,0,無,2,12000,0
086c4c0c-9253-433d-853e-7ee5b927c91d,新北市私立維多莉爾幼兒園,新北市私立維多莉爾幼兒園,新北市私立維多莉爾幼兒園,私立,土城區,許麗珍,,59,15723,2000/08/08,1,228.19,228.19,,3.87,0,0,無,0,0,0
08917a82-ed8e-42ec-b59f-c2e756852234,新北市私立欣勵德幼兒園,新北市私立欣勵德幼兒園,新北市私立欣勵德幼兒園,私立,板橋區,邱泰源,,28,10467,2000/11/09,1,104.18,104.18,,3.72,0,0,無,7,477000,0
08cc687b-a0bc-4d36-899d-67b98e572c60,新北市立重慶國民中學附設幼兒園,新北市立重慶國民中學附設幼兒園,新北市立重慶國民中學附設幼兒園,公立,板橋區,蔡安繕,,180,3728,1999/09/28,1,1395.0,845.0,550.0,4.69,0,0,無,0,0,0
08e74596-075e-4961-ab2d-50301e2f186f,新北市政府板橋員工子女非營利幼兒園（委託財團法人台北基督教女青年會辦理）,新北市政府板橋員工子女非營利幼兒園（委託財團法人台北基督教女青年會辦理）,新北市政府板橋員工子女非營利幼兒園,非營利,板橋區,程思聆,財團法人台北基督教女青年會,166,2000,2003/06/10,1,975.28,975.28,,5.88,0,0,無,0,0,0
094e6561-88ab-43e1-9acf-41a9ddb507dd,新北市私立吉的堡英群幼兒園,新北市私立吉的堡英群幼兒園,新北市私立吉的堡英群幼兒園,私立,三重區,楊明潭,,260,21033,2000/01/03,0,950.2,548.49,401.71,2.11,0,0,無,0,0,0
097d4932-435e-484a-8e39-351017c3f667,新北市林口區麗林國民小學附設幼兒園,新北市林口區麗林國民小學附設幼兒園,新北市林口區麗林國民小學附設幼兒園,公立,林口區,李勇緻,,90,3728,1999/09/09,1,979.0,709.0,270.0,7.88,0,0,無,0,0,0
09846f04-3a58-4c54-b222-722a0fcc2b85,新北市私立育全三峽幼兒園,新北市私立育全三峽幼兒園,新北市私立育全三峽幼兒園,私立,三峽區,蕭惠燕,,346,12115,1998/11/05,1,2619.25,520.18,1101.75,1.5,0,0,無,0,0,0
099f7cc7-d0bf-4fdd-b281-7df64dbea080,新北市私立德寶幼兒園,新北市私立德寶幼兒園,新北市私立德寶幼兒園,私立,五股區,吳政權,,70,4000,1998/11/19,1,243.94,243.94,,3.48,0,0,113-115,2,12000,0
09be1cb5-c75e-4fdd-907a-4e7853adcd7e,新北市私立全國幼兒園,新北市私立全國幼兒園,新北市私立全國幼兒園,私立,蘆洲區,張淑津,,40,5000,2000/06/22,1,140.74,140.74,,3.52,0,0,113-115,0,0,0
09d521bc-f7f5-420a-bcac-953e0a4827ad,新北市私立松林幼兒園,新北市私立松林幼兒園,新北市私立松林幼兒園,私立,淡水區,呂紹強,,80,19692,2014/04/10,1,733.95,253.4,480.55,3.17,0,0,無,0,0,0
09ea5a8f-fbe7-40b8-9067-931089945675,新北市瑞芳區瑞芳國民小學附設幼兒園東和分班,新北市瑞芳區瑞芳國民小學附設幼兒園,新北市瑞芳區瑞芳國民小學附設幼兒園,公立,瑞芳區,,,38,3728,2023/08/01,1,395.76,281.76,114.0,7.41,0,0,無,0,0,0
09f6e448-aa45-4a1c-b5b3-4add442db7f0,新北市私立邦仁幼兒園,新北市私立邦仁幼兒園,新北市私立邦仁幼兒園,私立,三重區,陳彥臻,,56,12340,2000/03/01,1,196.2,196.2,,3.5,0,0,無,0,0,0
09f708ff-ad35-4f07-be19-d57c712a7188,新北市萬里區萬里國民小學附設幼兒園,新北市萬里區萬里國民小學附設幼兒園,新北市萬里區萬里國民小學附設幼兒園,公立,萬里區,余昆旺,,106,3728,1995/08/31,1,1508.0,539.0,969.0,5.08,0,0,無,0,0,0
0a054b45-4dd0-4bb6-8735-0f8e796ba42a,新北市貢寮區澳底國民小學附設幼兒園,新北市貢寮區澳底國民小學附設幼兒園,新北市貢寮區澳底國民小學附設幼兒園,公立,貢寮區,馮端瑩,,75,3728,1985/12/27,1,791.0,341.0,450.0,4.55,0,0,無,0,0,0
0a0da41f-bca0-469f-86a9-98526c16e4c4,新北市私立連城幼兒園,新北市私立連城幼兒園,新北市私立連城幼兒園,私立,中和區,黃秀靜,,120,15742,2009/10/12,1,432.51,432.51,,3.6,0,0,無,1,3000,0
0a416012-cf0a-4b40-b2b3-875b3b1a2a31,新北市私立芝蔴城幼兒園,新北市私立芝蔴城幼兒園,新北市私立芝蔴城幼兒園,私立,汐止區,江保樺,,45,3750,2003/10/20,1,160.19,160.19,,3.56,0,0,113-115,3,24000,0
0a570d8a-b251-49fc-ab19-b093539a51b0,新北市私立民治藝術幼兒園,新北市私立民治藝術幼兒園,新北市私立民治藝術幼兒園,私立,中和區,劉月仙,,60,18138,2013/10/09,1,447.15,227.7,219.45,3.79,0,0,無,0,0,0
0afcfc9f-3765-4071-b651-5eebd2cd45c3,新北市中平非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),新北市中平非營利幼兒園(委託社團法人新北市中華國際嬰幼兒發展學會辦理),新北市中平非營利幼兒園,非營利,新莊區,林芷涵,社團法人新北市中華國際嬰幼兒發展學會,120,2000,2018/07/05,1,938.74,450.0,488.74,3.75,0,0,無,0,0,0
0b18d748-fc34-495f-820b-80c97f99f756,新北市林口區頭湖國民小學附設幼兒園,新北市林口區頭湖國民小學附設幼兒園,新北市林口區頭湖國民小學附設幼兒園,公立,林口區,陳承賢,,90,3728,2011/04/26,1,1424.0,871.0,553.0,9.68,0,0,無,0,0,0
0b544379-755b-42a0-81fb-e16afcd97895,新北市私立山姆叔叔幼兒園,新北市私立山姆叔叔幼兒園,新北市私立山姆叔叔幼兒園,私立,三峽區,陳錦富,,146,9533,2003/12/02,1,820.38,526.96,293.42,3.61,0,0,無,3,21000,0
0b8c0c9c-df8b-458b-a9df-0c853a62554d,新北市新店區大豐國民小學附設幼兒園,新北市新店區大豐國民小學附設幼兒園,新北市新店區大豐國民小學附設幼兒園,公立,新店區,姜孟佑,,270,3728,2012/08/01,1,1612.82,563.98,960.0,2.09,0,0,無,0,0,0
0bafeeb6-dc1d-4592-894d-9528af8f629c,新北市私立企鵝家族幼兒園,新北市私立企鵝家族幼兒園,新北市私立企鵝家族幼兒園,私立,樹林區,劉睿航,,59,10500,2002/03/01,1,209.91,209.91,,3.56,0,0,無,1,6000,0
0bd4921c-773e-4760-b546-b4345270ddec,新北市新店區新店國民小學附設幼兒園,新北市新店區新店國民小學附設幼兒園,新北市新店區新店國民小學附設幼兒園,公立,新店區,許德田,,106,3728,1997/09/17,1,3263.0,643.0,2620.0,6.07,0,0,無,0,0,0
0bdb1178-783e-4c1d-88d4-bf629d4a2852,新北市私立何嘉仁幼兒園,新北市私立何嘉仁幼兒園,新北市私立何嘉仁幼兒園,私立,新莊區,朱嘉宗,,150,16731,2000/07/15,1,1628.21,508.52,667.22,3.39,0,0,無,2,12000,0
0c29f5ef-a1dc-4a2e-b4fb-69e88d7203a7,新北市板橋區莒光國民小學附設幼兒園,新北市板橋區莒光國民小學附設幼兒園,新北市板橋區莒光國民小學附設幼兒園,公立,板橋區,周德銘,,120,3728,1986/04/23,1,850.0,490.0,360.0,4.08,0,0,無,0,0,0
0c2f255a-591c-4fc0-b2f8-0b673fc821ef,新北市私立捧馨園幼兒園,新北市私立捧馨園幼兒園,新北市私立捧馨園幼兒園,私立,板橋區,楊麗瓊,,32,14468,2010/03/18,1,138.91,114.68,,3.58,0,0,無,1,6000,0
0c756e37-94fb-4fac-b532-37953641a384,新北市新莊區新莊國民小學附設幼兒園,新北市新莊區新莊國民小學附設幼兒園,新北市新莊區新莊國民小學附設幼兒園,公立,新莊區,林惠珍,,120,3728,1999/11/25,1,855.98,430.78,425.2,3.59,0,0,無,0,0,0
0c77ddec-2329-4903-89ad-c0a3bbf41f46,新北市私立丹力幼兒園,新北市私立丹力幼兒園,新北市私立丹力幼兒園,私立,三重區,陳震宇,,72,19191,2002/11/19,1,253.69,253.69,,3.52,0,0,無,0,0,0
0c78938e-e7c8-4f59-a38e-652d9b97931b,新北市私立芮嘉幼兒園,新北市私立芮嘉幼兒園,新北市私立芮嘉幼兒園,私立,五股區,黃佾平,,40,5000,2004/06/28,1,147.0,147.0,,3.67,0,0,113-115,2,66000,0
0c7d724a-e0f5-4b38-9ed2-b9cc705b1f3d,新北市私立漢華幼兒園,新北市私立漢華幼兒園,新北市私立漢華幼兒園,私立,新店區,張棣修,,60,12200,1996/08/09,1,316.2,160.7,155.5,2.68,0,0,無,0,0,0
0cc06644-bdee-4b85-8100-ce2d9c1cc0c5,新北市私立人文幼兒園,新北市私立人文幼兒園,新北市私立人文幼兒園,私立,八里區,陳奕杰,,180,10792,2009/02/04,1,,,,,0,0,無,0,0,0
0d50df65-ee81-462d-88ea-e9604da3fed6,新北市私立班博士幼兒園,新北市私立班博士幼兒園,新北市私立班博士幼兒園,私立,三重區,李雪麗,,68,12400,2004/07/16,1,238.37,238.37,,3.51,0,0,無,0,0,0
0d963dcb-e8f7-4013-ba2f-793c8acc35d7,新北市私立碧安幼兒園,新北市私立碧安幼兒園,新北市私立碧安幼兒園,私立,新店區,劉小綺,,60,11117,1985/07/25,0,254.88,219.72,35.16,3.66,0,0,無,2,9000,0
0dab6b26-9031-44ec-87e8-3378c1b43b07,新北市立八里幼兒園龍源分班,新北市立八里幼兒園,新北市立八里幼兒園,公立,八里區,,,40,3706,1980/07/01,1,295.04,295.04,,7.38,0,0,無,0,0,0
0dacc7c1-cd8a-42b0-acff-e1ceacdc5255,新北市私立佳辰幼兒園,新北市私立佳辰幼兒園,新北市私立佳辰幼兒園,私立,蘆洲區,陳麗珍,,130,12717,2009/12/14,1,456.33,456.33,,3.51,0,0,無,0,0,0
0dafa1c3-187d-4672-999c-1b16768a7c82,新北市樹林區武林國民小學附設幼兒園,新北市樹林區武林國民小學附設幼兒園,新北市樹林區武林國民小學附設幼兒園,公立,樹林區,莊見智,,166,3728,1993/12/09,1,2170.0,796.0,1374.0,4.8,0,0,無,1,12000,0
0de9a70f-d8b3-497b-84b7-95f3c54cf342,國防部陸軍司令部第六軍團指揮部前鋒職場互助教保服務中心(委託財團法人三之三生命教育基金會辦理),國防部陸軍司令部第六軍團指揮部前鋒職場互助教保服務中心(委託財團法人三之三生命教育基金會辦理),國防部陸軍司令部第六軍團指揮部前鋒職場互助教保服務中心,私立,五股區,吳文宗,財團法人三之三生命教育基金會,60,2000,2022/09/16,1,309.43,309.43,,5.16,0,0,無,0,0,0
0e702c3b-1483-4347-a88e-1b31274146b7,新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),新北市安興非營利幼兒園(委託社團法人臺灣兒童教育發展協會辦理),新北市安興非營利幼兒園,非營利,新店區,簡名吟,社團法人臺灣兒童教育發展協會,60,2000,2018/07/05,1,459.66,279.66,180.0,4.66,0,0,無,4,156000,0
0efd221a-9504-43f5-b066-4c8e5d17c88b,新北市瑞芳區濂洞國民小學附設幼兒園,新北市瑞芳區濂洞國民小學附設幼兒園,新北市瑞芳區濂洞國民小學附設幼兒園,公立,瑞芳區,黃恕懿,,15,3728,2012/08/01,1,232.8,142.8,90.0,9.52,0,0,無,0,0,0
0f4df6b9-d3e5-4bfe-9f04-288270ff36e7,新北市私立卡爾威特幼兒園,新北市私立卡爾威特幼兒園,新北市私立卡爾威特幼兒園,私立,板橋區,張國彥,,130,17166,2003/07/25,1,587.42,587.42,,4.52,0,0,無,0,0,0
0f57fead-e491-4569-8eb1-83341a6df287,新北市私立欣園幼兒園,新北市私立欣園幼兒園,新北市私立欣園幼兒園,私立,新莊區,賴致宏,,135,13858,1992/09/01,1,2155.94,392.75,1763.19,2.91,0,0,無,1,6000,0
0f9602d3-afb7-42df-8261-eb69a9f96bba,新北市淡水區淡水國民小學附設幼兒園,新北市淡水區淡水國民小學附設幼兒園,新北市淡水區淡水國民小學附設幼兒園,公立,淡水區,陳佩芝,,90,3728,1994/12/21,1,739.0,469.0,270.0,5.21,0,0,無,0,0,0
0fe8f8be-e19a-456c-ae12-6a05bb56e68c,新北市私立名亮幼兒園,新北市私立名亮幼兒園,新北市私立名亮幼兒園,私立,土城區,楊玉成,,100,13901,2005/06/01,1,365.35,365.35,,3.65,0,0,無,1,6000,0
10bf79f2-6226-4a1a-972c-5ae04e85c0c9,新北市私立常春藤幼兒園,新北市私立常春藤幼兒園,新北市私立常春藤幼兒園,私立,土城區,陳慧雯,,51,4500,2000/12/15,1,248.95,248.95,,4.88,0,0,113-115,0,0,0
10e2ec54-a5ac-4b44-b86c-3a41c76fd067,新北市土城區廣福國民小學附設幼兒園,新北市土城區廣福國民小學附設幼兒園,新北市土城區廣福國民小學附設幼兒園,公立,土城區,張美鳳,,196,3728,1997/09/18,1,1372.34,784.34,588.0,4.0,0,0,無,0,0,0
1107bf72-dca2-4c4d-8090-017df5b1e102,新北市私立芝柏幼兒園,新北市私立芝柏幼兒園,新北市私立芝柏幼兒園,私立,三芝區,黃瑞齡,,70,3000,2003/07/01,1,1962.04,540.76,881.18,7.73,0,0,113-115,1,3000,0
110f7d07-8411-4f60-9d59-5bbf8bcfbfd4,新北市三重區修德國民小學附設幼兒園,新北市三重區修德國民小學附設幼兒園,新北市三重區修德國民小學附設幼兒園,公立,三重區,陳俊生,,60,3728,1995/02/15,1,500.0,320.0,180.0,5.33,0,0,無,0,0,0
1199b44f-884e-4fbe-98b1-8b0b485093f5,新北市私立邦喬妮幼兒園,新北市私立邦喬妮幼兒園,新北市私立邦喬妮幼兒園,私立,三重區,吳玉芳,,32,10517,2002/07/30,1,112.9,112.9,,3.53,0,0,無,6,290000,0
11aac97d-ba70-4e33-8d78-1093f5d9cf98,新北市私立惠群幼兒園,新北市私立惠群幼兒園,新北市私立惠群幼兒園,私立,新莊區,王琪淳,,45,4500,2005/07/30,1,176.54,176.54,,3.92,0,0,113-115,0,0,0
11f7549c-fb3e-4e62-bd8f-556cfbfb1368,新北市私立淡水松柏幼兒園,新北市私立淡水松柏幼兒園,新北市私立淡水松柏幼兒園,私立,淡水區,呂學義,,152,3750,2000/10/04,1,532.92,532.92,,3.51,0,0,113-115,0,0,0
11f7ba32-ceeb-4e4f-a101-8dee6f9c35ee,新北市私立建和幼兒園,新北市私立建和幼兒園,新北市私立建和幼兒園,私立,新莊區,裴慧蓉,,80,18988,2004/07/22,1,500.98,500.98,,6.26,0,0,無,0,0,0
12108b51-cfd5-48b4-a1e4-43970b1bcc59,新北市私立艾法貝爾幼兒園,新北市私立艾法貝爾幼兒園,新北市私立艾法貝爾幼兒園,私立,板橋區,魏汗青,,120,18000,2017/07/26,1,593.07,346.84,246.23,2.89,0,0,無,8,120000,1
125c0989-7417-4e95-9d0d-05c030b4c396,新北市私立李氏姐妹幼兒園,新北市私立李氏姐妹幼兒園,新北市私立李氏姐妹幼兒園,私立,新店區,李文漪,,142,14873,1999/04/23,1,437.24,437.24,,3.08,0,1,無,4,246000,0
12a65098-9668-481c-8445-2f9824a8c6bb,新北市私立良華幼兒園,新北市私立良華幼兒園,新北市私立良華幼兒園,私立,五股區,陳玟卉,,29,10500,2002/08/15,1,127.99,102.54,,3.54,0,0,無,4,150000,1
12c7dcdf-7f8b-4708-8574-3999bdd4f2e6,新北市私立幼祥幼兒園,新北市私立幼祥幼兒園,新北市私立幼祥幼兒園,私立,板橋區,陳庚申,,84,16266,1993/05/12,1,422.0,306.0,116.0,3.64,0,0,無,4,129000,0
