code,short_name,academic_year,pdf_page,page_kind,table_index,section,table_title,context_heading,period_index,period_label,item_label,note_ref,value,percent
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,現金及銀行存款,二、三,5803751,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,現金及銀行存款,二、三,39,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,現金及銀行存款,二、三,5348001,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,現金及銀行存款,二、三,41,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,應收帳款淨額,,17797,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,應收帳款淨額,,54517,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,其他應收款,,456,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,預付款項,,240587,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,預付款項,,2,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,預付款項,,145580,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,預付款項,,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,其他流動資產,,25029,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,其他流動資產,,22313,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,流動資產合計,,6087164,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,流動資產合計,,41,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,流動資產合計,,5570867,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,流動資產合計,,42,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,資遺費準備金,二、三,564718,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,資遺費準備金,二、三,4,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,資遺費準備金,二、三,520040,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,資遺費準備金,二、三,4,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,業務發展準備金,二、三,6791844,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,業務發展準備金,二、三,46,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,業務發展準備金,二、三,5692844,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,業務發展準備金,二、三,43,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,代管財產,二、三,1119608,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,代管財產,二、三,8,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,代管財產,二、三,1268577,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,代管財產,二、三,10,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,購置財產,二、三,168381,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,購置財產,二、三,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,購置財產,二、三,110980,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,購置財產,二、三,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,存出保證金,,3600,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,存出保證金,,3600,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,非流動資產合計,,8648151,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,非流動資產合計,,59,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,非流動資產合計,,7596041,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,非流動資產合計,,58,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,資產總計,,14735315,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,資產總計,,100,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,資產總計,,13166908,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,資產總計,,100,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,應付票據,,17087,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,其他應付款,五,1423915,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,其他應付款,五,10,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,其他應付款,五,1584012,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,其他應付款,五,12,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,預收款項,,3078815,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,預收款項,,21,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,預收款項,,2638065,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,預收款項,,20,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,流動負債合計,,4519817,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,流動負債合計,,31,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,流動負債合計,,4222077,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,流動負債合計,,32,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,資遺費準備,二、三,564718,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,資遺費準備,二、三,4,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,資遺費準備,二、三,520040,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,資遺費準備,二、三,4,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,業務發展準備,二、三,6791844,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,業務發展準備,二、三,46,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,業務發展準備,二、三,5692844,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,業務發展準備,二、三,43,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,應付代管財產,二、三,1119608,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,應付代管財產,二、三,8,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,應付代管財產,二、三,1268577,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,應付代管財產,二、三,10,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,應付購置財產,二、三,168381,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,應付購置財產,二、三,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,應付購置財產,二、三,110980,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,應付購置財產,二、三,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,非流動負債合計,,8644551,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,非流動負債合計,,59,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,非流動負債合計,,7592441,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,非流動負債合計,,58,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,負債總額,,13164368,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,負債總額,,90,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,負債總額,,11814518,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,負債總額,,90,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,累積餘絀,四,1352390,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,累積餘絀,四,9,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,累積餘絀,四,1567599,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,累積餘絀,四,12,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,本期餘絀,四,218557,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,本期餘絀,四,1,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,本期餘絀,四,-215209,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,本期餘絀,四,-2,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,餘絀總額,,1570947,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,餘絀總額,,10,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,餘絀總額,,1352390,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,餘絀總額,,10,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,0,111年7月31日金額,負債及餘絀總計,,14735315,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,1,111年7月31日%,負債及餘絀總計,,100,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,110年7月31日金額,負債及餘絀總計,,13166908,
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,3,110年7月31日%,負債及餘絀總計,,100,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),教保費收入,二、三,10067760,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),教保費收入,二、三,10069260,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),教保費收入,二、三,1500,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),教保費收入,二、三,100,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),教保費收入減項,三,-76932,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),教保費收入減項,三,-76932,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),延後托育收入淨額,,162900,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),延後托育收入淨額,,162900,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),利息收入,,43296,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),利息收入,,43296,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),其他收入,三,1086345,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),其他收入,三,1086345,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),收入合計,,10067760,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),收入合計,,11284869,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),收入合計,,1217109,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),人事費,二、三,7645622,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),人事費,二、三,6763467,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),人事費,二、三,-882155,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),人事費,二、三,88,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),業務費,二、三,676700,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),業務費,二、三,300404,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),業務費,二、三,-376296,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),業務費,二、三,44,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),材料費,二、三,1401300,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),材料費,二、三,1245534,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),材料費,二、三,-155766,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),材料費,二、三,89,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),維護費,二、三,118000,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),維護費,二、三,105476,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),維護費,二、三,-12524,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),維護費,二、三,89,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),修繕購置費,二,126000,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),修繕購置費,二,125696,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),修繕購置費,二,-304,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),修繕購置費,二,100,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),雜支,二,40602,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),雜支,二,22118,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),雜支,二,-18484,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),雜支,二,54,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),行政管理費,二、五,124680,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),行政管理費,二、五,124680,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,3,執行率(%) (d)=(b)/(a),行政管理費,二、五,100,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),業務發展費,二,1099000,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),業務發展費,二,1099000,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),延後托育支出,,147216,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),延後托育支出,,147216,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),其他支出,三,1086035,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),其他支出,三,1086035,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),呆帳損失,,46686,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),呆帳損失,,46686,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),支出合計,,10132904,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),支出合計,,11066312,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),支出合計,,933408,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),本期稅前餘絀,,-65144,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),本期稅前餘絀,,218557,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),本期稅前餘絀,,283701,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,0,110.8.1~111.7.31 預算數(a),本期稅後餘絀,,-65144,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,1,110.8.1~111.7.31 決算數(b),本期稅後餘絀,,218557,
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,2,差異數 (c)=(b)-(a),本期稅後餘絀,,283701,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),教保費收入,二、三,10067760,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),教保費收入,二、三,10346071,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),教保費收入,二、三,278311,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),教保費收入,二、三,103,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),教保費收入減項,三,-928865,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),教保費收入減項,三,-928865,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),延後托育收入淨額,,94320,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),延後托育收入淨額,,94320,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),利息收入,,26512,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),利息收入,,26512,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),其他收入,三,523036,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),其他收入,三,523036,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),收入合計,,10067760,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),收入合計,,10061074,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),收入合計,,-6686,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),人事費,二、三,7501907,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),人事費,二、三,6718238,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),人事費,二、三,-783669,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),人事費,二、三,90,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),業務費,二、三,676700,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),業務費,二、三,250735,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),業務費,二、三,-425965,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),業務費,二、三,37,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),材料費,二、三,1401300,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),材料費,二、三,943915,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),材料費,二、三,-457385,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),材料費,二、三,67,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),維護費,二、三,118000,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),維護費,二、三,17192,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),維護費,二、三,-100808,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),維護費,二、三,15,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),修繕購置費,二,126000,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),修繕購置費,二,42647,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),修繕購置費,二,-83353,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),修繕購置費,二,34,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),雜支,二,40602,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),雜支,二,15364,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),雜支,二,-25238,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),雜支,二,38,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),行政管理費,二、五,124680,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),行政管理費,二、五,124680,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,3,執行率(%)(d)=(b)/(a),行政管理費,二、五,100,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),業務發展費,二,1592844,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),業務發展費,二,1592844,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),延後托育支出,,47632,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),延後托育支出,,47632,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),其他支出,三,523036,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),其他支出,三,523036,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),支出合計,,9989189,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),支出合計,,10276283,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),支出合計,,287094,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),本期稅前餘絀,,78571,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),本期稅前餘絀,,-215209,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),本期稅前餘絀,,-293780,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,0,預算數(a),本期稅後餘絀,,78571,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,1,決算數(b),本期稅後餘絀,,-215209,
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,2,差異數(c)=(b)-(a),本期稅後餘絀,,-293780,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,0,累積餘絀,109 年 8 月 1 日餘額,,1009891,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,109 年 8 月 1 日餘額,,557708,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,2,合　計,109 年 8 月 1 日餘額,,1567599,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,0,累積餘絀,108 學年度餘絀轉入累積餘絀,,557708,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,108 學年度餘絀轉入累積餘絀,,-557708,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,109 學年度餘絀,,-215209,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,2,合　計,109 學年度餘絀,,-215209,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,0,累積餘絀,110 年 7 月 31 日餘額,,1567599,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,110 年 7 月 31 日餘額,,-215209,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,2,合　計,110 年 7 月 31 日餘額,,1352390,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,0,累積餘絀,109 學年度餘絀轉入累積餘絀,,-215209,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,109 學年度餘絀轉入累積餘絀,,215209,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,110 學年度餘絀,,218557,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,2,合　計,110 學年度餘絀,,218557,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,0,累積餘絀,111 年 7 月 31 日餘額,,1352390,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,1,本期餘絀,111 年 7 月 31 日餘額,,218557,
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,2,合　計,111 年 7 月 31 日餘額,,1570947,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,0,110.8.1~111.7.31,本期稅前餘絀,,218557,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,1,109.8.1~110.7.31,本期稅前餘絀,,-215209,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,0,110.8.1~111.7.31,應收帳款淨額,,36720,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,1,109.8.1~110.7.31,應收帳款淨額,,554902,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,0,110.8.1~111.7.31,其他應收款,,456,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,1,109.8.1~110.7.31,其他應收款,,-456,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,0,110.8.1~111.7.31,預付款項,,-95007,
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,1,109.8.1~110.7.31,預付款項,,30822,
