code,short_name,academic_year,available_from,panel_total_assets,panel_total_liabilities,panel_current_assets_total,panel_current_liabilities_total,panel_cash,panel_prepaid_receipts,panel_accumulated_surplus,panel_current_surplus,panel_equity_total,panel_收入合計_決算,panel_支出合計_決算,panel_total_staff,panel_educators,panel_approved_capacity,panel_actual_enrolment,pretax_surplus,cf_receivables,cf_prepaid_receipts,cash_open,cash_close,pay_educators,pay_support,pay_overtime,pay_insurance,pay_pension,pay_welfare,pay_health_check,pay_severance,tuition_gross,tuition_deduction,tuition_net,operating_cost,tuition_net_surplus,development_fee_fn,interest_income,approved_capacity_fn,operating_months,approved_total_fn,bt_人事費_budget,bt_人事費_actual,bt_業務費_budget,bt_業務費_actual,bt_材料費_budget,bt_材料費_actual,bt_維護費_budget,bt_維護費_actual,bt_修繕購置費_budget,bt_修繕購置費_actual,bt_雜支_budget,bt_雜支_actual,bt_行政管理費_budget,bt_行政管理費_actual,n_sections,tuition_per_child_month,cost_per_child_month,tuition_cost_ratio,personnel_detail_total,educator_pay_share,overtime_share,pension_share,cash_change,exec_人事費,exec_業務費,exec_材料費,exec_維護費,exec_修繕購置費,exec_雜支,exec_行政管理費,cf_payables
N08,鷺江,112,113/7/31,16625634.0,14503932.0,5620888.0,3502186.0,5361714.0,2696859.0,2202977.0,-81275.0,2121702.0,16561545.0,16642820.0,13.0,10.0,106.0,106.0,,1285.0,156878.0,5697457.0,5361714.0,5545665.0,1216661.0,671268.0,801401.0,360648.0,13000.0,1000.0,50091.0,11397036.0,-166087.0,11230949.0,-8795590.0,2435359.0,-2729845.0,107460.0,106.0,12.0,1272.0,8837758.0,6549857.0,819400.0,481885.0,1597420.0,1263486.0,143000.0,122799.0,148400.0,135491.0,49164.0,390.0,241682.0,241682.0,4,8829.362421383648,-6914.772012578617,-1.2768840975989104,8659734.0,0.640396691168574,0.0775160068427044,0.041646544801491596,-335743.0,0.741122013071641,0.5880949475225775,0.7909541635887869,0.8587342657342657,0.9130121293800539,0.00793263363436661,1.0,-104531.0
N08,鷺江,113,114/7/31,17541054.0,16185012.0,4438663.0,3085621.0,4356499.0,2149620.0,2121702.0,-765660.0,1356042.0,15523274.0,16288934.0,13.0,10.0,100.0,96.0,-765660.0,1496.0,-547239.0,5361714.0,4356499.0,5684715.0,1237519.0,687024.0,820353.0,369180.0,13000.0,13000.0,51275.0,11529155.0,-102267.0,11426888.0,-10172564.0,1254324.0,-2245150.0,178840.0,100.0,12.0,1200.0,9054090.0,7810400.0,819400.0,493617.0,1747000.0,1386265.0,143000.0,92427.0,140000.0,130993.0,49164.0,2222.0,256640.0,256640.0,4,9522.406666666668,-8477.136666666667,-1.1233046063902867,8876066.0,0.6404543409208538,0.07740185798528312,0.04159275066228665,-1005215.0,0.862637769229155,0.602412741030022,0.7935117344018318,0.6463426573426574,0.9356642857142857,0.04519567162964771,1.0,-1042.0
N09,安興,110,111/7/31,7824765.0,6375929.0,4175291.0,2726455.0,3960631.0,1383480.0,840053.0,608783.0,1448836.0,8902973.0,8259804.0,8.0,5.0,60.0,60.0,643169.0,-214660.0,90000.0,3345960.0,3960631.0,2757915.0,1162797.0,389184.0,464651.0,209100.0,8000.0,1000.0,29042.0,6990138.0,-57961.0,6932177.0,-5593641.0,1338536.0,-820000.0,11218.0,60.0,12.0,720.0,5098449.0,4234041.0,568000.0,257048.0,904200.0,708169.0,93000.0,111992.0,84000.0,62469.0,34080.0,342.0,147220.0,147220.0,4,9628.023611111112,-7768.945833333334,-1.2392960148854744,5021689.0,0.5492006773019994,0.07750061782002031,0.04163937671169999,614671.0,0.8304566741767938,0.45254929577464786,0.7831995133819951,1.2042150537634408,0.7436785714285714,0.010035211267605634,1.0,-302944.0
N09,安興,111,112/7/31,9231968.0,7541480.0,4374023.0,2683535.0,3830890.0,1484908.0,1448836.0,241652.0,1690488.0,9125442.0,8883790.0,7.0,4.0,60.0,60.0,241652.0,-286576.0,101428.0,3960631.0,3830890.0,2827440.0,1183653.0,398112.0,475345.0,213924.0,8000.0,8000.0,29711.0,6981806.0,-24171.0,6957635.0,-5687923.0,1269712.0,-1375000.0,41897.0,60.0,12.0,720.0,5220945.0,4104465.0,568000.0,356779.0,904200.0,798212.0,93000.0,136426.0,84000.0,68974.0,34080.0,3487.0,147220.0,147220.0,4,9663.381944444443,-7899.893055555555,-1.2232294635493484,5144185.0,0.5496380864996108,0.07739068482179393,0.041585596163435025,-129741.0,0.786153656090995,0.6281320422535212,0.8827825702278257,1.4669462365591397,0.8211190476190476,0.10231807511737089,1.0,-76740.0
N09,安興,112,113/7/31,11035497.0,9268436.0,4495140.0,2728079.0,4398152.0,1596474.0,1690488.0,76573.0,1767061.0,9878078.0,9801505.0,8.0,5.0,60.0,57.0,76573.0,439980.0,111566.0,3830890.0,4398152.0,,1204512.0,400224.0,477829.0,215028.0,8000.0,1000.0,29866.0,6873638.0,-165993.0,6707645.0,-4968509.0,1739136.0,-1930000.0,77347.0,60.0,12.0,720.0,5268163.0,3361395.0,568000.0,356119.0,904200.0,868837.0,93000.0,87109.0,84000.0,67046.0,34080.0,8923.0,147220.0,147220.0,4,9316.173611111111,-6900.706944444445,-1.3500317700944087,2336459.0,,0.17129510939417297,0.09203157427543132,567262.0,0.6380582757215371,0.6269700704225352,0.9608902897589029,0.9366559139784946,0.7981666666666667,0.26182511737089204,1.0,-5938.0
N09,安興,113,114/7/31,9560217.0,3879542.0,8666787.0,2986112.0,8589308.0,,1767061.0,3913614.0,5680675.0,15297334.0,10105038.0,8.0,5.0,52.0,45.0,5192296.0,-16223.0,-1596474.0,4398152.0,8589308.0,2869155.0,1225368.0,406464.0,485245.0,218364.0,8000.0,8000.0,30329.0,6342600.0,-88005.0,6254595.0,-6480009.0,-225414.0,-1419000.0,120327.0,52.0,12.0,624.0,5355189.0,4817555.0,593000.0,345000.0,908440.0,850077.0,93000.0,116894.0,72800.0,98986.0,35580.0,28993.0,150144.0,150144.0,4,10023.389423076924,-10384.629807692307,-0.965213937202865,5250925.0,0.5464094421459076,0.0774080757199922,0.04158581583244857,4191156.0,0.899605037282531,0.581787521079258,0.9357547003654617,1.2569247311827958,1.3596978021978021,0.81486790331647,1.0,157618.0
N10,大觀,110,111/7/31,10628680.0,9798177.0,5467389.0,4636886.0,5235310.0,3169576.0,663160.0,167343.0,830503.0,13298222.0,13109480.0,13.0,10.0,106.0,103.0,188742.0,-69229.0,-79019.0,6373688.0,5235310.0,,1134243.0,325260.0,713444.0,356400.0,13000.0,13000.0,48907.0,10711120.0,-90465.0,10620655.0,-10382132.0,238523.0,-116000.0,25941.0,106.0,12.0,1272.0,8228230.0,8041532.0,799400.0,584686.0,1650420.0,1402811.0,143000.0,38191.0,148400.0,221493.0,47964.0,8683.0,84736.0,84736.0,4,8349.571540880503,-8162.053459119496,-1.0229743755906784,2604254.0,,0.12489565149943131,0.13685301049743995,-1138378.0,0.9773100654697304,0.7314060545409057,0.8499721283067341,0.2670699300699301,1.4925404312668464,0.1810316070386123,1.0,6000.0
N10,大觀,111,112/7/31,11812646.0,10788177.0,6285805.0,5261336.0,5877595.0,3530455.0,830503.0,193966.0,1024469.0,15112403.0,14918437.0,13.0,10.0,106.0,105.0,193966.0,69229.0,360879.0,5235310.0,5877595.0,6063162.0,1289250.0,729768.0,925076.0,392124.0,13000.0,1000.0,54462.0,12450187.0,-124758.0,12325429.0,-11627341.0,698088.0,-570000.0,53302.0,106.0,12.0,1272.0,9654182.0,8970981.0,799400.0,607365.0,1597420.0,1596789.0,143000.0,62802.0,148400.0,145300.0,47964.0,4422.0,239682.0,239682.0,4,9689.802672955975,-9140.991352201258,-1.0600384903134774,9467842.0,0.6403953509152349,0.07707859932601326,0.04141640724464984,642285.0,0.9292326372135931,0.7597760820615461,0.9996049880432197,0.4391748251748252,0.97911051212938,0.0921941456092069,1.0,9350.0
N10,大觀,112,113/7/31,13229540.0,11444415.0,7527271.0,5509802.0,7036258.0,3718185.0,1024469.0,760656.0,1785125.0,16776062.0,16015406.0,13.0,10.0,106.0,106.0,760656.0,-8000.0,187730.0,5877595.0,7036258.0,6207775.0,1310932.0,746304.0,945987.0,400992.0,13000.0,13000.0,55694.0,12476283.0,-114552.0,12361731.0,-11508573.0,853158.0,-176650.0,84148.0,106.0,12.0,1272.0,9880024.0,8924216.0,799400.0,628248.0,1597420.0,1539261.0,143000.0,38812.0,148400.0,136372.0,47964.0,1982.0,239682.0,239682.0,4,9718.341981132076,-9047.620283018869,-1.0741323880901654,9693684.0,0.640393786304567,0.07698868665411417,0.04136631645925326,1158663.0,0.9032585345946528,0.7858994245684263,0.9635919169661078,0.2714125874125874,0.9189487870619946,0.04132265866066216,1.0,-10674.0
N10,大觀,113,114/7/31,14199205.0,12937447.0,6555425.0,5293667.0,6479455.0,3338598.0,1785125.0,-523367.0,1261758.0,17552976.0,18076343.0,13.0,10.0,100.0,99.0,-523367.0,-16220.0,-379587.0,7036258.0,6479455.0,6352399.0,1332626.0,762840.0,966910.0,409860.0,13000.0,1000.0,56926.0,13254220.0,-36111.0,13218109.0,-12132817.0,1085292.0,-1709900.0,101241.0,100.0,12.0,1200.0,10081901.0,9314356.0,799400.0,610060.0,1747000.0,1664885.0,143000.0,111706.0,140000.0,162717.0,47964.0,14453.0,254640.0,254640.0,4,11015.090833333334,-10110.680833333334,-1.0894509494373812,9895561.0,0.6419443020966674,0.07708911096601799,0.04141857141803279,-556803.0,0.9238690203365417,0.7631473605203903,0.9529965655409273,0.7811608391608391,1.1622642857142857,0.3013301642898841,1.0,-4676.0
N11,新林,110,111/7/31,11726758.0,10374244.0,6125707.0,4773193.0,5791048.0,2984568.0,1077798.0,274716.0,1352514.0,15892108.0,15617392.0,16.0,11.0,136.0,136.0,274716.0,-152715.0,751680.0,5406620.0,5791048.0,5912595.0,1588924.0,393984.0,889166.0,442440.0,16000.0,16000.0,59239.0,13019354.0,-131505.0,12887849.0,-12666728.0,221121.0,,47541.0,136.0,12.0,1632.0,10243736.0,9506267.0,773800.0,612060.0,2117520.0,2126375.0,143000.0,103833.0,190400.0,189839.0,46428.0,46331.0,82023.0,82023.0,4,7896.966299019608,-7761.475490196078,-1.0174568365247916,9318348.0,0.6345110742805484,0.042280455720262865,0.04748051907913291,384428.0,0.9280078088697327,0.7909795812871543,1.0041817786844989,0.7261048951048951,0.9970535714285714,0.9979107435168433,1.0,-677567.0
N11,新林,111,112/7/31,13174878.0,11763371.0,6574506.0,5162999.0,6469249.0,3189503.0,1352514.0,58993.0,1411507.0,16389924.0,16330931.0,16.0,11.0,136.0,135.0,58993.0,216335.0,204935.0,5791048.0,6469249.0,6469512.0,1782351.0,875136.0,1109369.0,470244.0,16000.0,2000.0,65313.0,15053592.0,-160328.0,14893264.0,-14195153.0,698111.0,-730000.0,90882.0,136.0,12.0,1632.0,11587994.0,11076596.0,879400.0,583371.0,2049520.0,1923090.0,143000.0,86949.0,190400.0,190213.0,52764.0,42042.0,292892.0,292892.0,4,9125.774509803921,-8698.010416666666,-1.0491795333238043,10789925.0,0.5995882269802617,0.0811067732166813,0.04358176725046745,678201.0,0.9558682891965599,0.6633738912895156,0.9383123853390062,0.608034965034965,0.9990178571428572,0.7967932681373664,1.0,-32870.0
N11,新林,112,113/7/31,14158405.0,12900800.0,7010924.0,5753319.0,6934274.0,3607054.0,1411507.0,-153902.0,1257605.0,16820540.0,16974442.0,16.0,11.0,136.0,136.0,,,,,,6628597.0,1811242.0,895296.0,1134845.0,481044.0,16000.0,16000.0,66812.0,15066772.0,-159377.0,14907395.0,-14663287.0,244108.0,-520000.0,121990.0,136.0,12.0,1632.0,11862363.0,11352830.0,879400.0,646192.0,2049520.0,1964690.0,143000.0,129811.0,190400.0,229536.0,52764.0,47336.0,292892.0,292892.0,3,9134.433210784313,-8984.857230392157,-1.0166475634010301,11049836.0,0.5998819348993053,0.0810234649636429,0.0435340397812239,,0.9570462478681524,0.7348100977939505,0.9586098208360982,0.9077692307692308,1.2055462184873948,0.8971268288984914,1.0,
N11,新林,113,114/7/31,15965739.0,14153289.0,7168652.0,5356202.0,7125061.0,3085506.0,1257605.0,554845.0,1812450.0,18980024.0,18425179.0,16.0,11.0,128.0,128.0,554845.0,-330.0,-521548.0,6934274.0,7125061.0,6787641.0,1840172.0,915456.0,1160309.0,491844.0,16000.0,2000.0,68312.0,16546000.0,-116098.0,16429902.0,-14619205.0,1810697.0,-1400000.0,144148.0,128.0,12.0,1536.0,12108720.0,11667233.0,879400.0,664439.0,2236160.0,1656932.0,143000.0,88581.0,179200.0,177836.0,52764.0,52628.0,311556.0,311556.0,4,10696.55078125,-9517.711588541666,-1.123857419059381,11281734.0,0.601648735912405,0.08114497292703408,0.043596489688553196,190787.0,0.9635397465628076,0.7555594723675233,0.7409720234688036,0.6194475524475525,0.9923883928571429,0.9974224850276704,1.0,12359.0
N12,昌福,110,111/7/31,12869777.0,10567757.0,6334413.0,4033893.0,6205227.0,2949690.0,1532318.0,769702.0,2302020.0,9871098.0,9101396.0,12.0,8.0,90.0,90.0,769702.0,182207.0,1074295.0,4401708.0,6205227.0,4046625.0,1168601.0,278496.0,612837.0,301589.0,12000.0,12000.0,41887.0,8993315.0,-55566.0,8937749.0,-6996707.0,1941042.0,-1200000.0,530.0,90.0,12.0,1080.0,6932128.0,5558696.0,676700.0,281791.0,1401300.0,996628.0,118000.0,66107.0,126000.0,12483.0,40602.0,9272.0,71730.0,71730.0,4,8275.69351851852,-6478.4324074074075,-1.2774222216251159,6474035.0,0.6250545448086086,0.04301737633485145,0.046584394430984694,1803519.0,0.8018744027807911,0.4164193882074775,0.7112167273246272,0.5602288135593221,0.09907142857142857,0.22836313482094478,1.0,
N12,昌福,111,112/7/31,15230003.0,12608025.0,6936810.0,4316332.0,6746805.0,3110527.0,2302020.0,319958.0,2621978.0,11151427.0,10831469.0,12.0,8.0,90.0,89.0,319958.0,,160837.0,6205227.0,6746805.0,4690360.0,1303709.0,641088.0,812568.0,344436.0,12000.0,1000.0,47838.0,11018441.0,-101211.0,10917230.0,-8749331.0,2167899.0,-1900000.0,35381.0,90.0,12.0,1080.0,8488051.0,7001260.0,676700.0,397097.0,1356300.0,948245.0,118000.0,70633.0,126000.0,123246.0,40602.0,5550.0,203300.0,203300.0,4,10108.546296296297,-8101.232407407407,-1.2477788301757013,7852999.0,0.5972699092410428,0.08163607304674303,0.04386044108753866,541578.0,0.8248371740461974,0.5868139500517215,0.6991410454914104,0.5985847457627118,0.9781428571428571,0.13669277375498745,1.0,
N12,昌福,112,113/7/31,17984378.0,15510872.0,6748597.0,4276591.0,6646076.0,3153462.0,2621978.0,-148472.0,2473506.0,11408193.0,11556665.0,10.0,7.0,90.0,89.0,-148472.0,,42935.0,6746805.0,6646076.0,4690360.0,1325404.0,655344.0,830764.0,352152.0,12000.0,12000.0,48910.0,10867725.0,-111478.0,10756247.0,-8768457.0,1987790.0,-2249000.0,71146.0,90.0,12.0,1080.0,8684918.0,7038621.0,676700.0,396623.0,1356300.0,1009594.0,118000.0,81697.0,126000.0,32553.0,40602.0,6069.0,203300.0,203300.0,4,9959.487962962963,-8118.941666666667,-1.2266978101164208,7926934.0,0.5916991361351059,0.08267307385175655,0.04442474227740511,-100729.0,0.8104418487313294,0.5861134919462095,0.7443736636437366,0.6923474576271187,0.25835714285714284,0.1494753953007241,1.0,
N12,昌福,113,114/7/31,18298425.0,16517352.0,5067539.0,3287966.0,4960189.0,2206528.0,2473506.0,-692433.0,1781073.0,10663712.0,11356145.0,12.0,8.0,78.0,73.0,-692433.0,,-946934.0,6646076.0,4960189.0,4806056.0,1347071.0,669744.0,848951.0,359856.0,12000.0,1000.0,49980.0,9835310.0,-88755.0,9746555.0,-8331402.0,1415153.0,-2247000.0,105646.0,78.0,12.0,936.0,8859850.0,6740619.0,676700.0,303580.0,1362660.0,927786.0,118000.0,68815.0,109200.0,80585.0,40602.0,6081.0,203936.0,203936.0,4,10412.986111111111,-8901.070512820514,-1.1698577262266303,8094658.0,0.5937318167117128,0.0827390113331533,0.04445598566363149,-1685887.0,0.7608050926370086,0.4486182946652874,0.6808638985513628,0.5831779661016949,0.7379578754578755,0.14977094724397813,1.0,
N13,三多,110,111/7/31,8749740.0,7954534.0,5457088.0,3761882.0,5450460.0,2956545.0,515843.0,279363.0,795206.0,10568653.0,10289290.0,12.0,8.0,90.0,89.0,279363.0,961.0,411350.0,5748823.0,5450460.0,4057560.0,1159827.0,279072.0,590925.0,302112.0,12000.0,12000.0,41959.0,8997480.0,-70462.0,8927018.0,-7856370.0,1070648.0,-900000.0,28266.0,90.0,12.0,1080.0,6922972.0,6256592.0,674200.0,408375.0,1401300.0,961266.0,118000.0,64776.0,126000.0,68483.0,40452.0,25413.0,71465.0,71465.0,4,8265.757407407407,-7274.416666666667,-1.1362776956787932,6455455.0,0.6285474842594364,0.04323041520698386,0.04679948973387623,-298363.0,0.9037436522926858,0.6057178878671018,0.6859815885249412,0.5489491525423729,0.543515873015873,0.6282260456837734,1.0,
N13,三多,111,112/7/31,10580125.0,9572723.0,6334123.0,4226721.0,6175564.0,3160194.0,795206.0,212196.0,1007402.0,11763890.0,11551694.0,12.0,8.0,90.0,89.0,212196.0,-109671.0,203649.0,5450460.0,6175564.0,,1326807.0,663408.0,840940.0,356460.0,12000.0,1000.0,49509.0,11124960.0,-95341.0,11029619.0,-9835035.0,1194584.0,-1100000.0,69407.0,90.0,12.0,1080.0,8777982.0,7732482.0,676700.0,524063.0,1356300.0,1135621.0,118000.0,85724.0,126000.0,126839.0,40602.0,27006.0,203300.0,203300.0,4,10212.610185185185,-9106.513888888889,-1.121462099524811,3250124.0,,0.2041177505842854,0.10967581544581068,725104.0,0.880895176135016,0.7744391901876755,0.8372933716729337,0.7264745762711864,1.0066587301587302,0.6651396482931875,1.0,838144.0
N13,三多,112,113/7/31,12140571.0,11045961.0,6818715.0,4524105.0,6688122.0,3296152.0,1007402.0,87208.0,1094610.0,12556080.0,12468872.0,12.0,8.0,90.0,90.0,87208.0,19078.0,135958.0,6175564.0,6688122.0,4777111.0,1348476.0,678528.0,860035.0,364560.0,12000.0,12000.0,50634.0,11158290.0,-103435.0,11054855.0,-9984456.0,1070399.0,-1200000.0,102349.0,90.0,12.0,1080.0,8984246.0,7834805.0,676700.0,494458.0,1356300.0,1254733.0,118000.0,79685.0,126000.0,97624.0,40602.0,19851.0,203300.0,203300.0,4,10235.976851851852,-9244.866666666667,-1.1072065418486496,8103344.0,0.5895234115693472,0.08373432005354826,0.04498883423929676,512558.0,0.872060382140026,0.7306901137874982,0.9251146501511465,0.6752966101694915,0.7747936507936508,0.488916802127974,1.0,162158.0
N13,三多,113,114/7/31,14243879.0,13049753.0,7642967.0,4448841.0,7589528.0,2757662.0,1094610.0,99516.0,1194126.0,14106044.0,14006528.0,12.0,8.0,84.0,84.0,99516.0,47631.0,-538490.0,6688122.0,7589528.0,5008475.0,1370170.0,693504.0,879151.0,372660.0,12000.0,1000.0,51758.0,12364000.0,-56881.0,12307119.0,-10447185.0,1859934.0,-2000000.0,132017.0,84.0,12.0,1008.0,9168382.0,8185812.0,676700.0,496399.0,1467480.0,1334287.0,118000.0,101531.0,117600.0,95420.0,40602.0,19318.0,214418.0,214418.0,4,12209.443452380952,-10364.270833333334,-1.1780320727545266,8388718.0,0.5970489173673498,0.08267103507353567,0.0444239513117499,901406.0,0.8928305997721299,0.7335584453967785,0.9092369231607926,0.8604322033898305,0.8113945578231293,0.4757893699817743,1.0,-1000302.0
N14,積穗,110,111/7/31,11337582.0,10054763.0,5536284.0,4256465.0,5044732.0,2646839.0,518039.0,764780.0,1282819.0,13998676.0,13188367.0,13.0,10.0,106.0,105.0,-810309.0,-450.0,473855.0,4876918.0,5044732.0,4712445.0,1217067.0,410904.0,705463.0,340584.0,13000.0,13000.0,47183.0,10687800.0,-87791.0,10600009.0,-9243865.0,1356144.0,-582900.0,3977.0,106.0,12.0,1272.0,8068814.0,7367122.0,799400.0,355950.0,1650420.0,1225239.0,143000.0,43363.0,148400.0,65699.0,47964.0,7845.0,146989.0,146989.0,4,8333.340408805032,-7267.1894654088055,-1.1467074648969884,7459646.0,0.6317250175142359,0.055083579033106934,0.04565685824769701,167814.0,0.9130365379596059,0.44527145359019266,0.7423801214236376,0.3032377622377622,0.4427156334231806,0.1635601701275957,1.0,57820.0
N14,積穗,111,112/7/31,12699715.0,11239757.0,5867623.0,4410665.0,5316025.0,2822922.0,1282819.0,177139.0,1459958.0,15301795.0,15124656.0,13.0,10.0,106.0,106.0,,-4953.0,176083.0,5044732.0,5316025.0,5627934.0,1307004.0,743028.0,941869.0,399240.0,13000.0,1000.0,55450.0,12748088.0,-106513.0,12641575.0,-11325560.0,1316015.0,-1208000.0,35946.0,106.0,12.0,1272.0,9825800.0,9226443.0,799400.0,390198.0,1597420.0,1261320.0,143000.0,126802.0,148400.0,77852.0,47964.0,3263.0,239682.0,239682.0,4,9938.345125786163,-8903.74213836478,-1.1161986692048782,9088525.0,0.619235134414,0.08175452012290223,0.04392792009704545,271293.0,0.9390017097844451,0.48811358518889164,0.7895982271412653,0.8867272727272727,0.5246091644204852,0.06803018930864815,1.0,-87175.0
N14,積穗,112,113/7/31,13642596.0,12707012.0,5458676.0,4577300.0,5458676.0,3076134.0,1459958.0,-524374.0,935584.0,14883486.0,15407860.0,13.0,10.0,106.0,106.0,-524374.0,4603.0,253212.0,5316025.0,5458676.0,5758078.0,1328684.0,759564.0,962779.0,408108.0,13000.0,13000.0,56682.0,12749088.0,-88039.0,12661049.0,-11964041.0,697008.0,-1285374.0,63992.0,106.0,12.0,1272.0,10051629.0,9542297.0,799400.0,410927.0,1597420.0,1490884.0,143000.0,128161.0,148400.0,146850.0,47964.0,5240.0,239682.0,239682.0,4,9953.654874213837,-9405.692610062893,-1.0582585766799026,9299895.0,0.6191551625045228,0.08167447051821553,0.043883076099246285,142651.0,0.9493284123399301,0.5140442832124094,0.9333074582764708,0.8962307692307693,0.9895552560646901,0.10924860311900592,1.0,6392.0
N14,積穗,113,114/7/31,20349085.0,17898189.0,9167292.0,6719396.0,9100428.0,4233336.0,935584.0,1515312.0,2450896.0,23891160.0,22375848.0,22.0,17.0,172.0,164.0,,800.0,1157202.0,5458676.0,9100428.0,10070400.0,2673597.0,1350192.0,1854250.0,725520.0,23000.0,2000.0,100766.0,21363539.0,-50450.0,21313089.0,-18616023.0,2697066.0,-1274758.0,92854.0,172.0,12.0,2064.0,17686827.0,15550045.0,967400.0,453828.0,2728780.0,2095276.0,163000.0,72907.0,240800.0,153048.0,58044.0,7964.0,282955.0,282955.0,4,10326.109011627907,-9019.390988372093,-1.1448787423608147,16799725.0,0.5994383836640184,0.08036988700707899,0.04318642120629951,3641752.0,0.8791879402676354,0.46912135621252843,0.7678435051561504,0.44728220858895706,0.6355813953488372,0.13720625732203157,1.0,-15195.0
N15,新月,110,111/7/31,19401326.0,16766851.0,9018996.0,6370473.0,8660900.0,4185420.0,173206.0,2475317.0,2648523.0,20666822.0,18190164.0,23.0,17.0,182.0,181.0,2476658.0,41238.0,1395042.0,7003828.0,8660900.0,8841960.0,1762601.0,177600.0,1192756.0,592440.0,23000.0,23000.0,79552.0,16615323.0,-178591.0,16436732.0,-13924833.0,2511899.0,-205788.0,5196.0,182.0,12.0,2184.0,12846439.0,11149982.0,990000.0,467277.0,2532530.0,1830564.0,165000.0,109890.0,254800.0,151398.0,59400.0,4370.0,211352.0,211352.0,4,7525.976190476191,-6375.839285714286,-1.1803898833113475,12692909.0,0.6966062704774768,0.013992064388076838,0.04667487965130767,1657072.0,0.8679434043940114,0.4719969696969697,0.7228202627412114,0.666,0.5941836734693877,0.07356902356902358,1.0,-1576470.0
N15,新月,111,112/7/31,23613572.0,20357402.0,9486167.0,6229997.0,9161384.0,4397976.0,2648523.0,607647.0,3256170.0,24075618.0,23467971.0,23.0,17.0,182.0,182.0,607647.0,-800.0,212556.0,8660900.0,9161384.0,10191503.0,2550002.0,1264632.0,1617852.0,686016.0,23000.0,1000.0,95281.0,21109394.0,-178660.0,20930734.0,-16951086.0,3979648.0,-3653150.0,44030.0,182.0,12.0,2184.0,16878076.0,14262637.0,1090500.0,426214.0,2450630.0,1734919.0,190000.0,61619.0,254800.0,107434.0,65430.0,4150.0,354113.0,354113.0,4,9583.669413919413,-7761.486263736264,-1.234772450567474,16429286.0,0.6203253750649906,0.07697425195471064,0.04175567946166376,500484.0,0.8450392686938961,0.39084273269142594,0.7079481602689921,0.3243105263157895,0.42164050235478806,0.06342656273880483,1.0,-23013.0
N15,新月,112,113/7/31,28197721.0,24560249.0,10591410.0,6953938.0,10440697.0,5555460.0,3256170.0,381302.0,3637472.0,27654178.0,27272876.0,24.0,19.0,176.0,176.0,381302.0,1950.0,1157484.0,9161384.0,10440697.0,11539224.0,2624009.0,1528200.0,1949423.0,761844.0,25000.0,25000.0,105812.0,23225592.0,-124255.0,23101337.0,-18912977.0,4188360.0,-4204827.0,145829.0,176.0,12.0,2112.0,19034250.0,15815742.0,969400.0,565610.0,2792240.0,1922616.0,163000.0,39576.0,246400.0,186436.0,58164.0,6833.0,376164.0,376164.0,4,10938.133049242424,-8955.008049242424,-1.2214542956405012,18558512.0,0.6217752802595381,0.08234496386348215,0.041050920461726675,1279313.0,0.8309096497103905,0.5834639983494946,0.6885568575767126,0.24279754601226994,0.7566396103896104,0.11747816518808885,1.0,40993.0
N15,新月,113,114/7/31,38951884.0,36078075.0,16948791.0,14074982.0,16792055.0,11628552.0,3637472.0,-763663.0,2873809.0,28187129.0,28950792.0,26.0,19.0,176.0,174.0,-763663.0,370.0,6073092.0,10440697.0,16792055.0,11813973.0,2689079.0,1564800.0,1995800.0,779976.0,25000.0,2000.0,108330.0,23221261.0,-171324.0,23049937.0,-19810405.0,3239532.0,-4485615.0,277653.0,176.0,12.0,2112.0,19454696.0,16137029.0,1094500.0,601854.0,2792240.0,2369802.0,163000.0,105887.0,246400.0,198700.0,65670.0,8459.0,388674.0,388674.0,4,10913.795928030302,-9379.926609848486,-1.1635267931170514,18978958.0,0.6224774300043238,0.08244920506173205,0.041096882136521934,6351358.0,0.8294670345915454,0.5498894472361809,0.8487099962753918,0.6496134969325154,0.8064123376623377,0.1288107202680067,1.0,228429.0
N16,中平,110,111/7/31,13245586.0,11298263.0,7165107.0,5217784.0,6804927.0,3662625.0,1735929.0,211394.0,1947323.0,13544083.0,13222267.0,13.0,10.0,120.0,120.0,321816.0,-354615.0,340545.0,7817854.0,6804927.0,4907115.0,1175959.0,324012.0,722106.0,350868.0,13000.0,13000.0,48732.0,11021571.0,-113142.0,10908429.0,-10019708.0,888721.0,-607000.0,30277.0,120.0,12.0,1440.0,8206380.0,7715140.0,799400.0,423460.0,1868400.0,1526215.0,143000.0,111352.0,168000.0,146276.0,47964.0,12529.0,84736.0,84736.0,4,7575.297916666666,-6958.1305555555555,-1.0886972953702843,7554792.0,0.6495367443604007,0.04288827541512725,0.04644310525028353,-1012927.0,0.940139257504527,0.529722291718789,0.8168566688075358,0.7786853146853147,0.8706904761904762,0.2612167458927529,1.0,-756501.0
