title,fee_109,fee_110,fee_111,fee_112,fee_113,fee_114,max_jump_pct,max_jump_pre113_pct
新北市私立勵輝幼兒園,73600,82975,90050,90050,90740,90740,12.74,12.74
新北市私立北大幼兒園,61500,61500,70500,70500,74712,74712,14.63,14.63
新北市私立北大心世紀幼兒園,75800,83200,,,,,9.76,9.76
新北市私立北大迦美幼兒園,80000,93500,93500,93500,93500,,16.88,16.88
新北市私立北極星幼兒園,101600,101600,101600,100575,114062,114062,13.41,0.0
新北市私立千愛幼兒園,72125,72125,74075,74075,77880,77880,5.14,2.7
新北市私立千暉幼兒園,82000,85000,92500,94750,94750,94750,8.82,8.82
新北市私立卓越幼兒園,88650,88650,88650,88650,88650,88650,0.0,0.0
新北市私立南蒂亞幼兒園,75875,91506,93706,93706,,,20.6,20.6
新北市私立南蒂亞新林幼兒園,,,134050,134050,134050,134050,0.0,0.0
新北市私立博士兒幼兒園,56900,57800,57800,57800,58800,63300,7.65,1.58
新北市私立博安幼兒園,,,,,68650,68650,0.0,
新北市私立博智幼兒園,39063,45594,46194,46818,53991,53991,16.72,16.72
新北市私立博聖幼兒園,35510,42002,42602,43616,51629,51629,18.37,18.28
新北市私立卡兒堡幼兒園,94000,94000,94000,94000,94000,94000,0.0,0.0
新北市私立卡爾威特幼兒園,95250,95250,95250,99750,99750,101000,4.72,4.72
新北市私立卡爾斯登幼兒園,81188,82988,93488,93488,93488,93488,12.65,12.65
新北市私立及人幼兒園,54591,59031,59931,60885,64038,64038,8.13,8.13
新北市私立及仁幼兒園,55183,,57825,57825,67588,68429,16.88,0.0
新北市私立及幼幼兒園,58175,58175,58175,64400,64400,64400,10.7,10.7
新北市私立古典幼兒園,105000,105000,105000,105000,105000,105000,0.0,0.0
新北市私立可爾威德幼兒園,87600,96100,96100,97350,102450,104700,9.7,9.7
新北市私立台大幼兒園,66050,69284,69284,69284,72267,72267,4.9,4.9
新北市私立史丹力幼兒園,74050,74050,85117,91717,95183,95183,14.94,14.94
新北市私立史丹福幼兒園,58512,76075,,,,,30.01,30.01
新北市私立合安幼兒園,58560,62940,63840,64992,69876,69876,7.51,7.48
新北市私立吉優幼兒園,99000,103125,103125,115350,115350,,11.85,11.85
新北市私立吉尼爾幼兒園,50000,50000,68658,76588,76938,76938,37.32,37.32
新北市私立吉德幼兒園,64500,64500,72750,75300,86577,94752,14.98,12.79
新北市私立吉恩幼兒園,59700,61500,67814,68764,69514,69514,10.27,10.27
新北市私立吉智幼兒園,64200,64950,64950,72000,73500,73500,10.85,10.85
新北市私立吉的堡佳樂幼兒園,73275,73275,83250,83250,,,13.61,13.61
新北市私立吉的堡北馨園幼兒園,96000,96000,96000,96000,96000,96000,0.0,0.0
新北市私立吉的堡南雅幼兒園,86525,86800,119625,119625,119625,119625,37.82,37.82
新北市私立吉的堡英群幼兒園,101000,113750,113750,,,,12.62,12.62
新北市私立吉的堡英資幼兒園,96050,96050,110450,115400,125900,125900,14.99,14.99
新北市私立吉而堡幼兒園,98800,120000,120000,120000,120000,120000,21.46,21.46
新北市私立名亮幼兒園,66000,66600,69750,71249,75146,77399,5.47,4.73
新北市私立名人幼兒園,61104,64500,73050,73050,73050,73050,13.26,13.26
新北市私立名欣幼兒園,63750,64500,68250,79500,85230,85355,16.48,16.48
新北市私立向日園幼兒園,76500,81450,84750,84750,91782,91782,8.3,6.47
新北市私立向日葵幼兒園,60000,64560,65220,66186,69228,69228,7.6,7.6
新北市私立向詮幼兒園,45250,47875,53006,53768,56836,56836,10.72,10.72
新北市私立君格綠園道幼兒園,91000,84001,90001,97600,108350,108350,11.01,8.44
新北市私立吾米幼兒園,,,,145250,145250,145246,0.0,
新北市私立和平幼兒園,69688,79000,81752,87002,100352,100352,15.34,13.36
新北市私立和智幼兒園,71280,72945,72945,72945,72945,72945,2.34,2.34
新北市私立哈佛園幼兒園,54000,58500,60000,60000,60000,60000,8.33,8.33
新北市私立哈寶寶幼兒園,63500,66500,68968,68968,73156,73156,6.07,4.72
新北市私立唯寶幼兒園,36240,36240,36240,43610,56760,66030,30.15,20.34
新北市私立唯爾幼兒園,72750,78000,80100,84600,91400,91400,8.04,7.22
新北市私立啟文幼兒園,77875,77875,80800,99000,99000,99000,22.52,22.52
新北市私立啟育幼兒園,70425,70425,70425,76031,76031,76031,7.96,7.96
新北市私立啟蒙幼兒園,72000,78750,81000,87000,87000,87000,9.38,9.38
新北市私立喜星園幼兒園,109000,110000,115500,117000,117000,117000,5.0,5.0
新北市私立喬一幼兒園,74500,77250,93900,97800,104138,110438,21.55,21.55
新北市私立喬中幼兒園,82500,84075,84075,84075,90375,90375,7.49,1.91
新北市私立喬合幼兒園,,,93575,93575,93575,93575,0.0,0.0
新北市私立喬大幼兒園,59550,59550,62300,62300,62300,72077,15.69,4.62
新北市私立喬安幼兒園,82500,84075,84075,84075,90375,90375,7.49,1.91
新北市私立喬幼光明幼兒園,80025,85300,91300,97300,102238,110038,7.63,7.03
新北市私立喬幼國際幼兒園,74500,77250,93900,97800,104138,111690,21.55,21.55
新北市私立喬幼幼兒園,68525,73300,79300,84550,89150,97275,9.11,8.19
新北市私立喬心幼兒園,64875,68038,84675,88200,97605,97605,24.45,24.45
新北市私立喬治亞幼兒園,105000,105000,105000,117750,117750,117750,12.14,12.14
新北市私立喬聖幼兒園,82500,84075,84075,84075,90375,90375,7.49,1.91
新北市私立嘉傑幼兒園,,,,148500,148500,148500,0.0,
新北市私立嘉嘉幼兒園,104791,104791,104791,121651,122602,122602,16.09,16.09
新北市私立嘉府幼兒園,97338,97338,105376,105376,106212,117462,10.59,8.26
新北市私立嘉慶幼兒園,99355,99355,101605,101852,102664,102664,2.26,2.26
新北市私立嘉樂幼兒園,79050,79050,79050,79050,82656,82656,4.56,0.0
新北市私立嘉煌幼兒園,104920,104920,104920,117280,118237,118237,11.78,11.78
新北市私立嘉瑄幼兒園,52046,,,,,,,
新北市私立嘉盛幼兒園,109888,109888,109888,124138,125032,125032,12.97,12.97
新北市私立嘉穎幼兒園,134465,136715,136715,136715,137960,137960,1.67,1.67
新北市私立嘉維幼兒園,101244,101244,107994,107994,108874,115774,6.67,6.67
新北市私立嘉聲幼兒園,,145950,145950,145950,153162,153162,4.94,0.0
新北市私立國儷幼兒園,96000,96000,110250,110250,110250,110250,14.84,14.84
新北市私立國園幼兒園,82000,84250,85000,94000,94000,95375,10.59,10.59
新北市私立國花幼兒園,86000,86000,90830,97580,100774,100774,7.43,7.43
新北市私立圓心坊幼兒園,71000,74750,76000,76000,76000,76000,5.28,5.28
新北市私立土城名仁幼兒園,53520,56940,57660,58428,61666,61666,6.39,6.39
新北市私立土城育全幼兒園,79950,79950,75000,85350,86296,91220,13.8,13.8
新北市私立土農幼兒園,64550,65900,78400,81100,81100,81100,18.97,18.97
新北市私立培幼幼兒園,75000,89375,89375,89375,97838,,19.17,19.17
新北市私立培揚幼兒園,70500,70500,70500,70500,73722,72222,4.57,0.0
新北市私立培英幼兒園,45366,49926,50766,51738,56476,56476,10.05,10.05
新北市私立培賢幼兒園,89500,93000,93000,93000,93000,93000,3.91,3.91
新北市私立塏地安幼兒園,65944,70400,70400,70400,74550,74550,6.76,6.76
新北市私立夏哲森幼兒園,,141000,141000,141000,141000,141000,0.0,0.0
新北市私立夏恩昌隆幼兒園,103800,109950,,,,,5.92,5.92
新北市私立夏恩雙響幼兒園,106554,115518,121518,121518,121518,,8.41,8.41
新北市私立夏綠蒂幼兒園,77000,77000,81500,81500,83050,83050,5.84,5.84
新北市私立多比幼兒園,85000,85000,85000,85000,85000,85000,0.0,0.0
新北市私立夢不落幼兒園,,144000,144000,144000,144000,144000,0.0,0.0
新北市私立大世紀幼兒園,114103,114103,114103,142976,143807,143807,25.3,25.3
新北市私立大全幼兒園,76800,87350,87350,88850,92550,92550,13.74,13.74
新北市私立大同幼兒園,70125,70125,70125,76500,76500,76500,9.09,9.09
新北市私立大安幼兒園,51750,60375,71195,87870,87870,92145,23.42,23.42
新北市私立大崁璽恩幼兒園,51300,52088,72612,82112,86872,86872,39.4,39.4
新北市私立大恩幼兒園,55362,58902,59622,60684,63594,63594,6.39,6.39
新北市私立大愛幼兒園,63300,76050,76050,76050,76050,76050,20.14,20.14
新北市私立大業幼兒園,62000,67940,67940,67940,73290,73290,9.58,9.58
新北市私立大自然幼兒園,87875,104375,104375,112090,112090,112090,18.78,18.78
新北市私立大鵬幼兒園,50700,55500,56280,57102,60594,60594,9.47,9.47
新北市私立大鵬鳥幼兒園,62000,62000,66500,71100,76082,76082,7.26,7.26
新北市私立天心幼兒園,39840,46200,47400,48576,57069,57069,17.48,15.96
新北市私立天愛幼兒園,69810,70410,70916,75750,75750,75750,6.82,6.82
新北市私立天翔幼兒園,62950,64447,64447,64447,66974,66974,3.92,2.38
新北市私立天藍幼兒園,60025,66385,66385,66385,70207,70207,10.6,10.6
新北市私立天鵝園幼兒園,60998,60998,64425,64425,65888,65888,5.62,5.62
新北市私立太平洋幼兒園,69700,69700,72700,72700,72700,,4.3,4.3
新北市私立太陽花幼兒園,70875,73425,75675,76650,87570,87570,14.25,3.6
新北市私立奇士華幼兒園,52440,54300,55020,55470,60141,60141,8.42,3.55
新北市私立奇異鳥幼兒園,141000,152250,152250,152250,159000,159000,7.98,7.98
新北市私立奇異鳥米蘭幼兒園,141000,152250,152250,152250,159000,159000,7.98,7.98
新北市私立奇異鳥蘆洲幼兒園,141000,152250,,,,,7.98,7.98
新北市私立奧林匹克幼兒園,63354,66774,66924,66924,69634,69634,5.4,5.4
新北市私立奧爾仕幼兒園,100500,100500,100500,126750,127500,127500,26.12,26.12
新北市私立好好幼兒園,66500,72500,86000,86000,86000,86000,18.62,18.62
新北市私立妙博士幼兒園,69000,78000,78000,78000,78000,78000,13.04,13.04
新北市私立威妮斯特堡幼兒園,73350,77400,82650,82648,82648,82648,6.78,6.78
新北市私立威爾斯幼兒園,71300,71300,75419,75375,75375,80450,6.73,5.78
新北市私立威頓皇家幼兒園,70800,80000,80000,88350,90975,90975,12.99,12.99
新北市私立娃娃國幼兒園,96000,101100,101100,104600,104600,104600,5.31,5.31
新北市私立子禕天地幼兒園,74250,74250,74250,74250,78045,78045,5.11,0.0
新北市私立學仕幼兒園,129000,129000,129000,141750,143005,143005,9.88,9.88
新北市私立學華幼兒園,49400,54550,56470,63250,63250,63250,12.01,12.01
新北市私立學詮幼兒園,52698,54918,55698,56490,61071,61071,8.11,4.21
新北市私立宇和幼兒園,,115800,115800,115800,,,0.0,0.0
新北市私立安佳國際幼兒園,,,,,,120000,,
新北市私立安佳幼兒園,59667,60600,65267,70750,75050,77400,8.4,8.4
新北市私立安和幼兒園,57000,59250,62850,67800,75450,88764,17.65,7.88
新北市私立安安堡幼兒園,57825,59400,60255,62163,66342,66342,6.72,3.17
新北市私立安安幼兒園,48700,48700,48700,48700,48700,48700,0.0,0.0
新北市私立安尼爾幼兒園,83800,87700,91450,93700,104100,108800,11.1,4.65
新北市私立安康幼兒園,58167,62267,65827,70150,71750,77275,7.7,7.05
新北市私立安格幼兒園,47455,48835,48835,48835,48835,48835,2.91,2.91
新北市私立安欣幼兒園,64400,67760,67760,67760,73853,73853,8.99,5.22
新北市私立安特幼兒園,76250,78750,78750,78750,81936,81936,4.05,3.28
新北市私立安迪生幼兒園,91000,91000,91000,91000,91000,91000,0.0,0.0
新北市私立安迪芬幼兒園,87750,88500,93750,93750,93750,93750,5.93,5.93
新北市私立安邦幼兒園,23850,23850,30950,30950,,,29.77,29.77
新北市私立安馨新店幼兒園,40000,40000,51100,52282,57326,57326,27.75,27.75
新北市私立宏仁幼兒園,70750,70750,70750,70750,75836,75836,7.19,0.0
新北市私立宏仁蒙特梭利幼兒園,97200,97200,97200,97200,101500,101500,4.42,0.0
新北市私立宏修幼兒園,47700,54900,55800,57948,60322,60322,15.09,15.09
新北市私立宏幼幼兒園,63000,66660,66660,66660,69316,69316,5.81,5.81
新北市私立宏米優質幼兒園,51000,51000,51000,69500,69500,69500,36.27,36.27
新北市私立宏鶯幼兒園,50874,56814,58314,60096,62478,62478,11.68,11.68
新北市私立宜德幼兒園,58068,61308,62268,63258,67182,67182,6.2,5.58
新北市私立宥寶幼兒園,47600,47600,59150,59150,59150,59150,24.26,24.26
新北市私立容石園幼兒園,43961,47105,48065,49073,58346,58346,18.9,7.15
新北市私立富群幼兒園,,,122000,130733,135000,135000,7.16,7.16
新北市私立富雅幼兒園,56976,59976,60756,61614,65742,65742,6.7,5.27
新北市私立實栽童心幼兒園,,,66550,66550,,,0.0,0.0
新北市私立實踐幼兒園,96000,96000,110250,110250,110250,110250,14.84,14.84
新北市私立實踐菁英幼兒園,131400,131400,131400,131400,131400,131400,0.0,0.0
新北市私立寧馨園幼兒園,60450,62850,66450,66450,66450,66450,5.73,5.73
新北市私立寶仁幼兒園,97570,103570,106810,106810,,,6.15,6.15
新北市私立寶媽媽幼兒園,60000,65580,65580,66738,70089,70089,9.3,9.3
新北市私立寶貝世界幼兒園,72250,,,,,,,
新北市私立寶貝媽咪幼兒園,83538,83538,83538,92988,92988,92988,11.31,11.31
新北市私立寶貝媽咪資優幼兒園,96950,96950,96950,106400,108105,108105,9.75,9.75
新北市私立寶貝家族幼兒園,61800,61800,84975,84975,85774,85774,37.5,37.5
新北市私立小博士幼兒園,94800,94800,94800,94800,108300,108300,14.24,0.0
新北市私立小天才幼兒園,54750,56130,57270,58620,65078,65078,11.02,2.52
新北市私立小奈米幼兒園,63281,69015,68876,69124,74246,74246,9.06,9.06
新北市私立小小幼兒園,59142,62022,62922,63858,68232,68232,6.85,4.87
新北市私立小康幼兒園,59500,63940,64780,65686,68572,68572,7.46,7.46
新北市私立小木屋蒙特梭利幼兒園,84925,89425,89425,92275,99775,102025,8.13,5.3
新北市私立小樹苗幼兒園,73950,81576,81576,81576,84675,84675,10.31,10.31
新北市私立小甜甜幼兒園,67625,67955,67955,67955,72269,72269,6.35,0.49
新北市私立小百科幼兒園,50058,55218,48000,48000,55218,55218,15.04,10.31
新北市私立小紅豆幼兒園,,,,,,90000,,
新北市私立小綠芽幼兒園,75000,75000,75000,80500,80500,80500,7.33,7.33
新北市私立小親親幼兒園,58400,58400,64800,64800,65900,66525,10.96,10.96
新北市私立小豆芽四維幼兒園,63800,69774,,,,,9.36,9.36
新北市私立尼斯堡幼兒園,66382,67268,67268,67268,70938,70938,5.46,1.33
新北市私立尼爾生幼兒園,54570,58255,64210,65062,68606,68606,10.22,10.22
新北市私立山姆叔叔幼兒園,49998,49998,49998,49998,57200,57200,14.4,0.0
新北市私立山姆叔叔板橋幼兒園,49998,49998,49998,49998,57200,57200,14.4,0.0
新北市私立山姆幼兒園,49998,49998,49998,49998,57200,57200,14.4,0.0
新北市私立崇儒幼兒園,68250,65000,71333,71333,,,9.74,9.74
新北市私立崇幼幼兒園,59372,63212,63992,64796,68532,68532,6.47,6.47
新北市私立崴崴幼兒園,56960,58200,66945,78390,85267,86500,17.1,17.1
新北市私立巧可麗巧宇幼兒園,85625,85625,85625,89225,90201,92264,4.2,4.2
新北市私立巧可麗巧新幼兒園,91500,91500,95100,98700,99368,102808,3.93,3.93
新北市私立巧可麗幼兒園,91500,91500,91500,96795,97440,101620,5.79,5.79
新北市私立巧可麗雙和幼兒園,91500,91500,91500,96075,96682,100138,5.0,5.0
新北市私立巨堡幼兒園,76800,82650,91500,94950,96300,96300,10.71,10.71
新北市私立巨星幼兒園,,,,67200,67200,77700,15.62,
新北市私立巨耀幼兒園,98000,102500,102500,102500,104000,105500,4.59,4.59
新北市私立布朗尼幼兒園,71250,71250,71250,71250,73806,73806,3.59,0.0
新北市私立布查花園幼兒園,100200,106500,111750,115650,115650,115650,6.29,6.29
新北市私立常春藤幼兒園,55500,64500,65520,66768,70876,70876,16.22,16.22
新北市私立幸福幼兒園,67817,69000,69000,69000,73631,73631,6.71,1.75
新北市私立幸運草幼兒園,59370,64342,64342,,,,8.38,8.38
新北市私立幼學館幼兒園,83200,89950,92200,92200,92200,92200,8.11,8.11
新北市私立幼幼立大幼兒園,69000,77267,77267,,,,11.98,11.98
新北市私立幼強幼兒園,70000,81350,81350,91900,91900,91900,16.21,16.21
新北市私立幼心園幼兒園,33200,33200,33200,33200,33200,33200,0.0,0.0
新北市私立幼愛幼兒園,69450,70515,70515,70515,74397,74397,5.51,1.53
新北市私立幼暉幼兒園,62250,66000,66000,68250,68250,70875,6.02,6.02
新北市私立幼森幼兒園,90750,90750,90750,90750,90750,90750,0.0,0.0
新北市私立幼煊幼兒園,37314,43383,44283,45405,53238,53238,17.25,16.26
新北市私立幼祥幼兒園,74750,75812,75812,81870,81870,87131,7.99,7.99
新北市私立幼禾幼兒園,,106860,118050,124800,124800,124800,10.47,10.47
新北市私立幼育成幼兒園,38000,46667,46667,46667,46667,46667,22.81,22.81
新北市私立幼苗國際幼兒園,70125,73875,76425,76425,87300,89360,14.23,5.35
新北市私立幼菁幼兒園,65933,74495,77150,77095,80445,80445,12.99,12.99
新北市私立幼華幼兒園,69000,69930,69930,69930,69000,69000,1.35,1.35
新北市私立幼親國際幼兒園,63270,67290,67290,67290,71394,71394,6.35,6.35
新北市私立幼親幼兒園,63369,66969,67569,67569,72849,72849,7.81,5.68
新北市私立底格里思幼兒園,74500,77250,93900,97800,105790,112090,21.55,21.55
新北市私立康乃爾幼兒園,36550,68875,77875,84600,84600,84600,88.44,88.44
新北市私立康園幼兒園,79575,79575,85725,93750,93750,102600,9.44,9.36
新北市私立康大創藝幼兒園,86500,86500,86500,97900,97900,97900,13.18,13.18
新北市私立康大幼兒園,74764,74764,74764,78375,78375,78375,4.83,4.83
新北市私立康橋幼兒園,181850,173200,186400,188800,196867,196867,7.62,7.62
新北市私立康華幼兒園,68238,68238,72600,72600,75747,75747,6.39,6.39
新北市私立廣福幼兒園,69412,70342,70342,70342,74654,74654,6.13,1.34
新北市私立延吉幼兒園,55500,57750,60000,64200,64200,66450,7.0,7.0
新北市私立建丞幼兒園,59250,57000,65250,75750,81225,82625,16.09,16.09
新北市私立建和幼兒園,74500,77250,94077,97800,112090,112090,21.78,21.78
新北市私立弘儒幼兒園,,,,72475,76087,76087,4.98,
新北市私立弘恩幼兒園,55600,55600,68267,68267,68267,71100,22.78,22.78
新北市私立強森園幼兒園,68400,69945,69945,69945,75428,75428,7.84,2.26
新北市私立強生幼兒園,60336,62676,63336,64038,67794,67794,5.87,3.88
新北市私立彤恩幼兒園,,91125,91125,91125,99588,99588,9.29,0.0
新北市私立彩虹鳥蒙特梭利幼兒園,90000,90000,,,,,0.0,0.0
新北市私立彬彬幼兒園,55150,57488,63300,63436,66478,66478,10.11,10.11
新北市私立征洋幼兒園,60333,63153,63753,64551,67445,67445,4.67,4.67
新北市私立徐匯幼兒園,55200,55600,,,,,0.72,0.72
新北市私立徐匯高級中學附設徐匯幼兒園,,55800,55800,60500,60500,62140,8.42,8.42
新北市私立徠安幼兒園,58950,62050,64510,65410,69130,69130,5.69,5.26
新北市私立復國幼兒園,65446,68086,68086,68086,73551,73551,8.03,4.03
新北市私立微笑太陽幼兒園,60938,63000,69488,69488,72158,72158,10.3,10.3
新北市私立微笑幼兒園,68250,68250,68250,68250,71694,71694,5.05,0.0
新北市私立德寶幼兒園,50600,50600,76250,76250,76250,76250,50.69,50.69
新北市私立德明幼兒園,92667,92667,110250,110250,110250,110250,18.97,18.97
新北市私立心世紀幼兒園,91500,105000,105000,105000,107475,107475,14.75,14.75
新北市私立心兒園幼兒園,67200,70950,75300,78804,81104,84080,6.13,6.13
新北市私立心慈幼兒園,42000,42000,42000,42000,42000,42000,0.0,0.0
新北市私立心翔幼兒園,60150,60150,60150,60150,60150,60150,0.0,0.0
新北市私立心耶魯幼兒園,66225,73665,73665,73665,77445,77445,11.23,11.23
新北市私立心萬美幼兒園,,116550,116550,116550,116550,116550,0.0,0.0
新北市私立心語仁愛幼兒園,140001,140000,140000,151250,158750,158750,8.04,8.04
新北市私立心語幼兒園,130750,130750,130750,141250,148750,148750,8.03,8.03
新北市私立心象園幼兒園,64812,67490,67490,67490,71822,71822,6.42,4.13
新北市私立心辰幼兒園,120287,120287,120287,120287,120287,120287,0.0,0.0
新北市私立忠合幼兒園,70700,71002,71002,71002,74567,74567,5.02,0.43
新北市私立忠孝幼兒園,50134,52774,53614,55890,59636,59636,6.7,5.27
新北市私立忠山幼兒園,59580,64200,65160,66186,69702,69702,7.75,7.75
新北市私立快樂佳園幼兒園,55828,59668,60508,61408,64882,64882,6.88,6.88
新北市私立快樂園幼兒園,34500,34500,,,,,0.0,0.0
新北市私立快樂地幼兒園,75500,75500,92000,92000,92000,92000,21.85,21.85
新北市私立快樂學園幼兒園,52800,52800,,,,,0.0,0.0
新北市私立快樂家族幼兒園,70500,71931,71931,71931,76395,76395,6.21,2.03
新北市私立快樂小熊幼兒園,54970,53350,53350,60098,60098,60098,12.65,12.65
新北市私立快樂瑪麗安葳森幼兒園,120330,120330,120330,120330,120330,120330,0.0,0.0
新北市私立快樂芝麻幼兒園,70300,70300,88175,92225,100150,100150,25.43,25.43
新北市私立快樂靜思園幼兒園,72000,76000,78000,78000,78000,82500,5.77,5.56
新北市私立思源幼兒園,49292,51146,51806,52622,57634,57634,9.52,3.76
新北市私立恆育幼兒園,70500,70500,75750,78450,78450,78450,7.45,7.45
新北市私立恩佑幼兒園,72450,76200,79500,79500,79500,79500,5.18,5.18
新北市私立恬馨幼兒園,69200,70200,70200,77502,83502,83502,10.4,10.4
新北市私立悅嘉幼兒園,97000,100750,104950,104950,109650,109650,4.48,4.17
新北市私立悅慧幼兒園,66750,67290,67290,67290,71694,71694,6.54,0.81
新北市私立悅欣幼兒園,66000,66510,66510,66510,72714,72714,9.33,0.77
新北市私立悅淨幼兒園,66000,66570,66570,66570,71934,71934,8.06,0.86
新北市私立悠幼幼兒園,65550,65550,66450,66450,66450,66450,1.37,1.37
新北市私立惟柰米幼兒園,80100,81600,81600,89100,89100,89100,9.19,9.19
新北市私立惠園幼兒園,56467,59767,60667,61429,66422,66422,8.13,5.84
新北市私立惠文兒童領袖幼兒園,100975,125400,142750,142750,143188,143888,24.19,24.19
新北市私立惠文小熊森林幼兒園,86850,108875,143270,143270,,,31.59,31.59
新北市私立惠文幼兒園,98200,121200,146365,146365,146906,152481,23.42,23.42
新北市私立惠文領袖幼兒園,91825,115050,142750,142750,143188,145638,25.29,25.29
新北市私立惠群幼兒園,62370,64830,65430,66210,70770,70770,6.89,3.94
新北市私立意秋幼兒園,66600,71985,73452,83800,83800,86500,14.09,14.09
新北市私立愛丁堡幼兒園,83450,87150,90700,100650,100650,,10.97,10.97
新北市私立愛丁堡探索幼兒園,,,,,123000,123000,0.0,
新北市私立愛唯兒幼兒園,106200,112425,112425,124425,124425,124425,10.67,10.67
新北市私立愛唯揚幼兒園,89950,96175,96175,107800,107800,107800,12.09,12.09
新北市私立愛妮爾國際幼兒園,83767,83767,87767,87767,92233,92233,5.09,4.78
新北市私立愛家幼兒園,77100,79800,80700,84750,84750,89700,5.84,5.02
新北市私立愛心園幼兒園,58530,62910,63630,64404,67638,67638,7.48,7.48
新北市私立愛林城堡幼兒園,53500,53500,53500,53500,53500,53500,0.0,0.0
新北市私立愛林幼兒園,53500,53500,53500,53500,53500,53500,0.0,0.0
新北市私立愛森堡幼兒園,60680,63260,63980,64658,67751,67751,4.78,4.25
新北市私立愛樂幼兒園,77500,80975,85775,85775,85775,85775,5.93,5.93
新北市私立愛箂兒幼兒園,58836,58800,63600,64050,64050,64050,8.16,8.16
新北市私立愛莉幼兒園,76400,76400,76400,76400,79481,79481,4.03,0.0
新北市私立愛蜜立幼兒園,66000,66000,82000,82000,88500,88500,24.24,24.24
新北市私立愛迪爾國際幼兒園,,118800,118800,118800,118800,118800,0.0,0.0
新北市私立愛迪生幼兒園,50904,53604,54204,54870,58904,58904,7.35,5.3
新北市私立愛霖幼兒園,53500,53500,53500,53500,53500,53500,0.0,0.0
新北市私立愛麗兒幼兒園,76400,76400,76400,76400,79721,79721,4.35,0.0
新北市私立愛麗斯幼兒園,44000,44000,44000,44000,44000,51125,16.19,0.0
新北市私立愷僑幼兒園,36750,77625,77625,77625,77625,77625,111.22,111.22
新北市私立慈園幼兒園,78650,84650,87575,87575,90300,90300,7.63,7.63
新北市私立慈德幼兒園,58300,59620,60220,60814,64590,64590,6.21,2.26
新北市私立慈惠幼兒園,59600,69106,66150,66310,70570,70570,15.95,15.95
新北市私立慈祐幼兒園,,66100,66100,66100,69720,69720,5.48,0.0
新北市私立慈霖幼兒園,77388,77688,83250,83250,86125,90482,7.16,7.16
新北市私立慧晟幼兒園,61342,65782,66742,67762,71871,71871,7.24,7.24
新北市私立慧爾幼兒園,61550,63215,63380,63618,66230,66230,4.1,2.71
新北市私立慷乃兒幼兒園,74750,77000,97569,97569,99117,101342,26.71,26.71
新北市私立成功幼兒園,78750,78750,92250,92250,92250,92250,17.14,17.14
新北市私立成德幼兒園,92725,92725,92725,92725,92725,92725,0.0,0.0
新北市私立成德菁英幼兒園,102000,102000,102000,102000,102000,102000,0.0,0.0
新北市私立成泰幼兒園,89384,89384,89384,89384,90178,90178,0.89,0.0
新北市私立成真幼兒園,74075,77550,80250,82950,82950,85608,4.69,4.69
新北市私立振德幼兒園,61575,60225,62550,62550,,,3.86,3.86
新北市私立振鋒幼兒園,64950,64950,84975,84975,96885,105972,30.83,30.83
新北市私立捧馨園幼兒園,80074,80074,82850,86000,87642,,3.8,3.8
新北市私立捷群幼兒園,66300,67800,67800,67800,71008,71008,4.73,2.26
新北市私立探索幼兒園,88200,94350,95850,95850,106650,107950,11.27,6.97
新北市私立政達幼兒園,37499,39749,40499,40499,40499,40499,6.0,6.0
新北市私立敦品幼兒園,61250,62780,63170,64091,67049,67049,4.62,2.5
新北市私立文化幼兒園,67625,67955,67955,67955,72149,72149,6.17,0.49
新北市私立文堡幼兒園,73024,76587,78712,84562,91222,95873,7.88,7.43
新北市私立文大幼兒園,78850,78850,,,,,0.0,0.0
新北市私立文強幼兒園,51936,54456,55356,56328,61602,61602,9.36,4.85
新北市私立文德幼兒園,54675,54675,58725,58725,58725,58725,7.41,7.41
新北市私立文心幼兒園,78700,82450,88500,88500,102742,102742,16.09,7.34
新北市私立文愛幼兒園,72750,74550,75124,75306,78705,78705,4.51,2.47
新北市私立文揚幼兒園,60534,64074,65034,66060,69976,69976,5.93,5.85
新北市私立文林幼兒園,63000,63000,67200,67200,67200,68551,6.67,6.67
新北市私立文理幼兒園,45852,49032,49632,50484,58977,58977,16.82,6.94
新北市私立文笙幼兒園,58900,58900,67475,68150,68150,68150,14.56,14.56
新北市私立文聖幼兒園,80250,80250,80250,80250,83562,83562,4.13,0.0
新北市私立文藻幼兒園,69000,91125,,,,,32.07,32.07
新北市私立文達幼兒園,72750,74220,74220,74528,77775,77775,4.36,2.02
新北市私立新七賢幼兒園,80250,88500,88500,88500,90000,90000,10.28,10.28
新北市私立新中幼兒園,106610,106610,110660,125454,126442,126442,13.37,13.37
新北市私立新乖乖幼兒園,59900,65420,65420,66248,68900,68900,9.22,9.22
新北市私立新二重幼兒園,56576,61136,61796,62528,65768,65768,8.06,8.06
新北市私立新仁愛幼兒園,135000,135000,135000,135000,135000,135000,0.0,0.0
新北市私立新佳美幼兒園,74750,75875,87500,90500,90500,90500,15.32,15.32
新北市私立新冠鈞幼兒園,65444,68804,68804,68804,72376,72376,5.19,5.13
新北市私立新大智幼兒園,78700,82450,88950,88950,103205,103205,16.03,7.88
新北市私立新大華幼兒園,75725,81812,81812,83502,83502,83502,8.04,8.04
新北市私立新天地國際蒙特梭利幼兒園,88175,91575,91575,91575,101510,108160,10.85,3.86
新北市私立新學林幼兒園,49800,56550,57825,58875,58875,58875,13.55,13.55
