title,fee_109,fee_110,fee_111,fee_112,fee_113,fee_114,max_jump_pct,max_jump_pre113_pct
新北市私立新寰宇國際幼兒園,,,,115800,124350,125700,7.38,
新北市私立新寶兒幼兒園,70200,70050,70050,76500,76500,76500,9.21,9.21
新北市私立新惠幼幼兒園,115562,115562,119938,119938,142775,142775,19.04,3.79
新北市私立新惠幼幼兒園保安分班,,143250,143250,143250,154800,154800,8.06,0.0
新北市私立新新幼兒園,81250,83125,83125,83125,83125,100285,20.64,2.31
新北市私立新時代幼兒園,61500,61500,79400,79400,79400,83688,29.11,29.11
新北市私立新林幼兒園,99000,114750,104250,105600,105600,105600,15.91,15.91
新北市私立新榮富幼兒園,72750,72750,86850,86850,88650,88650,19.38,19.38
新北市私立新榮富新莊幼兒園,80000,80000,94100,94100,95900,95900,17.62,17.62
新北市私立新欣欣幼兒園,85925,85925,92075,92075,94325,94325,7.16,7.16
新北市私立新永福幼兒園,64755,67005,73338,73338,73338,73338,9.45,9.45
新北市私立新碧華幼兒園,,,,,91575,95775,4.59,
新北市私立新育幼幼兒園,65400,68340,68340,68340,71640,71640,4.83,4.5
新北市私立新苗幼兒園,71200,71200,,,,,0.0,0.0
新北市私立新華園幼兒園,67478,68318,68318,68318,72778,72778,6.53,1.24
新北市私立新華德幼兒園,69000,72000,72000,72000,72000,72000,4.35,4.35
新北市私立新蘆洲北大幼兒園,,,97250,97250,97250,97250,0.0,0.0
新北市私立新豐幼兒園,82800,82800,82800,82800,83472,83472,0.81,0.0
新北市私立新象幼兒園,71298,71298,71298,92074,92074,92074,29.14,29.14
新北市私立新邦仁幼兒園,53400,53850,58500,60975,60975,60975,8.64,8.64
新北市私立新雙成幼兒園,64578,66918,66918,66918,70638,70638,5.56,3.62
新北市私立方圓幼兒園,60025,60025,60025,,,,0.0,0.0
新北市私立日光幼兒園,96000,96000,110250,110250,110250,110250,14.84,14.84
新北市私立日安幼兒園,41834,48002,,,,,14.74,14.74
新北市私立日恩幼兒園,,,90400,90400,90400,90400,0.0,0.0
新北市私立日日安幼兒園,,66000,66000,66000,72150,72150,9.32,0.0
新北市私立星星幼兒園,50500,56155,59398,60096,63496,63496,11.2,11.2
新北市私立星莆幼兒園,,62760,63660,64830,68710,68710,5.99,1.84
新北市私立星辰幼兒園,52350,57600,58320,59034,62092,62092,10.03,10.03
新北市私立春池幼兒園,103488,110938,110938,113188,113188,113188,7.2,7.2
新北市私立春福幼兒園,62325,66765,66765,66765,70190,70190,7.12,7.12
新北市私立時代幼兒園,60625,68875,74125,74125,75169,75169,13.61,13.61
新北市私立晨光幼兒園,59850,64350,73500,75675,79110,88282,14.22,14.22
新北市私立晨星幼兒園,,,,,112500,112500,0.0,
新北市私立晨暘幼兒園,67150,67150,69400,69400,72100,84100,16.64,3.35
新北市私立普林斯頓幼兒園,74325,74325,74325,74325,76395,76395,2.79,0.0
新北市私立普登幼兒園,81750,90000,93450,93450,93450,93450,10.09,10.09
新北市私立普薪幼兒園,67950,68700,71100,75600,84238,84238,11.43,6.33
新北市私立景光幼兒園,60000,60000,60000,68925,68925,68925,14.88,14.88
新北市私立景平幼兒園,74100,75150,76050,79200,79200,79200,4.14,4.14
新北市私立景文幼兒園,67900,75475,77350,77350,77350,,11.16,11.16
新北市私立景新幼兒園,73700,76700,76700,79550,79550,79550,4.07,4.07
新北市私立晴幼幼兒園,30800,30800,30800,30800,30800,30800,0.0,0.0
新北市私立智文幼兒園,86667,86667,86667,,,,0.0,0.0
新北市私立智晶幼兒園,60000,60000,61500,71955,81890,81890,17.0,17.0
新北市私立智盛幼兒園,115040,115040,115040,115040,,,0.0,0.0
新北市私立智翔幼兒園,64398,67758,67758,67758,71304,71304,5.23,5.22
新北市私立書樂幼兒園,61200,61200,62250,62250,62250,71835,15.4,1.72
新北市私立曼哈頓幼兒園,68688,75250,77950,77950,79076,79076,9.55,9.55
新北市私立有一天幼兒園,,,68895,68895,72102,72102,4.65,0.0
新北市私立朝陽幼兒園,37000,44125,44125,47425,47425,,19.26,19.26
新北市私立朱徠德幼兒園,90275,106450,106450,124400,124400,124925,17.92,17.92
新北市私立李氏姐妹幼兒園,71000,91700,93950,93950,93950,93950,29.15,29.15
新北市私立杜克幼兒園,62250,68055,68865,68865,73545,73545,9.33,9.33
新北市私立東光幼兒園,80400,87150,96150,98400,108656,112256,10.42,10.33
新北市私立東北藝園幼兒園,83700,91300,95350,95350,95350,95350,9.08,9.08
新北市私立東橙幼兒園,91600,92500,92500,106000,106000,106000,14.59,14.59
新北市私立松林幼兒園,99000,99000,99000,99000,99000,109150,10.25,0.0
新北市私立板橋大華幼兒園,85467,85467,91133,91133,91133,91133,6.63,6.63
新北市私立板橋天翔幼兒園,66900,68778,68778,69002,71738,71738,3.97,2.81
新北市私立板橋育安幼兒園,51500,55250,55250,55250,55250,55250,7.28,7.28
新北市私立林口啟文幼兒園,75075,75825,77925,93275,93275,93275,19.7,19.7
新北市私立林口幼兒園,50650,58217,62183,62183,62183,67494,14.94,14.94
新北市私立林口愛丁堡幼兒園,39500,39500,39500,39500,42500,42500,7.59,0.0
新北市私立林肯幼兒園,99600,118485,118485,118485,118485,118485,18.96,18.96
新北市私立柏克力幼兒園,57000,57000,57000,57000,57000,57000,0.0,0.0
新北市私立柏克萊幼兒園,57562,62925,68325,71675,77571,86200,11.12,9.32
新北市私立格林幼兒園,61998,61998,69500,69500,80551,80551,15.9,12.1
新北市私立格登幼兒園,73250,79250,82250,82250,83746,83746,8.19,8.19
新北市私立森堡幼兒園,45000,102200,102200,130500,131230,146755,127.11,127.11
新北市私立森林幼兒園,49750,53000,53000,53000,53200,53200,6.53,6.53
新北市私立椰林幼兒園,75000,75000,79500,79500,83000,83000,6.0,6.0
新北市私立楷模幼兒園,72600,72600,72600,72600,72600,72600,0.0,0.0
新北市私立榕榕園幼兒園,60000,60000,60000,60000,62400,62400,4.0,0.0
新北市私立榮光幼兒園,38250,39150,39150,,,,2.35,2.35
新北市私立榮富幼兒園,115051,115051,115051,124801,125596,125596,8.47,8.47
新北市私立榮欣幼兒園,72750,72750,86850,86850,88650,88650,19.38,19.38
新北市私立樂樂童年幼兒園,113900,116225,122225,122225,122225,122225,5.16,5.16
新北市私立樂童幼兒園,75300,76575,76575,76575,80115,80115,4.62,1.69
新北市私立樂韻幼兒園,76000,81850,83800,83800,91450,91450,9.13,7.7
新北市私立樹德幼兒園,36900,36900,47820,48852,57285,57285,29.59,29.59
新北市私立樹林匯文幼兒園,44250,48060,48900,49656,44250,,8.61,8.61
新北市私立樹林育林幼兒園,109451,109451,109451,109451,110286,110286,0.76,0.0
新北市私立樺興幼兒園,47370,51090,52050,52674,56859,56859,7.95,7.85
新北市私立橡樹園幼兒園,63250,63250,77650,83350,83350,83350,22.77,22.77
新北市私立欣勵德幼兒園,59366,62366,63566,63566,65226,65976,5.05,5.05
新北市私立欣和幼兒園,62550,66800,70300,70900,70900,70900,6.79,6.79
新北市私立欣園幼兒園,101788,107038,111538,112288,112288,112288,5.16,5.16
新北市私立欣明幼兒園,57615,62835,63735,64665,67612,67612,9.06,9.06
新北市私立歡樂寶貝熊幼兒園,70350,71115,71115,71115,75543,75543,6.23,1.09
新北市私立正隆幼兒園,57750,63500,63750,63750,63750,63750,9.96,9.96
新北市私立比佛利幼兒園,63000,67500,67500,67500,67500,67500,7.14,7.14
新北市私立比弗利幼兒園,70800,70800,74400,78300,78300,78300,5.24,5.24
新北市私立比陽幼兒園,57750,63750,64770,65838,70908,70908,10.39,10.39
新北市私立民安幼兒園,117600,117600,117600,142350,143208,143208,21.05,21.05
新北市私立民德義泉幼兒園,82500,87900,91950,91950,91950,93825,6.55,6.55
新北市私立民族幼兒園,51800,62000,62000,64775,67025,68450,19.69,19.69
新北市私立民治園幼兒園,76875,84000,87250,90900,98400,99508,9.27,9.27
新北市私立民治藝術幼兒園,75100,76875,84250,87900,98400,99508,11.95,9.59
新北市私立民生幼兒園,84650,90350,105202,109360,121220,121220,16.44,16.44
新北市私立民華幼兒園,69525,75100,78100,85825,90475,90475,9.89,9.89
新北市私立水星幼兒園,82500,82500,82500,88500,94750,94750,7.27,7.27
新北市私立永佳幼兒園,72750,82500,93750,93750,93750,96750,13.64,13.64
新北市私立永愛幼兒園,71500,76600,81100,83350,83350,83350,7.13,7.13
新北市私立永昇幼兒園,76250,93000,93000,93000,93000,94511,21.97,21.97
新北市私立永松幼兒園,45000,45000,45000,49500,49500,51000,10.0,10.0
新北市私立永育兒童城幼兒園,64050,64050,64050,64050,,,0.0,0.0
新北市私立永達幼兒園,43400,67850,69605,69893,72306,72306,56.34,56.34
新北市私立永錡光華幼兒園,81650,83150,95900,97650,97650,97650,15.33,15.33
新北市私立永錡幼兒園,85688,87188,99938,101688,101688,105690,14.62,14.62
新北市私立永錡新莊幼兒園,82250,86250,99000,100750,103244,103244,14.78,14.78
新北市私立永錡板橋幼兒園,75300,79050,81000,95250,97500,100200,17.59,17.59
新北市私立永錡裕民幼兒園,79400,84650,97400,97400,99114,101464,15.06,15.06
新北市私立汐止一二三幼兒園,71500,83750,86000,87500,95585,95585,17.13,17.13
新北市私立汐止名人幼兒園,76850,82250,85850,98600,104290,104290,14.85,14.85
新北市私立汐止皇家幼兒園,99150,104400,104400,104400,109200,109200,5.3,5.3
新北市私立江翠幼兒園,62750,68840,68840,68840,72236,72236,9.71,9.71
新北市私立河馬幼兒園,90400,90400,,,,,0.0,0.0
新北市私立泉慧幼兒園,92200,92200,92200,92200,95604,95604,3.69,0.0
新北市私立泡泡龍幼兒園,64550,64550,66800,67716,71628,71628,5.78,3.49
新北市私立泰山慈惠幼兒園,57464,60824,61424,62042,64128,64128,5.85,5.85
新北市私立淡水啟文幼兒園,64350,66900,73950,78300,89500,99000,14.3,10.54
新北市私立淡水新興幼兒園,95200,103975,107672,107672,107672,107672,9.22,9.22
新北市私立淡水松柏幼兒園,76000,76000,76000,76000,76000,76000,0.0,0.0
新北市私立淯馨幼兒園,91500,73500,73500,87000,87000,99022,18.37,18.37
新北市私立深緣幼兒園,70200,71040,71040,71040,74882,74882,5.41,1.2
新北市私立溫德爾幼兒園,79875,79875,82425,82425,83640,83640,3.19,3.19
新北市私立溫德爾林口幼兒園,80100,80100,80100,80100,80100,80100,0.0,0.0
新北市私立溫斯頓幼兒園,93133,93400,93400,93400,93400,93400,0.29,0.29
新北市私立溫特爾幼兒園,92375,92375,78875,78875,79814,93314,16.91,0.0
新北市私立溫馨幼兒園,69950,71645,71645,71645,75106,75106,4.83,2.42
新北市私立漂亮寶貝幼兒園,76500,76850,101850,104700,104700,104700,32.53,32.53
新北市私立漢斯堡國際幼兒園,52725,71475,71475,78235,78235,87436,35.56,35.56
新北市私立漢東幼兒園,116712,116712,123988,139126,140000,140000,12.21,12.21
新北市私立漢林堡幼兒園,67050,70020,70020,70020,74082,74082,5.8,4.43
新北市私立漢華幼兒園,66000,76250,76250,78500,78500,80300,15.53,15.53
新北市私立澄品幼兒園,64000,69000,78150,80700,80700,80700,13.26,13.26
新北市私立炫媽咪幼兒園,88235,91318,92345,92345,92345,92345,3.49,3.49
新北市私立珈和幼兒園,,,,133850,133850,133850,0.0,
新北市私立班博士幼兒園,75900,87350,87350,88850,92550,92550,15.09,15.09
新北市私立班尼迪克幼兒園,78700,78700,78700,78700,81514,81514,3.58,0.0
新北市私立瑪莉亞蒙特梭利幼兒園,95500,95500,104350,104350,104350,111050,9.27,9.27
新北市私立璦俐兒幼兒園,52776,63775,66925,66925,66925,66925,20.84,20.84
新北市私立環愛幼兒園,65444,68024,68024,68024,74596,74596,9.66,3.94
新北市私立璽悅幼兒園,,34500,49440,61950,68264,68264,43.3,43.3
新北市私立甜甜幼兒園,66875,73312,79762,81275,86225,88270,9.63,9.63
新北市私立生活家幼兒園,61188,67608,67608,67608,70635,70635,10.49,10.49
新北市私立生活村幼兒園,89500,92250,95250,96375,98125,101250,3.25,3.25
新北市私立田園幼兒園,87881,92381,97329,99279,99279,111056,11.86,5.36
新北市私立發現小熊森林幼兒園,106140,106140,108390,111600,111600,123540,10.7,2.96
新北市私立白兔幼兒園,55550,59000,59000,59000,59000,59000,6.21,6.21
新北市私立皇佳幼兒園,53295,69045,77775,77775,,,29.55,29.55
新北市私立皇家貴族幼兒園,101250,101600,110100,111600,111600,111600,8.37,8.37
新北市私立益智幼兒園,42000,42000,42000,42000,42000,42000,0.0,0.0
新北市私立省思幼兒園,52674,56394,57054,65462,65462,65462,14.74,14.74
新北市私立真理蒙特梭利幼兒園,75968,75968,75968,75968,75968,75968,0.0,0.0
新北市私立碧安幼兒園,63700,65800,63700,,,,3.3,3.3
新北市私立碧華幼兒園,59400,59400,68100,68100,68100,,14.65,14.65
新北市私立祐昇幼兒園,61500,62880,64020,65010,69390,69390,6.74,2.24
新北市私立神奇小子幼兒園,67000,70180,70180,70180,72520,72520,4.75,4.75
新北市私立福林幼兒園,75700,75700,,,,,0.0,0.0
新北市私立福樂幼兒園,95400,96900,99600,102300,102300,107067,4.66,2.79
新北市私立福祿貝爾大有幼兒園,,,129500,129500,129500,129500,0.0,0.0
新北市私立福祿貝爾幼兒園,91810,94060,94060,94060,94060,94820,2.45,2.45
新北市私立福華幼兒園,69309,73009,75469,79414,91669,94275,15.43,5.34
新北市私立福音幼兒園,61500,63900,61518,62073,69675,69675,12.25,3.9
新北市私立禾力幼兒園,99540,102240,113250,120000,120000,120000,10.77,10.77
新北市私立禾森幼兒園,,132600,134100,134100,134100,134100,1.13,1.13
新北市私立禾稼幼兒園,60700,60700,60700,60700,,,0.0,0.0
新北市私立禾米國際幼兒園,134520,124787,124787,124787,124787,124787,0.0,0.0
新北市私立禾芮幼兒園,,,120720,120720,120720,120720,0.0,0.0
新北市私立秀明幼兒園,79333,83000,92133,98200,100604,100604,11.0,11.0
新北市私立科見幼兒園,97375,97375,97375,97375,97375,97375,0.0,0.0
新北市私立科見板橋幼兒園,97220,97220,97220,97220,97220,97220,0.0,0.0
新北市私立積木幼兒園,95800,101800,101800,101800,101800,101800,6.26,6.26
新北市私立立仁幼兒園,65600,70775,70775,76550,76550,78750,8.16,8.16
新北市私立立信幼兒園,60429,67269,67269,67269,70992,70992,11.32,11.32
新北市私立立大幼兒園,80100,90100,92275,92275,92275,92275,12.48,12.48
新北市私立立強幼兒園,51048,56628,57528,58458,61828,61828,10.93,10.93
新北市私立立德幼兒園,93000,93000,99750,99750,100208,107108,7.26,7.26
新北市私立立新幼兒園,62502,63877,69377,75500,75500,80189,8.83,8.83
新北市私立立群幼兒園,70850,70850,70850,79700,79700,79700,12.49,12.49
新北市私立立聖幼兒園,57000,59640,60360,60360,60360,63556,5.29,4.63
新北市私立童圓幼兒園,68700,70020,70020,70020,73284,73284,4.66,1.92
新北市私立童妍幼兒園,79800,79800,79800,79800,79800,79800,0.0,0.0
新北市私立童心圓幼兒園,78480,78480,78480,78480,78480,78480,0.0,0.0
新北市私立童心幼兒園,81333,84000,84333,84333,85850,96555,12.47,3.28
新北市私立童苑幼兒園,72800,76220,76220,76220,80422,80422,5.51,4.7
新北市私立童話村幼兒園,58704,61164,61944,62988,67446,67446,7.08,4.19
新北市私立米亞藝術幼兒園,67250,68750,68750,68750,71630,71630,4.19,2.23
新北市私立米其幼兒園,49062,52302,53082,53958,59554,59554,10.37,6.6
新北市私立精緻之家幼兒園,62944,64654,64654,64654,67671,67671,4.67,2.72
新北市私立精英國際幼兒園,109250,109250,109250,109250,109250,109250,0.0,0.0
新北市私立紅樹林幼兒園,71412,74562,78688,84075,90305,90305,7.41,6.85
新北市私立維多利亞幼兒園,61900,87100,87100,94875,94875,94875,40.71,40.71
新北市私立維多莉爾南天母幼兒園,88600,88600,88600,88600,88600,88600,0.0,0.0
新北市私立維多莉爾幼兒園,79509,79809,81275,85825,85825,85825,5.6,5.6
新北市私立維妮爾國際幼兒園,,,,,127800,127800,0.0,
新北市私立維尼芽幼兒園,66300,69000,84450,84450,91950,91950,22.39,22.39
新北市私立維格爾幼兒園,92250,102000,102000,102000,102000,102000,10.57,10.57
新北市私立維格爾欣悅幼兒園,98250,107250,107250,107250,107250,107250,9.16,9.16
新北市私立維珍妮幼兒園,52950,61700,66700,71500,74870,77325,16.53,16.53
新北市私立綺莉絲幼兒園,,,64342,65300,68115,68115,4.31,1.49
新北市私立緹家寶幼兒園,50948,50948,50948,50948,50948,50948,0.0,0.0
新北市私立美式夏綠蒂幼兒園,77000,77000,81500,81500,82950,82950,5.84,5.84
新北市私立美敦幼兒園,61444,66784,67864,67864,73084,73084,8.69,8.69
新北市私立美樂蒂幼兒園,54950,72050,70700,74525,74525,74525,31.12,31.12
新北市私立翊華三重國際幼兒園,90000,91200,94000,94000,96777,96777,3.07,3.07
新北市私立翊華幼兒園,54000,60750,60750,63750,69750,72750,12.5,12.5
新北市私立翊華幼兒園民族分班,54000,60000,60000,60000,62000,62000,11.11,11.11
新北市私立翔祥幼兒園,66850,75675,77175,79050,83550,83550,13.2,13.2
新北市私立翰尼永和幼兒園,64250,72660,72660,72660,76548,76548,13.09,13.09
新北市私立聖中幼兒園,57000,61140,61860,71465,71465,,15.53,15.53
新北市私立聖母幼兒園,61000,61000,67050,67050,67050,72225,9.92,9.92
新北市私立聖路易幼兒園,69900,69900,69900,69900,72954,72954,4.37,0.0
新北市私立聖雅幼兒園,63000,72129,72129,72129,76455,76455,14.49,14.49
新北市私立聯合幼兒園,63000,66000,66000,66000,68816,68816,4.76,4.76
新北市私立聯華幼兒園,70450,77075,79275,82574,82574,93734,13.51,9.4
新北市私立肯妮斯幼兒園,78300,80850,82350,82350,83451,83451,3.26,3.26
新北市私立肯恩土城幼兒園,60625,60625,60625,63625,67625,67625,6.29,4.95
新北市私立育人幼兒園,55650,55575,72500,72500,72500,72500,30.45,30.45
新北市私立育全三峽幼兒園,77250,65250,68250,68250,69150,78750,13.88,4.6
新北市私立育全保安幼兒園,78000,79500,79650,79761,80274,80274,1.92,1.92
新北市私立育全幼兒園,81750,81750,81750,82500,93000,95226,12.73,0.92
新北市私立育全鶯歌幼兒園,75000,75000,77250,77250,78038,78038,3.0,3.0
新北市私立育勝幼兒園,,108000,121950,133500,139650,139650,12.92,12.92
新北市私立育圃幼兒園,111375,122280,132180,132180,132180,137968,9.79,9.79
新北市私立育太幼兒園,85455,85455,85455,89314,89314,95314,6.72,4.52
新北市私立育安園幼兒園,81000,81000,81000,85500,98025,99475,14.65,5.56
新北市私立育安幼兒園,81000,81000,81000,85500,87575,99575,13.7,5.56
新北市私立育心寶貝幼兒園,62000,69000,70800,79950,85095,85095,12.92,12.92
新北市私立育才幼兒園,68000,68000,68000,68000,78945,78945,16.1,0.0
新北市私立育林幼兒園,42650,53017,56575,56575,62650,62650,24.31,24.31
新北市私立育格幼兒園,51750,54000,57000,57000,59250,60600,5.56,5.56
新北市私立育榕幼兒園,30800,30800,30800,30800,30800,30800,0.0,0.0
新北市私立育樂幼兒園,62333,81000,81000,85275,94425,94425,29.95,29.95
新北市私立育碩幼兒園,71400,73410,73410,73410,78002,78002,6.25,2.82
新北市私立育群幼兒園,47070,49950,50910,51804,59322,59322,14.51,6.12
新北市私立育苗幼兒園,61000,64180,64660,65216,68076,68076,5.21,5.21
新北市私立育誠中榮幼兒園,52686,56946,57666,58626,62952,62952,8.09,8.09
新北市私立育誠幼兒園,54906,58326,59106,60180,63852,63852,6.23,6.23
新北市私立致理幼兒園,40037,46203,46983,47919,55167,55167,15.4,15.4
新北市私立臻寶園幼兒園,61650,65250,70770,70770,74562,74562,8.46,8.46
新北市私立興南幼兒園,105205,105205,105205,116301,117262,117262,10.55,10.55
新北市私立興名陽幼兒園,59250,63750,65775,65992,68691,68691,7.59,7.59
新北市私立興華幼兒園,62000,70200,72000,73935,82670,83595,13.23,13.23
新北市私立良華幼兒園,59926,62866,63766,64702,58500,,4.91,4.91
新北市私立艾力克幼兒園,65444,67124,67844,67844,71839,71839,5.89,2.57
新北市私立艾寶貝幼兒園,57600,63600,64200,64914,68958,68958,10.42,10.42
新北市私立艾法薇爾幼兒園,96000,96000,96000,96000,96000,96000,0.0,0.0
新北市私立艾法貝爾幼兒園,108000,108000,108000,108000,108000,108000,0.0,0.0
新北市私立艾瑞克幼兒園,91075,89725,92725,92725,95096,98170,3.34,3.34
新北市私立艾維恩四維幼兒園,,69774,69774,69774,74127,74127,6.24,0.0
新北市私立艾維恩幼兒園,,83200,88900,93600,93600,93600,6.85,6.85
新北市私立艾美樂幼兒園,66000,66000,71400,80250,80250,81412,12.39,12.39
新北市私立艾蒙幼兒園,69124,74374,87124,96124,96124,,17.14,17.14
新北市私立芝柏幼兒園,52731,57291,58611,59871,63183,63183,8.65,8.65
新北市私立芝蔴城幼兒園,72500,77375,80750,80750,80750,80750,6.72,6.72
新北市私立芫銘幼兒園,72660,73260,72660,72660,76896,76896,5.83,0.83
新北市私立芮嘉幼兒園,,,,69000,73566,73566,6.62,
新北市私立芯品幼兒園,91500,96000,96000,99000,105000,105000,6.06,4.92
新北市私立芯宇幼兒園,,,,,,65462,,
新北市私立芯琦幼兒園,81900,86400,86400,95400,95400,95400,10.42,10.42
新北市私立花仙子幼兒園,61104,64884,65484,66132,68574,68574,6.19,6.19
新北市私立若仁幼兒園,91100,97100,97100,97100,97100,105350,8.5,6.59
新北市私立英勝幼兒園,100500,121500,126000,131250,137400,137400,20.9,20.9
新北市私立英嘉幼兒園,84200,90200,96950,100400,103175,103175,7.48,7.48
新北市私立英格麗幼兒園,68667,69147,69147,69147,73731,77520,6.63,0.7
新北市私立英群幼兒園,101000,113750,,,,,12.62,12.62
新北市私立茁壯園中和幼兒園,90200,92000,103900,103900,113450,113450,12.93,12.93
新北市私立茁壯園幼兒園,90200,92000,103900,103900,113450,113450,12.93,12.93
新北市私立茁壯園板橋幼兒園,89150,90950,102850,102850,112400,112400,13.08,13.08
新北市私立茱莉亞園幼兒園,64900,67150,78650,78650,85938,85938,17.13,17.13
新北市私立荳荳幼兒園,90000,90000,90000,90000,90000,90000,0.0,0.0
新北市私立莒光幼兒園,56250,63000,71840,72320,76150,77460,14.03,14.03
新北市私立莘莘幼兒園,69974,69974,74349,74349,74349,74349,6.25,6.25
新北市私立菁英幼兒園,67933,67933,67933,67933,67933,67933,0.0,0.0
新北市私立菩提幼兒園,58924,63124,64024,64954,68932,68932,7.13,7.13
新北市私立華人幼兒園,69500,86188,91288,91285,91285,91285,24.01,24.01
新北市私立華兒園精緻幼兒園,59250,63000,65250,66750,66750,66750,6.33,6.33
新北市私立華德幼兒園,70500,86000,86000,86000,94462,94462,21.99,21.99
新北市私立華慶幼兒園,59700,64050,65820,66108,69924,69924,7.29,7.29
新北市私立華登幼兒園,76700,76700,87500,87500,87500,87500,14.08,14.08
新北市私立華盛頓幼兒園,62050,66250,71154,72954,75760,78310,7.4,7.4
新北市私立華納幼兒園,68195,75245,89970,89970,89970,89970,19.57,19.57
新北市私立華興幼兒園,48568,51928,52708,53506,57748,57748,7.93,6.92
新北市私立華菂幼兒園,70375,70375,71875,71875,78225,78225,8.83,2.13
新北市私立華邇街幼兒園,59500,66633,66633,70633,70633,80567,14.06,11.99
新北市私立華邇街感恩幼兒園,,,,,,112200,,
新北市私立華邇街美善幼兒園,76600,72333,72333,77933,77933,87867,12.75,7.74
新北市私立菲力中興幼兒園,102810,106860,118050,124800,124800,124800,10.47,10.47
新北市私立菲力幼兒園,102810,106860,,,,,3.94,3.94
新北市私立菲力復興幼兒園,109380,113880,125100,131850,131850,131850,9.85,9.85
新北市私立菲米力幼兒園,60000,72000,72000,72000,72000,72000,20.0,20.0
新北市私立菲蒙思幼兒園,,,,,87642,87642,0.0,
新北市私立萊恩得幼兒園,74550,74550,74550,74550,77130,77130,3.46,0.0
新北市私立萊恩思幼兒園,,138000,138000,138000,138000,138000,0.0,0.0
新北市私立萬甲田幼兒園,90475,94974,97800,97800,97800,100800,4.97,4.97
新北市私立萬美幼兒園,70175,,,,,,,
新北市私立萬美憶月幼兒園,119201,129579,129579,129579,129579,129579,8.71,8.71
新北市私立葳瑪藝術幼兒園,85275,85275,85275,85275,,,0.0,0.0
新北市私立葳肯幼兒園,51678,56178,57138,58116,64287,64287,10.62,8.71
新北市私立蓮育幼兒園,47500,47500,53625,53625,53625,53625,12.89,12.89
新北市私立薇吉妮亞幼兒園,55000,55500,55980,56418,62310,62310,10.44,0.91
新北市私立薇妮幼兒園,63000,69000,69000,69000,,,9.52,9.52
新北市私立藍天幼兒園,67250,71750,73250,73250,73250,78500,7.17,6.69
新北市私立藍天永和幼兒園,101250,101250,102750,102750,102750,102750,1.48,1.48
新北市私立藤井樹幼兒園,33000,42150,43575,56675,63075,63285,30.06,30.06
新北市私立蘆幼幼兒園,51978,53358,55413,56361,62061,62061,10.11,3.85
新北市私立蘆洲來來幼兒園,126214,126214,126214,146089,146089,146089,15.75,15.75
新北市私立蘆洲北大幼兒園,95000,95000,97250,,,,2.37,2.37
新北市私立蘆洲星辰幼兒園,51800,62000,62000,64775,67025,68450,19.69,19.69
新北市私立蘇格拉底幼兒園,91000,97250,102750,106500,106500,112500,6.87,6.87
新北市私立蘋果樹仁政幼兒園,81300,86550,91725,95925,97550,97550,6.46,6.46
新北市私立蘋果苑幼兒園,72750,72750,82017,82017,82017,82017,12.74,12.74
新北市私立裕德幼兒園,96900,103650,103650,120900,130855,130855,16.64,16.64
新北市私立裕德藝術幼兒園,96900,103650,103650,124450,133405,133405,20.07,20.07
新北市私立裕民幼兒園,62900,74200,78925,83250,84245,87220,17.97,17.97
新北市私立西雅圖幼兒園,74300,74300,86750,91700,95600,95600,16.76,16.76
新北市私立親親幼兒園,63213,68433,69033,69033,73347,73347,8.26,8.26
新北市私立親親袋鼠幼兒園,51840,55080,55740,56496,51000,51000,6.25,6.25
新北市私立詠樂幼兒園,62600,71133,69133,71550,71550,71550,13.63,13.63
新北市私立諾亞幼兒園,67750,67750,68312,70112,74500,74500,6.26,2.63
新北市私立謙禧幼兒園,67000,67000,74500,80750,88796,89921,11.19,11.19
新北市私立象寶園幼兒園,74775,74775,90800,90800,90800,90800,21.43,21.43
新北市私立貝吉堡幼兒園,58000,67000,67000,67000,69760,69760,15.52,15.52
新北市私立貝爾花園幼兒園,,,,,,120000,,
新北市私立超級小太陽幼兒園,41845,55714,58005,58005,58005,,33.14,33.14
新北市私立超群幼兒園,72000,72750,76500,78000,79500,81000,5.15,5.15
新北市私立路亞幼兒園,,,195000,195000,195000,195000,0.0,0.0
新北市私立辰修幼兒園,47250,57750,57750,59024,63468,63468,22.22,22.22
新北市私立迪仕尼幼兒園,60000,60000,60000,60000,60000,64000,6.67,0.0
新北市私立迪爾幼兒園,70133,,,,,,,
新北市私立迴龍幼兒園,60000,62880,63480,64146,66462,66462,4.8,4.8
新北市私立通泉草幼兒園,74600,74600,85060,85060,90894,90894,14.02,14.02
新北市私立連城幼兒園,110875,110875,110875,132250,133113,133113,19.28,19.28
新北市私立逸德幼兒園,46762,53765,54785,55835,62567,62567,14.97,14.97
新北市私立道安幼兒園,55380,59820,60840,61908,66114,66114,8.02,8.02
新北市私立道欣幼兒園,65800,65800,71140,71140,73900,73900,8.12,8.12
新北市私立遠東幼兒園,62900,64880,66020,66020,71708,71708,8.62,3.15
新北市私立邦仁幼兒園,61575,70175,72300,73800,73800,73800,13.97,13.97
新北市私立邦喬妮幼兒園,61975,61975,65950,65950,65950,65950,6.41,6.41
新北市私立邦妮幼兒園,52300,56800,59050,59050,59050,59050,8.6,8.6
新北市私立邱吉爾幼兒園,49125,52400,58700,68600,69489,78814,16.87,16.87
新北市私立重愛幼兒園,62700,66480,67200,67686,70971,70971,6.03,6.03
新北市私立重愛幼兒園三民分班,,66000,66000,66000,68660,68660,4.03,0.0
