code,short_name,academic_year,rule,rule_text,passed,detail,severity
N15,新月,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 4,204,827，本期餘絀 +381,302（未虧損）",high
N15,新月,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 4,204,827 = 收入合計 27,654,178 的 15.2%",high
N15,新月,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 3,218,508（決算 15,815,742 / 預算 19,034,250），同期支出合計超支 3,633,258。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N15,新月,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 370,164 vs 年末應付受託法人款 370,164，差額 +0；本年度以現金支付約 6,000（表列行政管理費 376,164 − 揭露數）",medium
N15,新月,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 3,814,692——可能為代收代付，需確認是否總額入帳",medium
N15,新月,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 586,019 vs 負債 586,019，差額 +0",medium
N15,新月,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 18,514,963 = 負債 18,514,963",high
N15,新月,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 4,485,615 後本期餘絀 -763,663（虧損），但提列前為 +3,721,952（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N15,新月,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 4,485,615 = 收入合計 28,187,129 的 15.9%",high
N15,新月,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 3,317,667（決算 16,137,029 / 預算 19,454,696），同期支出合計超支 4,745,612。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N15,新月,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 388,674 vs 年末應付受託法人款 388,674，差額 +0；本年度以現金支付約 0（表列行政管理費 388,674 − 揭露數）",medium
N15,新月,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 4,327,919——可能為代收代付，需確認是否總額入帳",medium
N16,中平,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 186,448 vs 負債 186,448，差額 +0",medium
N16,中平,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 4,347,000 = 負債 4,347,000",high
N16,中平,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 607,000，本期餘絀 +211,394（未虧損）",high
N16,中平,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 607,000 = 收入合計 13,544,083 的 4.5%",high
N16,中平,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 491,240（決算 7,715,140 / 預算 8,206,380），同期支出合計超支 1,904,387。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N16,中平,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 83,736 vs 年末應付受託法人款 83,736，差額 +0；本年度以現金支付約 1,000（表列行政管理費 84,736 − 揭露數）",medium
N16,中平,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,335,467——可能為代收代付，需確認是否總額入帳",medium
N16,中平,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 241,124 vs 負債 241,124，差額 +0",medium
N16,中平,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 5,743,000 = 負債 5,743,000",high
N16,中平,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,396,000，本期餘絀 +11,793（未虧損）",high
N16,中平,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 1,396,000 = 收入合計 15,544,378 的 9.0%",high
N16,中平,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,044,835（決算 8,646,665 / 預算 9,691,500），同期支出合計超支 2,613,541。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N16,中平,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 260,780 vs 年末應付受託法人款 260,780，差額 +0；本年度以現金支付約 0（表列行政管理費 260,780 − 揭露數）",medium
N16,中平,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,510,862；延後托育收入淨額 = 延後托育支出 = 412,320——可能為代收代付，需確認是否總額入帳",medium
N16,中平,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 297,032 vs 負債 297,032，差額 +0",medium
N16,中平,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 7,073,000 = 負債 7,073,000",high
N16,中平,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 1,330,000 後本期餘絀 -373,126（虧損），但提列前為 +956,874（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N16,中平,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 1,330,000 = 收入合計 15,116,666 的 8.8%",high
N16,中平,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,000,871（決算 8,916,311 / 預算 9,917,182），同期支出合計超支 2,345,066。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N16,中平,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 259,495 vs 年末應付受託法人款 259,495，差額 +0；本年度以現金支付約 1,285（表列行政管理費 260,780 − 揭露數）",medium
N16,中平,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,091,333；延長照顧服務收入淨額 = 延長照顧服務支出 = 357,450——可能為代收代付，需確認是否總額入帳",medium
N16,中平,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 354,172 vs 負債 354,172，差額 +0",medium
N16,中平,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 8,538,000 = 負債 8,538,000",high
N16,中平,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,465,000，本期餘絀 +1,051,419（未虧損）",high
N16,中平,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 1,465,000 = 收入合計 18,029,885 的 8.1%",high
N16,中平,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,222,347（決算 8,896,657 / 預算 10,119,004），同期支出合計超支 3,480,054。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N16,中平,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 272,388 vs 年末應付受託法人款 272,388，差額 +0；本年度以現金支付約 3,216（表列行政管理費 275,604 − 揭露數）",medium
N16,中平,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 3,540,258；延長照顧服務收入淨額 = 延長照顧服務支出 = 360,800——可能為代收代付，需確認是否總額入帳",medium
N17,中正,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 99,607 vs 負債 99,607，差額 +0",medium
N17,中正,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 2,618,600 = 負債 2,618,600",high
N17,中正,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 577,600，本期餘絀 +612,029（未虧損）",high
N17,中正,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 577,600 = 收入合計 8,865,015 的 6.5%",high
N17,中正,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 904,499（決算 4,094,563 / 預算 4,999,062），同期支出合計超支 1,441,780。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N17,中正,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 88,932 vs 年末應付受託法人款 88,932，差額 +0；本年度以現金支付約 0（表列行政管理費 88,932 − 揭露數）",medium
N17,中正,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,966,333——可能為代收代付，需確認是否總額入帳",medium
N17,中正,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 170,445 vs 負債 170,445，差額 +0",medium
N17,中正,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,128,100 = 負債 3,128,100",high
N17,中正,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 509,500，本期餘絀 +1,180,084（未虧損）",high
N17,中正,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 509,500 = 收入合計 16,955,554 的 3.0%",high
N17,中正,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,942,370（決算 10,636,839 / 預算 12,579,209），同期支出合計節餘 416,355。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N17,中正,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 115,960 vs 年末應付受託法人款 115,960，差額 +0；本年度以現金支付約 177,332（表列行政管理費 293,292 − 揭露數）",medium
N17,中正,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,601,725——可能為代收代付，需確認是否總額入帳",medium
N17,中正,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 216,868 vs 負債 216,868，差額 +0",medium
N17,中正,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 5,722,785 = 負債 5,722,785",high
N17,中正,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 2,594,685 後本期餘絀 -393,666（虧損），但提列前為 +2,201,019（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N17,中正,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 2,594,685 = 收入合計 18,218,002 的 14.2%",high
N17,中正,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 2,213,407（決算 10,661,543 / 預算 12,874,950），同期支出合計超支 2,124,102。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N17,中正,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 293,292 vs 年末應付受託法人款 293,292，差額 +0；本年度以現金支付約 0（表列行政管理費 293,292 − 揭露數）",medium
N17,中正,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,178,139——可能為代收代付，需確認是否總額入帳",medium
N17,中正,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 290,919 vs 負債 290,919，差額 +0",medium
N17,中正,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 8,288,319 = 負債 8,288,319",high
N17,中正,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 2,565,534，本期餘絀 +317,532（未虧損）",high
N17,中正,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 2,565,534 = 收入合計 18,611,616 的 13.8%",high
N17,中正,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 2,241,112（決算 10,895,768 / 預算 13,136,880），同期支出合計超支 1,601,260。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N17,中正,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,False,"附註五揭露 290,580 vs 年末應付受託法人款 285,622，差額 -4,958；本年度以現金支付約 0（表列行政管理費 290,580 − 揭露數）",medium
N17,中正,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,986,073——可能為代收代付，需確認是否總額入帳",medium
N18,福營,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,False,"資產 131,407 vs 負債 132,308，差額 +901",medium
N18,福營,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 1,380,773 = 負債 1,380,773",high
N18,福營,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 80,773，本期餘絀 +837,511（未虧損）",high
N18,福營,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 80,773 = 收入合計 11,813,846 的 0.7%",high
N18,福營,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 865,239（決算 6,042,382 / 預算 6,907,621），同期支出合計超支 1,583,672。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N18,福營,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 124,560 vs 年末應付受託法人款 124,560，差額 +0；本年度以現金支付約 0（表列行政管理費 124,560 − 揭露數）",medium
N18,福營,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,科目名稱含「淨額」：延後托育收入淨額——可能為代收代付，需確認是否總額入帳,medium
N18,福營,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 80,391 vs 負債 80,391，差額 +0",medium
N18,福營,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 2,270,773 = 負債 2,270,773",high
N18,福營,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 890,000，本期餘絀 +117,023（未虧損）",high
N18,福營,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 890,000 = 收入合計 14,980,499 的 5.9%",high
N18,福營,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 762,459（決算 8,845,271 / 預算 9,607,730），同期支出合計超支 2,024,257。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N18,福營,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 260,780 vs 年末應付受託法人款 260,780，差額 +0；本年度以現金支付約 0（表列行政管理費 260,780 − 揭露數）",medium
N18,福營,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,927,610——可能為代收代付，需確認是否總額入帳",medium
N18,福營,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 135,817 vs 負債 135,817，差額 +0",medium
N18,福營,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 2,784,684 = 負債 2,784,684",high
N18,福營,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 513,911 後本期餘絀 -326,243（虧損），但提列前為 +187,668（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N18,福營,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 513,911 = 收入合計 15,415,862 的 3.3%",high
N18,福營,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 417,114（決算 9,416,455 / 預算 9,833,569），同期支出合計超支 2,680,992。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N18,福營,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 259,750 vs 年末應付受託法人款 259,750，差額 +0；本年度以現金支付約 1,030（表列行政管理費 260,780 − 揭露數）",medium
N18,福營,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,541,712；延長照顧服務收入淨額 = 延長照顧服務支出 = 287,465——可能為代收代付，需確認是否總額入帳",medium
N18,福營,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 192,475 vs 負債 192,475，差額 +0",medium
N18,福營,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,419,549 = 負債 3,419,549",high
N18,福營,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 634,865，本期餘絀 +922,795（未虧損）",high
N18,福營,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 634,865 = 收入合計 17,776,711 的 3.6%",high
N18,福營,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 628,648（決算 9,406,758 / 預算 10,035,406），同期支出合計超支 3,439,102。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N18,福營,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 215,773 vs 年末應付受託法人款 215,773，差額 +0；本年度以現金支付約 59,831（表列行政管理費 275,604 − 揭露數）",medium
N18,福營,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 3,698,664；延長照顧服務收入淨額 = 延長照顧服務支出 = 184,275——可能為代收代付，需確認是否總額入帳",medium
N19,中園,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,False,"資產 130,950 vs 負債 159,229，差額 +28,279　⚠️ 但 111 學年度已補足（見 reserve_timeseries.csv），非持續性缺口",medium
N19,中園,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 2,302,000 = 負債 2,302,000",high
N19,中園,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 432,000，本期餘絀 +816,893（未虧損）",high
N19,中園,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 432,000 = 收入合計 15,815,279 的 2.7%",high
N19,中園,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 842,995（決算 8,790,805 / 預算 9,633,800），同期支出合計超支 1,966,564。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N19,中園,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 71,551 vs 年末應付受託法人款 71,551，差額 +0；本年度以現金支付約 99,432（表列行政管理費 170,983 − 揭露數）",medium
N19,中園,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,790,042——可能為代收代付，需確認是否總額入帳",medium
N19,中園,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 217,841 vs 負債 217,841，差額 +0",medium
N19,中園,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,282,000 = 負債 3,282,000",high
N19,中園,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 980,000，本期餘絀 +186,833（未虧損）",high
N19,中園,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 980,000 = 收入合計 16,335,675 的 6.0%",high
N19,中園,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,335,569（決算 8,582,980 / 預算 9,918,549），同期支出合計超支 2,832,271。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N19,中園,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 121,821 vs 年末應付受託法人款 121,821，差額 +0；本年度以現金支付約 49,162（表列行政管理費 170,983 − 揭露數）",medium
N19,中園,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 3,632,518——可能為代收代付，需確認是否總額入帳",medium
N19,中園,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 289,981 vs 負債 289,981，差額 +0",medium
N19,中園,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 5,492,000 = 負債 5,492,000",high
