code,short_name,academic_year,rule,rule_text,passed,detail,severity
N10,大觀,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 188,031 vs 負債 188,031，差額 +0",medium
N10,大觀,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,116,000 = 負債 3,116,000",high
N10,大觀,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 116,000，本期餘絀 +167,343（未虧損）",high
N10,大觀,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 116,000 = 收入合計 13,298,222 的 0.9%",high
N10,大觀,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 186,698（決算 8,041,532 / 預算 8,228,230），同期支出合計超支 2,007,330。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N10,大觀,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 76,428 vs 年末應付受託法人款 76,428，差額 +0；本年度以現金支付約 8,308（表列行政管理費 84,736 − 揭露數）",medium
N10,大觀,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,285,746——可能為代收代付，需確認是否總額入帳",medium
N10,大觀,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 242,493 vs 負債 242,493，差額 +0",medium
N10,大觀,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,686,000 = 負債 3,686,000",high
N10,大觀,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 570,000，本期餘絀 +193,966（未虧損）",high
N10,大觀,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 570,000 = 收入合計 15,112,403 的 3.8%",high
N10,大觀,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 683,201（決算 8,970,981 / 預算 9,654,182），同期支出合計超支 2,288,389。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N10,大觀,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 238,903 vs 年末應付受託法人款 238,903，差額 +0；本年度以現金支付約 779（表列行政管理費 239,682 − 揭露數）",medium
N10,大觀,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,400,857——可能為代收代付，需確認是否總額入帳",medium
N10,大觀,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,False,"資產 242,493 vs 負債 298,187，差額 +55,694　⚠️ 但 113 學年度已補足（見 reserve_timeseries.csv），非持續性缺口",medium
N10,大觀,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,False,"資產 3,686,000 vs 負債 3,862,650，未提撥足額 +176,650。依附註二(一)，未提撥足額衍生之所得稅應由非營利法人自行繳納，不得以園營運成本支應（本期未列所得稅費用）——請確認負擔主體　⚠️ 但 113 學年度已補足（見 reserve_timeseries.csv），非持續性缺口",high
N10,大觀,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 176,650，本期餘絀 +760,656（未虧損）",high
N10,大觀,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 176,650 = 收入合計 16,776,062 的 1.1%",high
N10,大觀,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 955,808（決算 8,924,216 / 預算 9,880,024），同期支出合計超支 3,159,516。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N10,大觀,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 219,862 vs 年末應付受託法人款 219,862，差額 +0；本年度以現金支付約 19,820（表列行政管理費 239,682 − 揭露數）",medium
N10,大觀,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 3,996,023；延長照顧服務收入淨額 = 延長照顧服務支出 = 334,160——可能為代收代付，需確認是否總額入帳",medium
N10,大觀,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 335,006 vs 負債 335,006，差額 +0",medium
N10,大觀,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 5,572,550 = 負債 5,572,550",high
N10,大觀,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 1,709,900 後本期餘絀 -523,367（虧損），但提列前為 +1,186,533（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N10,大觀,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 1,709,900 = 收入合計 17,552,976 的 9.7%",high
N10,大觀,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 767,545（決算 9,314,356 / 預算 10,081,901），同期支出合計超支 4,862,438。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N10,大觀,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 254,640 vs 年末應付受託法人款 254,640，差額 +0；本年度以現金支付約 0（表列行政管理費 254,640 − 揭露數）",medium
N10,大觀,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 4,052,931；延長照顧服務收入淨額 = 延長照顧服務支出 = 180,695——可能為代收代付，需確認是否總額入帳",medium
N11,新林,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 200,419 vs 負債 200,419，差額 +0",medium
N11,新林,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 3,653,772 = 負債 3,653,772",high
N11,新林,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,缺業務發展費或本期餘絀,high
N11,新林,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,,缺業務發展費或收入合計,high
N11,新林,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 737,469（決算 9,506,267 / 預算 10,243,736），同期支出合計超支 2,020,485。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N11,新林,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 82,023 vs 年末應付受託法人款 82,023，差額 +0；本年度以現金支付約 0（表列行政管理費 82,023 − 揭露數）",medium
N11,新林,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,502,378——可能為代收代付，需確認是否總額入帳",medium
N11,新林,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 265,732 vs 負債 265,732，差額 +0",medium
N11,新林,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 4,383,772 = 負債 4,383,772",high
N11,新林,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 730,000，本期餘絀 +58,993（未虧損）",high
N11,新林,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 730,000 = 收入合計 16,389,924 的 4.5%",high
N11,新林,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 511,398（決算 11,076,596 / 預算 11,587,994），同期支出合計超支 1,134,961。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N11,新林,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 292,892 vs 年末應付受託法人款 292,892，差額 +0；本年度以現金支付約 0（表列行政管理費 292,892 − 揭露數）",medium
N11,新林,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,211,798；延後托育收入淨額 = 延後托育支出 = 193,980——可能為代收代付，需確認是否總額入帳",medium
N11,新林,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 332,544 vs 負債 332,544，差額 +0",medium
N11,新林,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 4,903,772 = 負債 4,903,772",high
N11,新林,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 520,000 後本期餘絀 -153,902（虧損），但提列前為 +366,098（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N11,新林,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 520,000 = 收入合計 16,820,540 的 3.1%",high
N11,新林,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 509,533（決算 11,352,830 / 預算 11,862,363），同期支出合計超支 1,504,103。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N11,新林,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 292,892 vs 年末應付受託法人款 292,892，差額 +0；本年度以現金支付約 0（表列行政管理費 292,892 − 揭露數）",medium
N11,新林,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,666,410；延長照顧服務收入淨額 = 延長照顧服務支出 = 124,745——可能為代收代付，需確認是否總額入帳",medium
N11,新林,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 400,856 vs 負債 400,856，差額 +0",medium
N11,新林,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 6,303,772 = 負債 6,303,772",high
N11,新林,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,400,000，本期餘絀 +554,845（未虧損）",high
N11,新林,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 1,400,000 = 收入合計 18,980,024 的 7.4%",high
N11,新林,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 441,487（決算 11,667,233 / 預算 12,108,720），同期支出合計超支 2,514,379。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N11,新林,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 299,065 vs 年末應付受託法人款 299,065，差額 +0；本年度以現金支付約 12,491（表列行政管理費 311,556 − 揭露數）",medium
N11,新林,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 2,379,074；延長照顧服務收入淨額 = 延長照顧服務支出 = 26,900——可能為代收代付，需確認是否總額入帳",medium
N12,昌福,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 151,020 vs 負債 151,020，差額 +0",medium
N12,昌福,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 4,604,389 = 負債 4,604,389",high
N12,昌福,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,200,000，本期餘絀 +769,702（未虧損）",high
N12,昌福,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 1,200,000 = 收入合計 9,871,098 的 12.2%",high
N12,昌福,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,373,432（決算 5,558,696 / 預算 6,932,128），同期支出合計節餘 265,064。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N12,昌福,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 71,730 vs 年末應付受託法人款 71,730，差額 +0；本年度以現金支付約 0（表列行政管理費 71,730 − 揭露數）",medium
N12,昌福,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 815,489——可能為代收代付，需確認是否總額入帳",medium
N12,昌福,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 198,858 vs 負債 198,858，差額 +0",medium
N12,昌福,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 6,504,389 = 負債 6,504,389",high
N12,昌福,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,900,000，本期餘絀 +319,958（未虧損）",high
N12,昌福,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 1,900,000 = 收入合計 11,151,427 的 17.0%",high
N12,昌福,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,486,791（決算 7,001,260 / 預算 8,488,051），同期支出合計節餘 177,484。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N12,昌福,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 147,650 vs 年末應付受託法人款 147,650，差額 +0；本年度以現金支付約 55,650（表列行政管理費 203,300 − 揭露數）",medium
N12,昌福,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,True,未見淨額科目或收支等額配對,medium
N12,昌福,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 247,768 vs 負債 247,768，差額 +0",medium
N12,昌福,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 8,753,389 = 負債 8,753,389",high
N12,昌福,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 2,249,000 後本期餘絀 -148,472（虧損），但提列前為 +2,100,528（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N12,昌福,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 2,249,000 = 收入合計 11,408,193 的 19.7%",high
N12,昌福,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,646,297（決算 7,038,621 / 預算 8,684,918），同期支出合計超支 350,845。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N12,昌福,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 154,928 vs 年末應付受託法人款 154,928，差額 +0；本年度以現金支付約 48,372（表列行政管理費 203,300 − 揭露數）",medium
N12,昌福,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 491,520——可能為代收代付，需確認是否總額入帳",medium
N12,昌福,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 297,748 vs 負債 297,748，差額 +0",medium
N12,昌福,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,True,"資產 11,000,389 = 負債 11,000,389",high
N12,昌福,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,,"提列 2,247,000 後本期餘絀 -692,433（虧損），但提列前為 +1,554,567（未虧損）——虧損係提列本身造成，是否符合「未發生虧損之年度」需主管機關認定",high
N12,昌福,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,,"提列 2,247,000 = 收入合計 10,663,712 的 21.1%（上限 2,132,742，超出 114,258）。**臨界超出**：本份附註未定義「收入總額」之認定基礎；若以預算數或該定義計算可能符合，須先確認基礎再判斷",high
N12,昌福,113,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 2,119,231（決算 6,740,619 / 預算 8,859,850），同期支出合計節餘 14,803。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N12,昌福,113,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,False,"附註五揭露 154,714 vs 年末應付受託法人款 151,540，差額 -3,174；本年度以現金支付約 49,222（表列行政管理費 203,936 − 揭露數）",medium
N12,昌福,113,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 760,551——可能為代收代付，需確認是否總額入帳",medium
N13,三多,110,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 161,672 vs 負債 161,672，差額 +0",medium
N13,三多,110,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,False,"資產 2,300,000 vs 負債 3,200,000，未提撥足額 +900,000。依附註二(一)，未提撥足額衍生之所得稅應由非營利法人自行繳納，不得以園營運成本支應（本期未列所得稅費用）——請確認負擔主體",high
N13,三多,110,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 900,000，本期餘絀 +279,363（未虧損）",high
N13,三多,110,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 900,000 = 收入合計 10,568,653 的 8.5%",high
N13,三多,110,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 666,380（決算 6,256,592 / 預算 6,922,972），同期支出合計超支 934,901。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N13,三多,110,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 71,465 vs 年末應付受託法人款 71,465，差額 +0；本年度以現金支付約 0（表列行政管理費 71,465 − 揭露數）",medium
N13,三多,110,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,507,691——可能為代收代付，需確認是否總額入帳",medium
N13,三多,111,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 211,181 vs 負債 211,181，差額 +0",medium
N13,三多,111,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,False,"資產 3,200,000 vs 負債 4,300,000，未提撥足額 +1,100,000。依附註二(一)，未提撥足額衍生之所得稅應由非營利法人自行繳納，不得以園營運成本支應（本期未列所得稅費用）——請確認負擔主體",high
N13,三多,111,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,100,000，本期餘絀 +212,196（未虧損）",high
N13,三多,111,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額（家長繳交之費用；其有政府差額補助費者，應合併計算）之百分之20為業務發展準備金。,True,"提列 1,100,000 = 收入合計 11,763,890 的 9.4%",high
N13,三多,111,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,045,500（決算 7,732,482 / 預算 8,777,982），同期支出合計超支 252,810。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N13,三多,111,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 203,300 vs 年末應付受託法人款 203,300，差額 +0；本年度以現金支付約 0（表列行政管理費 203,300 − 揭露數）",medium
N13,三多,111,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延後托育收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 544,964——可能為代收代付，需確認是否總額入帳",medium
N13,三多,112,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 261,815 vs 負債 261,815，差額 +0",medium
N13,三多,112,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,False,"資產 4,300,000 vs 負債 5,500,000，未提撥足額 +1,200,000。依附註二(一)，未提撥足額衍生之所得稅應由非營利法人自行繳納，不得以園營運成本支應（本期未列所得稅費用）——請確認負擔主體",high
N13,三多,112,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 1,200,000，本期餘絀 +87,208（未虧損）",high
N13,三多,112,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 1,200,000 = 收入合計 12,556,080 的 9.6%",high
N13,三多,112,人事費不得流出,附註二(十)1.(3)：人事費不得流出。,,"人事費少支 1,149,441（決算 7,834,805 / 預算 8,984,246），同期支出合計超支 963,724。少支本身不等於流出（可能為缺額未補），但需確認是否將人事費挪用於其他科目",high
N13,三多,112,附註五揭露 = 年末應付受託法人餘額,附註五 關係人交易：揭露予受託法人（關係人）之年末應付款餘額；全語料庫 96% 的報告中，此揭露數即為該年末應付受託法人餘額。,True,"附註五揭露 149,975 vs 年末應付受託法人款 149,975，差額 +0；本年度以現金支付約 53,325（表列行政管理費 203,300 − 揭露數）",medium
N13,三多,112,收入不得以淨額入帳,附註二(八)：所有收入，均應列入各相關收入項目，並以收入總額入帳，不得以收支相抵後淨額入帳。,,"科目名稱含「淨額」：延長照顧服務收入淨額；收入與支出金額完全相同：其他收入 = 其他支出 = 1,229,356——可能為代收代付，需確認是否總額入帳",medium
N13,三多,113,資遣費準備金 資產=負債,附註二(四)：以專戶或定期存款方式儲存之資遣費準備金，帳列非流動資產項下，基金數額應與非流動負債數額相符。,True,"資產 313,573 vs 負債 313,573，差額 +0",medium
N13,三多,113,業務發展準備金 資產=負債,附註二(五)：應於同意後一個月內，以專戶或定期存款方式儲存（帳列非流動資產，與非流動負債相符）。,False,"資產 5,500,000 vs 負債 7,500,000，未提撥足額 +2,000,000。依附註二(一)，未提撥足額衍生之所得稅應由非營利法人自行繳納，不得以園營運成本支應（本期未列所得稅費用）——請確認負擔主體",high
N13,三多,113,虧損年度不得提列業務發展準備,附註二(五)：非營利幼兒園未發生虧損之年度…始得提列業務發展準備金。,True,"提列 2,000,000，本期餘絀 +99,516（未虧損）",high
N13,三多,113,業務發展準備提列上限 20%,附註二(五)：至多提列收入總額之百分之20為業務發展準備金。,True,"提列 2,000,000 = 收入合計 14,106,044 的 14.2%",high
