code,short_name,year,year_kind,entity_type,tuition_income,approved_capacity,actual_enrolment,educators,material_cost,implied_fee_per_child,filed_fee_per_child,fee_identity_ratio,enrolment_utilisation,staff_ratio,material_per_child,registry_capacity_max,capacity_gap,income_period,period_months,full_year,implied_fee_annualised,registry_indoor_area,area_per_child_registry,area_per_child_report,parent_fee,gov_subsidy,fee_split_subtotal,fee_split_total,parent_share,parent_per_child,gov_subsidy_per_child,parent_monthly_avg,registry_monthly,tuition_actual,tuition_budget,gov_transfer_actual,fund_use_actual,fee_year_basis,fee_basis_note,n_branches,capacity_basis,implied_enrolment,implied_enrolment_budget,occupancy,occupancy_budget,gov_per_child,cost_per_child
13610,新北市立淡水幼兒園,112,年度,公立,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2806020.0,2967000.0,18207247.0,20545744.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,182.80260586319218,193.2899022801303,0.6924341131181522,0.7321587207580693,99600.58782546097,112393.05863821355
13611,新北市立瑞芳幼兒園,112,年度,公立,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,481900.0,1201000.0,3863529.0,7343377.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,31.39413680781759,78.24104234527687,0.41308074747128404,1.0294873992799587,123065.30431624819,233909.18644947084
13612,新北市立土城幼兒園,112,年度,公立,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4645950.0,4977000.0,24941516.0,29642445.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,302.66775244299674,324.2345276872964,0.9608500077555452,1.0293159609120521,82405.59424875429,97937.2422755303
13613,新北市立蘆洲幼兒園,112,年度,公立,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2172500.0,2259000.0,11327740.0,14277508.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,141.53094462540716,147.16612377850163,0.9435396308360477,0.9811074918566776,80037.19631760645,100879.0553739931
13614,新北市立五股幼兒園,112,年度,公立,,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045100.0,7758000.0,36315200.0,45176519.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",6,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 6 筆分班,458.96416938110747,505.4071661237785,0.9142712537472261,1.006787183513503,79124.25941434472,98431.47246313041
13615,新北市立泰山幼兒園,112,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2885900.0,3501000.0,21433588.0,23954199.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,188.00651465798046,228.07817589576547,0.8318872329999135,1.009195468565334,114004.4962749922,127411.53700751932
13616,新北市立林口幼兒園,112,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2978300.0,3160000.0,18096161.0,20522228.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",4,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 4 筆分班,194.0260586319218,205.86319218241042,0.8585223833270876,0.9108990804531434,93266.6525702582,105770.47302152235
13617,新北市立深坑幼兒園,112,年度,公立,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180611.0,1490000.0,12496605.0,13257059.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,76.9127687296417,97.06840390879479,0.7768966538347646,0.9804889283716646,162477.63806198654,172364.86501481012
13620,新北市立三芝幼兒園,112,年度,公立,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1346400.0,1570000.0,14580506.0,16080278.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,87.71335504885994,102.28013029315962,0.7627248265118256,0.8893924373318227,166229.03082293522,183327.59009209744
13622,新北市立八里幼兒園,112,年度,公立,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879776.0,1960000.0,14937057.0,17164360.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,122.46097719869707,127.68729641693811,0.9567263843648208,0.997557003257329,121974.01443044278,140161.87354237953
13626,新北市立金山幼兒園,112,年度,公立,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,995400.0,988000.0,11872775.0,13364930.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,64.84690553745928,64.36482084690553,0.6420485696778147,0.6372754539297577,183089.30706248747,206099.73427767734
13627,新北市立萬里幼兒園,112,年度,公立,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,522625.0,1343000.0,11295455.0,11889333.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,34.0472312703583,87.49185667752442,0.3242593454319838,0.833255777881185,331758.40086103807,349201.1701506817
13628,新北市立烏來幼兒園,112,年度,公立,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,648400.0,634000.0,7846468.0,8665943.0,15350.0,"學年度 111 下學期 7,675 + 學年度 112 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,42.241042345276874,41.302931596091206,0.9386898298950417,0.9178429243575823,185754.60178901913,205154.57287168415
13601,新北市立板橋幼兒園,113,年度,公立,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4161500.0,4930000.0,29251497.0,32087165.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,271.10749185667754,321.1726384364821,0.8689342687714023,1.0293994821682118,107896.30636789619,118355.8771476631
13602,新北市立三重幼兒園,113,年度,公立,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795575.0,3160000.0,22891316.0,25156762.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,182.12214983713355,205.86319218241042,0.8798171489716596,0.9945081747942532,125692.10291263873,138131.2598302675
13603,新北市立中和幼兒園,113,年度,公立,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3720350.0,5045000.0,30993929.0,36298819.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",5,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 5 筆分班,242.36807817589576,328.6644951140065,0.6230541855421485,0.8448958743290655,127879.58395043477,149767.32609835095
13604,新北市立永和幼兒園,113,年度,公立,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7045729.0,9322000.0,48388070.0,58322097.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",7,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 7 筆分班,459.00514657980455,607.2964169381107,0.62364829698343,0.8251310012746069,105419.449782982,127061.96746284168
13605,新北市立新莊幼兒園,113,年度,公立,,317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3933500.0,4661000.0,25673653.0,29211354.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,256.2540716612378,303.64820846905536,0.8083724658083211,0.9578807838140547,100188.2734333291,113993.71651201221
13606,新北市立新店幼兒園,113,年度,公立,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4368700.0,4740000.0,27571216.0,34055112.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",5,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 5 筆分班,284.6058631921824,308.7947882736156,0.7297586235696986,0.7917815083938862,96875.08082495937,119657.09918282327
13607,新北市立樹林幼兒園,113,年度,公立,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2359700.0,3429000.0,23544319.0,25897868.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",4,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 4 筆分班,153.72638436482086,223.38762214983714,0.7084165178102344,1.0294360467734431,153157.30671271772,168467.29406280458
13608,新北市立鶯歌幼兒園,113,年度,公立,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257100.0,4282000.0,23127810.0,24717830.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,147.04234527687296,278.95765472312706,0.5425916799884611,1.0293640395687345,157286.732311373,168100.07996987284
13610,新北市立淡水幼兒園,113,年度,公立,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3481160.0,4076000.0,23961734.0,27599204.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,226.785667752443,265.53745928338765,0.8590366202744053,1.0058237094067715,105658.0613646026,121697.30245090717
13612,新北市立土城幼兒園,113,年度,公立,,315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200275.0,4830000.0,27153114.0,31521327.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,273.6335504885993,314.65798045602605,0.8686779380590455,0.998914223669924,99231.66933117475,115195.40255102345
13613,新北市立蘆洲幼兒園,113,年度,公立,,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051300.0,2370000.0,12868610.0,14931682.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,133.63517915309447,154.3973941368078,0.8909011943539631,1.0293159609120521,96296.57461122215,111734.6651879296
13615,新北市立泰山幼兒園,113,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2489500.0,3501000.0,20222045.0,24939596.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,162.18241042345278,228.07817589576547,0.7176212850595256,1.009195468565334,124687.04187587868,153774.9743321952
13616,新北市立林口幼兒園,113,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2686400.0,3318000.0,21576470.0,23295096.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",4,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 4 筆分班,175.0097719869707,216.15635179153094,0.7743795220662419,0.9564440344758006,123287.2299359738,133107.40157832042
13617,新北市立深坑幼兒園,113,年度,公立,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1153400.0,1490000.0,12730008.0,14129339.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,75.1400651465798,97.06840390879479,0.7589905570361596,0.9804889283716646,169417.04768510492,188040.01530258366
13620,新北市立三芝幼兒園,113,年度,公立,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295600.0,1580000.0,15088268.0,16556022.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,84.40390879478828,102.93159609120521,0.733947032998159,0.8950573573148279,178762.6688792837,196152.31375424511
13622,新北市立八里幼兒園,113,年度,公立,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1872075.0,1975000.0,15208181.0,17765133.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,121.95928338762215,128.6644951140065,0.952806901465798,1.0051913680781759,124698.83864161425,145664.45871559632
13626,新北市立金山幼兒園,113,年度,公立,,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,473100.0,988000.0,7689907.0,9233243.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,30.820846905537458,64.36482084690553,0.3051569000548263,0.6372754539297577,249503.42940181782,299577.84834073135
13627,新北市立萬里幼兒園,113,年度,公立,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,453400.0,869000.0,12342453.0,12901514.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,29.537459283387623,56.612377850162865,0.2813091360322631,0.5391655033348844,417857.63906043227,436784.8255403617
13628,新北市立烏來幼兒園,113,年度,公立,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,631100.0,648000.0,8202315.0,9355143.0,15350.0,"學年度 112 下學期 7,675 + 學年度 113 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,41.11400651465798,42.214983713355046,0.9136445892146218,0.9381107491856677,199501.71961654254,227541.50697195373
13601,新北市立板橋幼兒園,114,年度,公立,,312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3863100.0,4503000.0,31307497.0,35358061.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,251.66775244299674,293.35504885993487,0.8066274116762716,0.9402405412177399,124400.11362636225,140495.00047889
13602,新北市立三重幼兒園,114,年度,公立,,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362100.0,2992000.0,23191040.0,25859912.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,153.8827361563518,194.9185667752443,0.7433948606587043,0.9416355882862043,150705.92438931458,168049.46835443037
13603,新北市立中和幼兒園,114,年度,公立,,389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3412275.0,4503000.0,35097577.0,37867505.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",5,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 5 筆分班,222.29804560260587,293.35504885993487,0.5714602714719945,0.7541260896142284,157885.2252382941,170345.64967653545
13604,新北市立永和幼兒園,114,年度,公立,,736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5977403.0,8690000.0,49703665.0,59871024.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",7,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 7 筆分班,389.4073615635179,566.1237785016286,0.5290860890808667,0.7691899164424302,127639.25366082897,153749.08106413437
13606,新北市立新店幼兒園,114,年度,公立,,390.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507600.0,4740000.0,29022425.0,33924460.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",5,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 5 筆分班,228.50814332247558,308.7947882736156,0.5859183162114758,0.7917815083938862,127008.27453244383,148460.6172311552
13607,新北市立樹林幼兒園,114,年度,公立,,217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2251500.0,3113000.0,23626441.0,26303005.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",4,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 4 筆分班,146.67752442996743,202.8013029315961,0.6759332923039973,0.9345682162746364,161077.44585831667,179325.39495891627
13608,新北市立鶯歌幼兒園,114,年度,公立,,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808700.0,3476000.0,22643381.0,24754856.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,117.83061889250814,226.44951140065146,0.4347993317066721,0.8356070531389352,192168.90493171892,210088.48321999225
13609,新北市立三峽幼兒園,114,年度,公立,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469400.0,2749000.0,21163896.0,22018375.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,95.72638436482085,179.08794788273616,0.49090453520420946,0.9183997327319803,221087.38505512456,230013.64927861711
13610,新北市立淡水幼兒園,114,年度,公立,,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2991840.0,3681000.0,24623319.0,28171667.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,194.90814332247558,239.80456026058633,0.7382884216760439,0.9083506070476755,126332.94114992779,144538.17331474944
13614,新北市立五股幼兒園,114,年度,公立,,502.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5782800.0,7410000.0,42638277.0,49231392.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",6,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 6 筆分班,376.72964169381106,482.7361563517915,0.7504574535733288,0.9616258094657202,113180.04287715294,130680.96202531646
13615,新北市立泰山幼兒園,114,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2579200.0,3140000.0,24787474.0,26338580.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,168.0260586319218,204.56026058631923,0.7434781355394771,0.9051338963996426,147521.60588554593,156752.94781327544
13616,新北市立林口幼兒園,114,年度,公立,,226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509662.0,3191000.0,19436248.0,23545162.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",4,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 4 筆分班,163.4958957654723,207.8827361563518,0.7234331671038597,0.9198351157360699,118879.11870204036,144010.7220414542
13617,新北市立深坑幼兒園,114,年度,公立,,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129700.0,1490000.0,14018583.0,14740018.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,73.59609120521172,97.06840390879479,0.7433948606587043,0.9804889283716646,190479.99384792426,200282.62043020272
13620,新北市立三芝幼兒園,114,年度,公立,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1311400.0,1422000.0,15514016.0,17103367.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",2,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 2 筆分班,85.43322475570032,92.63843648208469,0.7428976065713071,0.8055516215833451,181592.3025773982,200195.73238523715
13622,新北市立八里幼兒園,114,年度,公立,,128.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784730.0,1975000.0,16820735.0,18929109.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",3,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 3 筆分班,116.26905537459284,128.6644951140065,0.9083519951140065,1.0051913680781759,144670.78059426355,162804.35872653004
13627,新北市立萬里幼兒園,114,年度,公立,,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,299700.0,562000.0,13758722.0,13944811.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,19.52442996742671,36.612377850162865,0.18594695207073056,0.348689312858694,704692.6349683016,714223.7198865532
13628,新北市立烏來幼兒園,114,年度,公立,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,560900.0,632000.0,9137509.0,9341891.0,15350.0,"學年度 113 下學期 7,675 + 學年度 114 上學期 7,675",1,登記核定人數為釘住之鏡像快照（retrieved_on=2026-08-10），非該年度當時核定數；以本園名聚合 1 筆分班,36.54071661237785,41.17263843648208,0.8120159247195078,0.914947520810713,250063.76029595293,255657.02772330184
