code,short_name,academic_year,balance_sheet_date,income_period,operator,contract_period,approved_capacity,actual_enrolment,total_staff,educators,cash,prepaid_receipts,current_assets_total,current_liabilities_total,reserve_asset,reserve_liability,severance_asset,severance_liability,accumulated_surplus,current_surplus,equity_total,total_assets,total_liabilities,人事費_預算,人事費_決算,業務費_預算,業務費_決算,材料費_預算,材料費_決算,維護費_預算,維護費_決算,修繕購置費_預算,修繕購置費_決算,雜支_預算,雜支_決算,行政管理費_預算,行政管理費_決算,業務發展費_預算,業務發展費_決算,支出合計_決算,收入合計_決算,prepaid_coverage,reserve_funding_gap,equity_erosion,maintenance_execution,repair_execution,personnel_execution,admin_fee_execution,related_party_priority,enrolment_utilisation,staff_ratio,cost_per_child,unbudgeted_spend,identity_passed,identity_failed,n_issues
N11,新林,111,112年7月31日,民國111年8月1日至112年7月31日,社團法人中華音樂舞蹈暨表演藝術教育協會,111年8月1日至115年7月31日,136,135,16,11,6469249,3189503,6574506,5162999,4383772,4383772,265732,265732,1352514,58993,1411507,13174878,11763371,11587994,11076596,879400,583371,2049520,1923090,143000,86949,190400,190213,52764,42042,292892,292892,,730000,16330931,16389924,2.028294,0,0.043617,0.608035,0.999018,0.955868,1.0,0.1731,0.992647,12.272727,120969.859259,3472110,8,0,5
N11,新林,112,113年7月31日,民國112年8月1日至113年7月31日,社團法人中華音樂舞蹈暨表演藝術教育協會,111年8月1日至115年7月31日,136,136,16,11,6934274,3607054,7010924,5753319,4903772,4903772,332544,332544,1411507,-153902,1257605,14158405,12900800,11862363,11352830,879400,646192,2049520,1964690,143000,129811,190400,229536,52764,47336,292892,292892,,520000,16974442,16820540,1.92242,0,-0.109034,0.907769,1.205546,0.957046,1.0,0.056515,1.0,12.363636,124812.073529,4064923,9,0,7
N11,新林,113,114年7月31日,113.8.1~114.7.31,社團法人中華音樂舞蹈暨表演藝術教育協會,111年8月1日至115年7月31日,128,128,16,11,7125061,3085506,7168652,5356202,6303772,6303772,400856,400856,1257605,554845,1812450,15965739,14153289,12108720,11667233,879400,664439,2236160,1656932,143000,88581,179200,177836,52764,52628,311556,311556,,1400000,18425179,18980024,2.309203,0,0.441192,0.619448,0.992388,0.96354,1.0,0.155112,1.0,11.636364,143946.710938,6239998,9,0,9
N12,昌福,110,111/7/31,110.8.1~111.7.31,中華民國文教產業發展暨補習服務品保協會,107年8月1日至111年7月31日,90,90,12,8,6205227,2949690,6334413,4033893,4604389,4604389,151020,151020,1532318,769702,2302020,12869777,10567757,6932128,5558696,676700,281791,1401300,996628,118000,66107,126000,12483,40602,9272,71730,71730,,1200000,9101396,9871098,2.103688,0,0.502312,0.560229,0.099071,0.801874,1.0,0.530471,1.0,11.25,101126.622222,2982472,9,0,2
N12,昌福,111,民國112年7月31日,民國111年8月1日至112年7月31日,中華民國文教產業發展暨補習服務品保協會,111年8月1日至115年7月31日,90,89,12,8,6746805,3110527,6936810,4316332,6504389,6504389,198858,198858,2302020,319958,2621978,15230003,12608025,8488051,7001260,676700,397097,1356300,948245,118000,70633,126000,123246,40602,5550,203300,203300,,1900000,10831469,11151427,2.169023,0,0.13899,0.598585,0.978143,0.824837,1.0,0.362631,0.988889,11.125,121701.898876,2082138,9,0,3
N12,昌福,112,113年7月31日,112.8.1~113.7.31,中華民國文教產業發展暨補習服務品保協會,111年8月1日至115年7月31日,90,89,10,7,6646076,3153462,6748597,4276591,8753389,8753389,247768,247768,2621978,-148472,2473506,17984378,15510872,8684918,7038621,676700,396623,1356300,1009594,118000,81697,126000,32553,40602,6069,203300,203300,,2249000,11556665,11408193,2.107549,0,-0.056626,0.692347,0.258357,0.810442,1.0,0.459815,0.988889,12.714286,129850.168539,3328676,9,0,14
N12,昌福,113,114年7月31日,113.8.1~114.7.31,中華民國文教產業發展暨補習服務品保協會,111年8月1日至115年7月31日,78,73,12,8,4960189,2206528,5067539,3287966,11000389,11000389,297748,297748,2473506,-692433,1781073,18298425,16517352,8859850,6740619,676700,303580,1362660,927786,118000,68815,109200,80585,40602,6081,203936,203936,,2247000,11356145,10663712,2.247961,0,-0.27994,0.583178,0.737958,0.760805,1.0,0.439801,0.935897,9.125,155563.630137,3853145,9,0,11
N13,三多,110,111年7月31日,110.8.1~111.7.31,廣亞學校財團法人設立之廣亞學校財團法人育達科技大學,107年8月1日至111年7月31日,90,89,12,8,5450460,2956545,5457088,3761882,2300000,3200000,161672,161672,515843,279363,795206,8749740,7954534,6922972,6256592,674200,408375,1401300,961266,118000,64776,126000,68483,40452,25413,71465,71465,,900000,10289290,10568653,1.843523,900000,0.541566,0.548949,0.543516,0.903744,1.0,0.347311,0.988889,11.125,115610.0,4004093,9,0,4
N13,三多,111,112/7/31,111.8.1~112.7.31,廣亞學校財團法人設立之廣亞學校財團法人育達科技大學,111年8月1日至115年7月31日,90,89,12,8,6175564,3160194,6334123,4226721,3200000,4300000,211181,211181,795206,212196,1007402,10580125,9572723,8777982,7732482,676700,524063,1356300,1135621,118000,85724,126000,126839,40602,27006,203300,203300,,1100000,11551694,11763890,1.954172,1100000,0.266844,0.726475,1.006659,0.880895,1.0,0.18485,0.988889,11.125,129794.314607,2355589,9,0,0
N13,三多,112,113年7月31日,民國112年8月1日至113年7月31日,廣亞學校財團法人設立之廣亞學校財團法人育達科技大學,111年8月1日至115年7月31日,90,90,12,8,6688122,3296152,6818715,4524105,4300000,5500000,261815,261815,1007402,87208,1094610,12140571,11045961,8984246,7834805,676700,494458,1356300,1254733,118000,79685,126000,97624,40602,19851,203300,203300,,1200000,12468872,12556080,2.02907,1200000,0.086567,0.675297,0.774794,0.87206,1.0,0.255521,1.0,11.25,138543.022222,3882206,9,0,7
N13,三多,113,114年7月31日,民國113年8月1日至114年7月31日,廣亞學校財團法人設立之廣亞學校財團法人育達科技大學,111年8月1日至115年7月31日,84,84,12,8,7589528,2757662,7642967,4448841,5500000,7500000,313573,313573,1094610,99516,1194126,14243879,13049753,9168382,8185812,676700,496399,1467480,1334287,118000,101531,117600,95420,40602,19318,214418,214418,,2000000,14006528,14106044,2.75216,2000000,0.090915,0.860432,0.811395,0.892831,1.0,0.21946,1.0,10.5,166744.380952,5301387,9,0,9
N14,積穗,110,111年7月31日,民國110年8月1日至111年7月31日,財團法人三之三生命教育基金會,107年8月1日至111年7月31日,106,105,13,10,5044732,2646839,5536284,4256465,3822766,3822766,167453,167453,518039,764780,1282819,11337582,10054763,8068814,7367122,799400,355950,1650420,1225239,143000,43363,148400,65699,47964,7845,146989,146989,,582900,13188367,13998676,1.905946,0,1.476298,0.303238,0.442716,0.913037,1.0,0.4983,0.990566,10.5,125603.495238,7300907,9,0,0
N14,積穗,111,112年7月31日,民國111年8月1日至112年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,106,106,13,10,5316025,2822922,5867623,4410665,5030766,5030766,222903,222903,1282819,177139,1459958,12699715,11239757,9825800,9226443,799400,390198,1597420,1261320,143000,126802,148400,77852,47964,3263,239682,239682,,1208000,15124656,15301795,1.883164,0,0.138086,0.886727,0.524609,0.939002,1.0,0.383987,1.0,10.6,142685.433962,3799096,9,0,9
N14,積穗,112,113年7月31日,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,106,106,13,10,5458676,3076134,5458676,4577300,6316140,6316140,279585,279585,1459958,-524374,935584,13642596,12707012,10051629,9542297,799400,410927,1597420,1490884,143000,128161,148400,146850,47964,5240,239682,239682,,1285374,15407860,14883486,1.774525,0,-0.359171,0.896231,0.989555,0.949328,1.0,0.268048,1.0,10.6,145357.169811,5578217,9,0,7
N14,積穗,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,172,164,22,17,9100428,4233336,9167292,6719396,7590898,7590898,380351,380351,935584,1515312,2450896,20349085,17898189,17686827,15550045,967400,453828,2728780,2095276,163000,72907,240800,153048,58044,7964,282955,282955,,1274758,22375848,23891160,2.149706,0,1.619643,0.447282,0.635581,0.879188,1.0,0.443963,0.953488,9.647059,136438.097561,6287446,9,0,17
N15,新月,110,111年7月31日,110.8.1~111.7.31,財團法人彭婉如文教基金會,107年8月1日至111年7月31日,182,181,23,17,8660900,4185420,9018996,6370473,6171371,6171371,276596,276596,173206,2475317,2648523,19401326,16766851,12846439,11149982,990000,467277,2532530,1830564,165000,109890,254800,151398,59400,4370,211352,211352,,205788,18190164,20666822,2.069302,0,14.291174,0.666,0.594184,0.867943,1.0,0.433914,0.994505,10.647059,100498.143646,8318171,8,1,3
N15,新月,111,112年7月31日,111.8.1~112.7.31,財團法人彭婉如文教基金會,111年8月1日至115年7月31日,182,182,23,17,9161384,4397976,9486167,6229997,9824521,9824521,371877,371877,2648523,607647,3256170,23613572,20357402,16878076,14262637,1090500,426214,2450630,1734919,190000,61619,254800,107434,65430,4150,354113,354113,,3653150,23467971,24075618,2.083091,0,0.229429,0.324311,0.421641,0.845039,1.0,0.541132,1.0,10.705882,128944.895604,9483109,9,0,9
N15,新月,112,113/7/31,民國112年8月1日至113年7月31日,財團法人彭婉如文教基金會,111年8月1日至115年7月31日,176,176,24,19,10440697,5555460,10591410,6953938,14029348,14029348,477689,477689,3256170,381302,3637472,28197721,24560249,19034250,15815742,969400,565610,2792240,1922616,163000,39576,246400,186436,58164,6833,376164,376164,,4204827,27272876,27654178,1.879358,0,0.117101,0.242798,0.75664,0.83091,1.0,0.463359,1.0,9.263158,154959.522727,12788485,9,0,7
N15,新月,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人彭婉如文教基金會,111年8月1日至115年7月31日,176,174,26,19,16792055,11628552,16948791,14074982,18514963,18514963,586019,586019,3637472,-763663,2873809,38951884,36078075,19454696,16137029,1094500,601854,2792240,2369802,163000,105887,246400,198700,65670,8459,388674,388674,,4485615,28950792,28187129,1.444037,0,-0.209943,0.649613,0.806412,0.829467,1.0,0.364516,0.988636,9.157895,166383.862069,14106255,9,0,13
N16,中平,110,111年7月31日,110.8.1~111.7.31,社團法人新北市中華國際嬰幼兒發展學會,107年9月1日至111年7月31日,120,120,13,10,6804927,3662625,7165107,5217784,4347000,4347000,186448,186448,1735929,211394,1947323,13245586,11298263,8206380,7715140,799400,423460,1868400,1526215,143000,111352,168000,146276,47964,12529,84736,84736,,607000,13222267,13544083,1.857937,0,0.121776,0.778685,0.87069,0.940139,1.0,0.300448,1.0,12.0,110185.558333,5835493,9,0,4
N16,中平,111,民國112年7月31日,民國111年8月1日至112年7月31日 (111.8.1~112.7.31),社團法人新北市中華國際嬰幼兒發展學會,111年8月1日至115年7月31日,120,120,13,10,6801994,3855322,7388506,5429390,5743000,5743000,241124,241124,1947323,11793,1959116,14928099,12968983,9691500,8646665,799400,435252,1808400,1696640,143000,44892,168000,118013,47964,11161,260780,260780,,1396000,15532585,15544378,1.764313,0,0.006056,0.31393,0.702458,0.892191,1.0,0.396009,1.0,12.0,129438.208333,7215529,9,0,5
N16,中平,112,113/7/31,民國112年8月1日至113年7月31日,社團法人新北市中華國際嬰幼兒發展學會,111年8月1日至115年7月31日,120,120,13,10,7273546,4074703,7328115,5742125,7073000,7073000,297032,297032,1959116,-373126,1585990,16508965,14922975,9917182,8916311,799400,430887,1808400,1726133,143000,47491,168000,327458,47964,1949,260780,260780,,1330000,15489792,15116666,1.785049,0,-0.190456,0.332105,1.949155,0.899077,1.0,0.214251,1.0,12.0,129081.6,6243023,9,0,5
N16,中平,113,114年7月31日,113.8.1~114.7.31,社團法人新北市中華國際嬰幼兒發展學會,111年8月1日至115年7月31日,112,112,13,10,8226585,3412140,8267019,5629610,8538000,8538000,354172,354172,1585990,1051419,2637409,18939217,16301808,10119004,8896657,799400,429039,1956640,1744947,143000,56656,156800,208025,47964,1480,275604,275604,,1465000,16978466,18029885,2.410975,0,0.662942,0.396196,1.32669,0.879203,1.0,0.323091,1.0,11.2,151593.446429,9363509,9,0,8
N17,中正,110,111年7月31日,110.8.1~111.7.31,財團法人三之三生命教育基金會,108年2月1日至111年7月31日,60,60,8,6,4985223,3335171,5309533,4208688,2618600,2618600,99607,99607,493616,612029,1105645,9051665,7946020,4999062,4094563,548000,273219,934200,875562,93000,40402,84000,86728,32880,24666,88932,88932,,577600,8227854,8865015,1.494743,0,1.239889,0.43443,1.032476,0.819066,1.0,0.254673,1.0,10.0,137130.9,5101748,9,0,1
N17,中正,111,112年7月31日,111.8.1~112.7.31,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,136,136,18,11,7166401,3293734,7524917,5243988,3128100,3128100,170445,170445,1105645,1180084,2285729,11995442,9709713,12579209,10636839,883400,442738,2049520,1677112,143000,68584,190400,167282,53004,35173,293292,293292,,509500,15775470,16955554,2.175768,0,1.067326,0.479608,0.878582,0.845589,1.0,0.302193,1.0,12.363636,115996.102941,4208188,9,0,7
N17,中正,112,113年7月31日,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,136,131,17,12,7496447,3758766,7558315,5671052,5722785,5722785,216868,216868,2285729,-393666,1892063,14697505,12805442,12874950,10661543,883400,420646,2049520,1812187,143000,117340,190400,155784,53004,22430,293292,293292,,2594685,18611668,18218002,1.99439,0,-0.172228,0.820559,0.818193,0.828084,1.0,0.291603,0.963235,10.916667,142073.801527,7547720,9,0,6
N17,中正,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人三之三生命教育基金會,111年8月1日至115年7月31日,120,112,18,12,7357228,3145383,7375083,5170288,8288319,8288319,290919,290919,1892063,317532,2209595,16974791,14765196,13136880,10895768,809400,448710,2096400,1623097,143000,108593,168000,137352,48564,12494,290580,290580,,2565534,18294084,18611616,2.339056,0,0.167823,0.759392,0.817571,0.829403,1.0,0.334627,0.933333,9.333333,163340.035714,7113106,9,0,11
N18,福營,110,111/7/31,110年8月1日至111年7月31日,社團法人中華兆陽文教發展協會,108年2月1日至111年7月31日,90,89,11,7,5998034,2439000,6256465,3673721,1380773,1380773,131407,132308,1748332,837511,2585843,8737903,6152060,6907621,6042382,674700,389940,1401300,1385503,118000,108363,126000,125222,40482,12330,124560,124560,,80773,10976335,11813846,2.459219,0,0.479034,0.918331,0.993825,0.874741,1.0,0.223642,0.988889,12.714286,123329.606742,5498298,9,0,1
N18,福營,111,112年7月31日,111.8.1~112.7.31,社團法人中華兆陽文教發展協會,111年8月1日至115年7月31日,120,120,13,10,6298300,2612000,6702551,4004685,2270773,2270773,80391,80391,2585843,117023,2702866,10181764,7478898,9607730,8845271,799400,435559,1808400,1819194,143000,135536,168000,167134,47964,13647,260780,260780,,890000,14859531,14980499,2.411294,0,0.045255,0.947804,0.994845,0.920641,1.0,0.216893,1.0,12.0,123829.425,5545403,9,0,6
N18,福營,112,113/7/31,民國112年8月1日至113年7月31日,社團法人中華兆陽文教發展協會,111年8月1日至115年7月31日,120,118,13,10,6649792,2924649,6814822,4443199,2784684,2784684,135817,135817,2702866,-326243,2376623,10917011,8540388,9833569,9416455,799400,482811,1808400,1920543,143000,136056,168000,168410,47964,13962,260780,260780,,513911,15742105,15415862,2.273706,0,-0.120703,0.951441,1.00244,0.957583,1.0,0.188577,0.983333,11.8,133407.669492,6119148,9,0,6
N18,福營,113,114年7月31日,113.8.1~114.7.31,社團法人中華兆陽文教發展協會,111年8月1日至115年7月31日,112,110,13,10,7478653,2435460,7551702,4252284,3419549,3419549,192475,192475,2376623,922795,3299418,12340115,9040697,10035406,9406758,799400,497853,1956640,1834500,143000,155288,156800,152299,47964,13810,275604,275604,,634865,16853916,17776711,3.070735,0,0.38828,1.08593,0.971295,0.937357,1.0,0.192856,0.982143,11.0,153217.418182,8348515,9,0,11
N19,中園,110,111年7月31日,110.8.1~111.7.31,財團法人成長文教基金會,108年8月1日至112年7月31日,136,134,16,13,5735597,2397024,5830476,4114671,2302000,2302000,130950,159229,872133,816893,1689026,10135266,8446240,9633800,8790805,759400,404204,2090320,1863232,141355,113117,190400,158905,45564,31976,170983,170983,,432000,14998386,15815279,2.392799,0,0.936661,0.800233,0.834585,0.912496,1.0,0.221212,0.985294,10.307692,111928.253731,6449480,9,0,3
N19,中園,111,112年7月31日,111.8.1~112.7.31,財團法人成長文教基金會,108年8月1日至112年7月31日,136,129,16,13,6714729,3095528,7063528,5189169,3282000,3282000,217841,217841,1689026,186833,1875859,12153842,10277983,9918549,8582980,759400,515572,2090320,1673227,141355,79128,190400,134338,45564,32666,170983,170983,,980000,16148842,16335675,2.169171,0,0.110616,0.559782,0.705557,0.865346,1.0,0.278834,0.948529,9.923077,125184.821705,9012097,9,0,7
N19,中園,112,113/7/31,112年8月1日至113年7月31日,財團法人成長文教基金會,112年8月1日至116年7月31日,136,132,18,13,7829100,3962142,7865356,5700927,5492000,5492000,289981,289981,1875859,292370,2168229,15788923,13620694,12927321,11256942,883400,362496,2375920,1811535,143000,129247,190400,134996,53004,38242,325932,325932,,2210000,19097664,19390034,1.975977,0,0.155859,0.903825,0.709013,0.870787,1.0,0.270347,0.970588,10.153846,144679.272727,7720773,9,0,4
N19,中園,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人成長文教基金會,112年8月1日至116年7月31日,128,121,18,13,6875611,3398628,6901056,5034252,9072000,9072000,363727,363727,2168229,-295085,1873144,18211724,16338580,13224562,11556371,883400,507800,2236160,1820943,143000,100057,179200,153671,53004,17564,311956,311956,,3580000,20601128,20306043,2.023055,0,-0.136095,0.699699,0.857539,0.873857,1.0,0.308065,0.945312,9.307692,170257.256198,8698809,9,0,15
N20,柏翠,110,111年7月31日,110.8.1~111.7.31,財團法人心路社會福利基金會,108年8月1日至112年7月31日（109年2月1日開園）,166,166,21,14,10811650,4071666,11105021,6402251,,,162082,162082,2605187,2097583,4702770,15594466,10891696,11590598,9767193,977400,702225,2309890,1885297,143000,139896,232400,243067,58644,55142,196420,196420,,,16062024,18159607,2.655338,,0.805156,0.978294,1.045899,0.842682,1.0,0.109699,1.0,11.857143,96759.180723,6000406,9,0,2
N20,柏翠,111,112年7月31日,111.8.1~112.7.31,財團法人心路社會福利基金會,108年8月1日至112年7月31日（109年2月1日開園）,166,166,20,13,13781254,4911828,14074157,7720882,,,229670,229670,4702770,1650505,6353275,18095782,11742507,11871466,10307328,977400,806304,2309890,2092018,143000,156865,232400,160723,58644,48071,196420,196420,,,17714924,19365429,2.805728,,0.350964,1.096958,0.691579,0.868244,1.0,0.132147,1.0,12.769231,106716.409639,8071070,9,0,2
N20,柏翠,112,113年7月31日,112.8.1~113.7.31,財團法人心路社會福利基金會,112年8月1日至116年7月31日,166,166,21,14,16576141,5640050,16736807,7816170,,,230882,312600,6353275,2485644,8838919,21019698,12180779,14868462,12881177,1006400,843912,2633590,2236094,163000,158314,232400,187888,60384,5292,363999,363999,,,19262794,21748438,2.939006,,0.391238,0.971252,0.808468,0.866342,1.0,0.263114,1.0,11.857143,116040.927711,5171191,9,0,5
N20,柏翠,113,114年7月31日,民國113年8月1日至114年7月31日,財團法人心路社會福利基金會,112年8月1日至116年7月31日,156,155,21,14,20249796,4847490,20349810,7411869,,,397250,397250,8838919,4124022,12962941,24326929,11363988,15188322,13308102,1006400,906908,2474940,2218804,163000,152371,218400,232239,60384,9550,348134,348134,,,21440731,25564753,4.177378,,0.466575,0.934791,1.063365,0.876206,1.0,0.194972,0.99359,11.071429,138327.296774,8584888,9,0,8
N21,文創,110,111/7/31,民國110年8月1日至111年7月31日,財團法人三之三生命教育基金會,109年2月1日至112年7月31日,90,85,11,8,5758604,2017980,5947638,4351519,3487660,3487660,47190,49824,1083008,510477,1593485,10014973,8421488,6945385,5557050,694700,289239,1401300,905197,118000,19237,126000,36558,41682,22085,125760,125760,,1704960,11243663,11784105,2.853648,0,0.471351,0.163025,0.290143,0.800107,1.0,0.52576,0.944444,10.625,132278.388235,5294203,9,0,4
N21,文創,111,112年7月31日,111.8.1~112.7.31,財團法人三之三生命教育基金會,109年2月1日至112年7月31日,90,88,11,8,6460594,2245389,6576003,4265741,5190660,5190660,90127,90127,1593485,716777,2310262,12267786,9957524,7142020,5405235,694700,300527,1401300,941354,118000,70252,126000,61891,41682,20548,125760,125760,,1703000,11810719,12527496,2.877272,0,0.449817,0.595356,0.491198,0.756822,1.0,0.426547,0.977778,11.0,134212.715909,6363588,9,0,0
N21,文創,112,113/7/31,民國112年8月1日至113年7月31日,財團法人三之三生命教育基金會,112年8月1日至116年7月31日,90,84,11,8,6433871,2775225,6526295,4768105,7682438,7682438,134107,134107,2310262,-552072,1758190,15240944,13482754,7875376,6575048,719700,335133,1572300,1064739,118000,71454,126000,109957,43182,14781,229200,229200,,2491778,13088499,12536427,2.318324,0,-0.238965,0.605542,0.872675,0.834887,1.0,0.36696,0.933333,10.5,155815.464286,5147628,9,0,7
N21,文創,113,114年7月31日,113.8.1~114.7.31,財團法人三之三生命教育基金會,112年8月1日至116年7月31日,78,71,11,8,5774757,2254272,6690365,4474870,10065571,10065571,179105,179105,1758190,457305,2215495,17920234,15704739,8063442,6659960,719700,347713,1362660,1107119,118000,41015,109200,69416,43182,8960,208236,208236,,2383133,13684798,14142103,2.561695,0,0.2601,0.347585,0.635678,0.825945,1.0,0.447949,0.910256,8.875,192743.633803,6547078,9,0,14
N22,文仁,110,111年7月31日,民國110年8月1日至111年7月31日,社團法人臺灣兒童教育發展協會,109年2月1日至112年7月31日,90,90,12,8,6593721,2024750,6962736,5303005,2723000,2723000,94838,94838,1390927,268804,1659731,10389484,8729753,7113672,6320807,672700,211479,1401300,948815,118000,71241,126000,94662,40362,359,124440,124440,,1323000,12159501,12475991,3.256561,0,0.193255,0.603737,0.751286,0.888543,1.0,0.459345,1.0,11.25,135105.566667,5994342,9,0,2
N22,文仁,111,民國112年7月31日,民國111年8月1日至112年7月31日,社團法人臺灣兒童教育發展協會,109年2月1日至112年7月31日,90,90,12,8,6453348,2235669,6967525,5005204,4303000,4303000,134442,134442,1659731,302590,1962321,11895965,9933644,7298904,6071285,672700,216419,1401300,1040033,118000,45508,126000,46782,40362,918,124440,124440,,1580000,13050654,13353244,2.88654,0,0.182313,0.385661,0.371286,0.831808,1.0,0.554099,1.0,11.25,145007.266667,7956093,9,0,0
N22,文仁,112,113/7/31,112.8.1~113.7.31,社團法人臺灣兒童教育發展協會,112年8月1日至116年7月31日,90,89,11,8,7520179,2755544,7600546,5628843,6593000,6593000,176853,176853,1962321,9382,1971703,15536677,13564974,7901688,6441218,717700,321319,1572300,1225703,118000,66989,126000,60033,43062,8481,229000,229000,,2290000,13550446,13559828,2.729109,0,0.004781,0.567703,0.476452,0.81517,1.0,0.452743,0.988889,11.125,152252.202247,6498820,9,0,6
N22,文仁,113,114/7/31,113.8.1~114.7.31,社團法人臺灣兒童教育發展協會,112年8月1日至116年7月31日,84,80,10,7,6210440,2244780,7100721,4692708,9520000,9520000,220228,220228,1971703,436310,2408013,17973243,15565230,8086166,6584499,717700,333089,1467480,1234416,118000,83937,117600,46770,43062,7045,218518,218518,,2927000,14265648,14701958,2.766614,0,0.221286,0.711331,0.397704,0.814292,1.0,0.434631,0.952381,11.428571,178320.6,7121613,9,0,12
N23,菁湖,110,111/7/31,民國110年8月1日至111年7月31日（表頭欄標示 110.8.1~111.7.31）,財團法人三之三生命教育基金會,109年8月1日至113年7月31日（110年2月1日開園）,106,105,13,10,4330956,2022912,4435846,3186992,521550,521550,65152,65152,36752,1215702,1252454,7182174,5929720,7574852,6594614,809400,535164,1650420,1175179,143000,73441,148400,140074,48564,46805,147589,147589,,521550,11508044,12725890,2.140951,0,33.078526,0.513573,0.943895,0.870593,1.0,0.222487,0.990566,10.5,109600.419048,5022680,9,0,4
N23,菁湖,111,112年7月31日,111.8.1~112.7.31,財團法人三之三生命教育基金會,109年8月1日至113年7月31日(110年2月1日開園),106,102,13,10,5077575,2107437,5277912,3539292,1573650,1573650,107762,107762,1252454,489766,1742220,8789745,7047525,7830050,6714037,809400,553298,1650420,1127708,143000,75333,148400,109735,48564,44239,147589,147589,,1052100,12528360,13018126,2.40936,0,0.391045,0.526804,0.739454,0.857471,1.0,0.266409,0.962264,10.2,122827.058824,6245416,9,0,2
N23,菁湖,112,113/7/31,民國112年8月1日至113年7月31日（表頭欄標示 112.8.1~113.7.31）,財團法人三之三生命教育基金會,109年8月1日至113年7月31日（110年2月1日開園）,106,102,13,10,5933220,2557548,5995917,3759611,4388998,4388998,153960,153960,1742220,498586,2240806,12050504,9809698,8033627,4776110,809400,558949,1650420,1261947,143000,112253,148400,142868,48564,24793,147589,147589,,2815348,14810798,15309384,2.319886,0,0.286179,0.784986,0.962722,0.594515,1.0,0.28201,0.962264,10.2,145203.901961,12654009,9,0,8
N23,菁湖,113,114/7/31,民國113年8月1日至114年7月31日（表頭欄標示 113.8.1~114.7.31）,財團法人三之三生命教育基金會,113年8月1日至117年7月31日,100,95,13,10,5755945,2656389,5802201,4192596,7394375,7394375,209277,209277,2240806,-626701,1614105,14595729,12981624,9827735,8617950,844400,596676,1747000,1268187,143000,131372,140000,125691,50664,19203,259140,259140,,3005377,16339646,15712945,2.166831,0,-0.279677,0.918685,0.897793,0.876901,1.0,0.249174,0.95,9.5,171996.273684,7357372,9,0,16
N24,佳林,110,111年7月31日,110.8.1~111.7.31,社團法人臺灣兒童教育發展協會,110年8月1日至114年7月31日,90,89,11,8,5277892,1863000,5394082,3735102,628000,628000,39965,39965,,1658980,1658980,8558039,6899059,6705264,5829309,560700,193893,1356300,992196,118000,55751,126000,121272,33642,2900,191700,191700,,628000,9157134,10834255,2.833007,0,,0.472466,0.962476,0.869363,1.0,0.422024,0.988889,11.125,102889.146067,2981062,9,0,4
N24,佳林,111,112年7月31日,111.8.1~112.7.31,社團法人臺灣兒童教育發展協會,110年8月1日至114年7月31日,90,90,11,8,5515813,1970509,5781092,3951136,2553000,2553000,80908,80908,1658980,170976,1829956,10544712,8714756,7233624,5930070,560700,243980,1356300,1104994,118000,80244,126000,110008,33642,1660,191700,191700,,1925000,11546511,11717487,2.799182,0,0.103061,0.680034,0.873079,0.819792,1.0,0.387984,1.0,11.25,128294.566667,5975342,9,0,9
N24,佳林,112,113年7月31日,民國112年8月1日至113年7月31日（112.8.1~113.7.31）,社團法人臺灣兒童教育發展協會,110年8月1日至114年7月31日,90,90,11,8,6430233,2211080,6555912,4000926,4273000,4273000,122830,122830,1829956,725030,2554986,12772556,10217570,7392606,5605418,560700,260505,1356300,1136006,118000,37999,126000,85774,33642,1060,191700,191700,,1720000,11936339,12661369,2.908186,0,0.396201,0.322025,0.680746,0.758247,1.0,0.484215,1.0,11.25,132625.988889,7658528,9,0,7
N24,佳林,113,114年7月31日,113.8.1~114.7.31,社團法人臺灣兒童教育發展協會,110年8月1日至114年7月31日,78,76,10,8,5621400,1638174,5674014,3577761,6861078,6861078,165730,165730,2554986,-458733,2096253,14165305,12069052,7571434,5939032,560700,300597,1362660,994731,118000,53705,109200,44118,33642,1184,192336,192336,,2588078,12880711,12446887,3.431504,0,-0.179544,0.455127,0.404011,0.7844,1.0,0.509194,0.974359,9.5,169483.039474,8267852,9,0,11
N25,碧城,110,111年7月31日,民國110年8月1日至111年7月31日,社團法人中華音樂舞蹈暨表演藝術教育協會,110年8月1日至114年7月31日,120,119,13,9,5562499,2221560,5619725,3839608,366000,366000,48308,48308,,1780717,1780717,9598458,7817741,8104538,7280058,631400,401692,1808400,1312386,143000,23017,168000,310390,37884,10404,243980,243980,,366000,11232434,13013151,2.503871,0,,0.160958,1.84756,0.898269,1.0,0.242779,0.991667,13.222222,94390.201681,2905949,9,0,3
