code,short_name,academic_year,pdf_page,page_kind,table_index,section,title,context_heading,n_columns,n_rows,n_valued_rows,aligned
N01,安溪,110,5,balance_sheet,1,balance_sheet,資產負債表,,4,32,27,True
N01,安溪,110,6,income_statement,1,unrouted,收支結餘表,,4,23,20,True
N01,安溪,110,7,income_statement,1,income_statement,收支餘絀表,,4,22,19,True
N01,安溪,110,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N01,安溪,110,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N01,安溪,110,14,note,1,cash_detail,,（一）現金及銀行存款,2,4,4,True
N01,安溪,110,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N01,安溪,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N01,安溪,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N01,安溪,110,14,note,5,development_reserve,,2. 業務發展準備,2,1,1,True
N01,安溪,110,15,note,1,property,,(三）營運資產 1. 代管財產,4,1,1,True
N01,安溪,110,15,note,2,property,,(三）營運資產 1. 代管財產,4,1,1,True
N01,安溪,110,15,note,3,property,,(三）營運資產 2. 購置財產,4,1,1,True
N01,安溪,110,15,note,4,property,,(三）營運資產 2. 購置財產,4,1,1,True
N01,安溪,110,15,note,5,unrouted,,(四）收支明細表 1. 教保費收入,2,10,8,True
N01,安溪,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N01,安溪,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N01,安溪,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N01,安溪,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N01,安溪,110,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N01,安溪,110,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N01,安溪,110,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N01,安溪,110,19,note,1,maintenance_detail,,維護費及修繕費明細,4,4,4,True
N01,安溪,110,19,note,2,other_income_expense,,6.  其他收入及其他支出,3,4,4,True
N01,安溪,110,19,note,3,other_income_expense,,6.  其他收入及其他支出,3,4,4,True
N01,安溪,110,19,note,4,project_subsidy,,(1)  專案補助收入及支出,3,8,8,True
N01,安溪,110,20,detail_schedule,1,unrouted,,,3,7,7,True
N01,安溪,110,20,detail_schedule,2,agency_subsidy,,(2)  代收補助收入及支出,3,3,3,True
N01,安溪,110,20,detail_schedule,3,agency_subsidy,,(2)  代收補助收入及支出,3,3,3,True
N01,安溪,110,20,detail_schedule,4,agency_passthrough,,(3)  代收代付收入及支出,3,3,3,True
N01,安溪,110,20,detail_schedule,5,agency_passthrough,,(3)  代收代付收入及支出,3,3,3,True
N01,安溪,110,21,note,1,surplus_execution,賸餘款執行概況表,,1,5,5,True
N01,安溪,110,21,note,2,admin_fee,行政管理費,,2,1,1,True
N01,安溪,110,21,note,3,payables,其他應付款,,2,1,1,True
N01,安溪,110,23,income_statement,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,18,16,True
N01,安溪,110,23,income_statement,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N01,安溪,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,5,30,30,True
N01,安溪,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,12,30,30,True
N01,安溪,110,26,detail_schedule,1,unrouted,,,12,33,32,True
N01,安溪,110,27,property_list,1,property,財產清冊,,1,25,0,True
N01,安溪,110,28,property_list,1,unrouted,,,5,33,33,True
N01,安溪,110,29,property_list,1,property,購置財產,,7,9,9,True
N01,安溪,110,30,auditor_report,1,auditor_checklist,附表六：會計師查核附表,,3,22,19,True
N01,安溪,110,31,other,1,unrouted,,,3,26,26,True
N01,安溪,110,32,other,1,unrouted,,,3,13,13,True
N01,安溪,110,33,auditor_report,1,auditor_checklist,查核項目,,3,9,9,True
N01,安溪,110,34,auditor_report,1,unrouted,,,3,4,4,True
N01,安溪,110,35,detail_schedule,1,performance_review,110學年度績效考評,,1,13,2,True
N01,安溪,110,36,auditor_report,1,unrouted,考評指標評分表,,1,5,4,True
N01,安溪,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N01,安溪,111,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N01,安溪,111,14,note,1,cash_detail,,(一) 現金及銀行存款,2,4,4,True
N01,安溪,111,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N01,安溪,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N01,安溪,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N01,安溪,111,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N01,安溪,111,15,note,2,property,,1. 代管財產,4,1,1,True
N01,安溪,111,15,note,3,property,,1. 代管財產,4,1,1,True
N01,安溪,111,15,note,4,property,,2. 購置財產,4,1,1,True
N01,安溪,111,15,note,5,property,,2. 購置財產,4,1,1,True
N01,安溪,111,15,note,6,unrouted,,1. 教保費收入,2,10,8,True
N01,安溪,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N01,安溪,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N01,安溪,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N01,安溪,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N01,安溪,111,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N01,安溪,111,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N01,安溪,111,18,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N01,安溪,111,19,note,1,maintenance_detail,,維護費及修繕購置費,4,4,4,True
N01,安溪,111,19,note,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N01,安溪,111,19,note,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N01,安溪,111,19,note,4,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N01,安溪,111,23,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,18,15,True
N01,安溪,111,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,3,True
N01,安溪,111,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N01,安溪,111,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,27,27,True
N01,安溪,111,26,detail_schedule,1,unrouted,,,16,36,35,True
N01,安溪,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N01,安溪,112,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N01,安溪,112,14,note,1,cash_detail,,(一) 現金及銀行存款,2,4,4,True
N01,安溪,112,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N01,安溪,112,15,note,1,severance_reserve,,資遣費準備金,2,1,1,True
N01,安溪,112,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N01,安溪,112,15,note,3,development_reserve,,2. 業務發展準備,2,1,1,True
N01,安溪,112,15,note,4,property,,1. 代管財產,4,1,1,True
N01,安溪,112,15,note,5,property,,1. 代管財產,4,1,1,True
N01,安溪,112,15,note,6,property,,2. 購置財產,4,1,1,True
N01,安溪,112,15,note,7,property,,2. 購置財產,4,1,1,True
N01,安溪,112,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,11,9,True
N01,安溪,112,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,12,12,True
N01,安溪,112,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,2,2,True
N01,安溪,112,16,detail_schedule,4,personnel_detail,,(四) 收支明細表 2. 人事費,1,0,0,True
N01,安溪,112,17,detail_schedule,1,personnel_detail,,人事費明細（續）,4,10,10,True
N01,安溪,112,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N01,安溪,112,18,detail_schedule,1,unrouted,,,4,16,16,True
N01,安溪,112,18,detail_schedule,2,material_detail,4. 材料費,,4,5,5,True
N01,安溪,112,18,detail_schedule,3,material_detail,,4. 材料費,4,5,5,True
N01,安溪,112,19,note,1,maintenance_detail,,5. 維護費,4,4,4,True
N01,安溪,112,19,note,2,maintenance_detail,,5. 維護費,4,4,4,True
N01,安溪,112,19,note,3,unrouted,,6. 延長照顧服務收支,2,5,5,True
N01,安溪,112,20,note,1,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N01,安溪,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N01,安溪,112,20,note,3,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N01,安溪,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N01,安溪,112,24,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,18,15,True
N01,安溪,112,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N01,安溪,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,5,30,30,True
N01,安溪,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,31,31,True
N01,安溪,112,27,detail_schedule,1,unrouted,,,4,33,32,True
N01,安溪,113,5,balance_sheet,1,balance_sheet,資產負債表,,4,31,26,True
N01,安溪,113,6,income_statement,1,income_statement,收支餘絀表,,4,22,19,True
N01,安溪,113,7,income_statement,1,income_statement,收支餘絀表,,4,23,20,True
N01,安溪,113,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N01,安溪,113,9,cash_flow,1,cash_flow,現金流量表,,2,20,13,True
N01,安溪,113,14,note,1,cash_detail,,(一) 現金及銀行存款,2,4,4,True
N01,安溪,113,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N01,安溪,113,15,note,1,severance_reserve,,依據非營利幼兒園實施辦法之規定，提撥資遣費準備金餘額如下：,2,1,1,True
N01,安溪,113,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N01,安溪,113,15,note,3,development_reserve,,以專戶或定期存款提存之業務發展準備金餘額如下：,2,1,1,True
N01,安溪,113,15,note,4,property,,1. 代管財產,4,1,1,True
N01,安溪,113,15,note,5,property,,1. 代管財產,4,1,1,True
N01,安溪,113,15,note,6,property,,2. 購置財產,4,1,1,True
N01,安溪,113,15,note,7,property,,2. 購置財產,4,1,1,True
N01,安溪,113,16,detail_schedule,1,unrouted,教保費收入,(四) 收支明細表,2,11,9,True
N01,安溪,113,16,detail_schedule,2,personnel_detail,人事費,(四) 收支明細表,4,12,12,True
N01,安溪,113,17,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N01,安溪,113,17,detail_schedule,2,operating_detail,,3. 業務費,4,7,7,True
N01,安溪,113,18,detail_schedule,1,unrouted,,,4,9,9,True
N01,安溪,113,18,detail_schedule,2,unrouted,,,4,16,16,True
N01,安溪,113,19,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N01,安溪,113,19,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N01,安溪,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N01,安溪,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N01,安溪,113,20,note,1,maintenance_detail,,維護費,4,4,4,True
N01,安溪,113,20,note,2,maintenance_detail,,維護費,4,1,1,True
N01,安溪,113,20,note,3,unrouted,,6.　延長照顧服務收支,2,5,5,True
N01,安溪,113,20,note,4,other_income_expense,,7.　其他收入及其他支出,3,4,4,True
N01,安溪,113,20,note,5,other_income_expense,,7.　其他收入及其他支出,3,4,4,True
N01,安溪,113,21,note,1,project_subsidy,,(1) 專案補助收入及支出,3,8,7,True
N01,安溪,113,21,note,2,project_subsidy,,(1) 專案補助收入及支出,3,9,8,True
N01,安溪,113,21,note,3,agency_subsidy,,(2) 代收補助收入及支出,3,2,1,True
N01,安溪,113,21,note,4,agency_subsidy,,(2) 代收補助收入及支出,3,5,4,True
N01,安溪,113,21,note,5,agency_passthrough,,(3) 代收代付收入及支出,3,2,1,True
N01,安溪,113,21,note,6,agency_passthrough,,(3) 代收代付收入及支出,3,2,1,True
N01,安溪,113,22,note,1,surplus_execution,安溪幼兒園之賸餘款執行概況表,,1,4,4,True
N01,安溪,113,22,note,2,related_party,關係人之名稱及關係,,1,1,0,True
N01,安溪,113,23,note,1,payables,其他應付款,,2,1,1,True
N01,安溪,113,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,15,True
N01,安溪,113,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N01,安溪,113,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,5,30,30,True
N01,安溪,113,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,8,31,31,True
N01,安溪,113,27,detail_schedule,1,unrouted,,,8,33,32,True
N01,安溪,113,28,property_list,1,property,財產清冊,,1,60,0,True
N01,安溪,113,29,property_list,1,unrouted,,,5,36,36,True
N01,安溪,113,30,property_list,1,unrouted,,,5,41,41,True
N01,安溪,113,31,property_list,1,unrouted,,,5,34,34,True
N01,安溪,113,32,property_list,1,unrouted,,,1,10,10,True
N01,安溪,113,32,property_list,2,property,2. 購置財產,,1,12,12,True
N01,安溪,113,33,auditor_report,1,auditor_checklist,113學年度第2學期會計師查核附表,,3,22,19,True
N01,安溪,113,34,detail_schedule,1,auditor_checklist,查核項目,,3,18,18,True
N01,安溪,113,34,detail_schedule,2,personnel_detail,人事費補充說明,,4,3,3,True
N01,安溪,113,35,detail_schedule,1,unrouted,,,3,17,17,True
N01,安溪,113,35,detail_schedule,2,operating_detail,業務費補充說明,,4,1,1,True
N01,安溪,113,36,other,1,auditor_checklist,查核項目,,3,14,0,True
N01,安溪,113,37,auditor_report,1,auditor_checklist,查核項目,,3,8,8,True
N01,安溪,113,38,auditor_report,1,auditor_checklist,查核項目,,3,1,0,True
N01,安溪,113,39,detail_schedule,1,performance_review,113學年度績效考評,,1,5,3,True
N01,安溪,113,40,other,1,unrouted,考評指標評分表（續）,,1,4,4,True
N01,安溪,113,40,other,2,unrouted,其他特殊情形：（採總分外扣方式，扣至總分0分止）,,1,1,0,True
N01,安溪,113,41,detail_schedule,1,development_reserve,114年度業務發展準備金提列申請表(114.1.1~114.7.31),,5,1,1,True
N01,安溪,113,41,detail_schedule,2,unrouted,限額計算,,1,5,4,True
N01,安溪,113,42,detail_schedule,1,unrouted,業務發展費提列情形,,5,3,3,True
N01,安溪,113,42,detail_schedule,2,unrouted,民國113學年度經費分析,,3,8,8,True
N02,山北,110,5,balance_sheet,1,balance_sheet,資產負債表,,2,32,27,True
N02,山北,110,6,income_statement,1,unrouted,收支總表,,4,23,21,True
N02,山北,110,7,income_statement,1,income_statement,收支餘絀表,,4,23,21,True
N02,山北,110,8,equity_change,1,unrouted,,,3,7,7,True
N02,山北,110,9,cash_flow,1,cash_flow,現金流量表,,2,22,15,True
N02,山北,110,14,note,1,cash_detail,,(一) 現金及銀行存款,2,4,4,True
N02,山北,110,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N02,山北,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N02,山北,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N02,山北,110,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N02,山北,110,15,note,2,property,,1. 代管財產,4,1,1,True
N02,山北,110,15,note,3,property,,1. 代管財產,4,1,1,True
N02,山北,110,15,note,4,property,,2. 購置財產,4,1,1,True
N02,山北,110,15,note,5,property,,2. 購置財產,4,1,1,True
N02,山北,110,15,note,6,unrouted,,1. 教保費收入,2,9,7,True
N02,山北,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N02,山北,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N02,山北,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N02,山北,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N02,山北,110,18,detail_schedule,1,material_detail,材料費,4. 材料費,4,5,5,True
N02,山北,110,18,detail_schedule,2,material_detail,材料費,4. 材料費,4,5,5,True
N02,山北,110,18,detail_schedule,3,maintenance_detail,維護費,5. 維護費,4,4,4,True
N02,山北,110,19,note,1,other_income_expense,,6. 其他收入及其他支出,4,4,4,True
N02,山北,110,19,note,2,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N02,山北,110,19,note,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N02,山北,110,19,note,4,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N02,山北,110,20,detail_schedule,1,agency_subsidy,,(2) 代收補助收入及支出,3,6,6,True
N02,山北,110,20,detail_schedule,2,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N02,山北,110,20,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,5,5,True
N02,山北,110,20,detail_schedule,4,agency_passthrough,,(3) 代收代付收入及支出,3,3,3,True
N02,山北,110,20,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,3,3,True
N02,山北,110,21,note,1,surplus_execution,山北幼兒園之賸餘款執行概況表,,1,5,5,True
N02,山北,110,21,note,2,admin_fee,五、關係人交易－(二)1. 行政管理費,,2,1,1,True
N02,山北,110,21,note,3,payables,五、關係人交易－(二)2. 其他應付款,,2,1,1,True
N02,山北,110,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,15,True
N02,山北,110,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N02,山北,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N02,山北,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,12,30,30,True
N02,山北,110,26,detail_schedule,1,unrouted,,,12,33,33,True
N02,山北,110,27,property_list,1,property,財產清冊,,5,21,21,True
N02,山北,110,28,property_list,1,unrouted,,,3,2,2,True
N02,山北,110,28,property_list,2,property,2.購置財產,,3,9,9,True
N02,山北,110,29,auditor_report,1,auditor_checklist,110學年度第2學期會計師查核附表,,3,2,0,True
N02,山北,110,30,detail_schedule,1,unrouted,,,3,23,23,True
N02,山北,110,30,detail_schedule,2,personnel_detail,人事費補充說明,,4,1,1,True
N02,山北,110,31,detail_schedule,1,auditor_checklist,查核項目,,3,12,12,True
N02,山北,110,31,detail_schedule,2,operating_detail,業務費補充說明,,4,1,1,True
N02,山北,110,32,auditor_report,1,unrouted,,,3,11,11,True
N02,山北,110,33,auditor_report,1,auditor_checklist,查核項目－負債部分及其他,,3,8,6,True
N02,山北,110,34,detail_schedule,1,performance_review,110學年度績效考評,,1,3,2,True
N02,山北,110,35,auditor_report,1,unrouted,,,1,4,4,True
N02,山北,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N02,山北,111,9,cash_flow,1,cash_flow,現金流量表,,2,23,16,True
N02,山北,111,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N02,山北,111,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N02,山北,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N02,山北,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N02,山北,111,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N02,山北,111,15,note,2,unrouted,,(三) 營運資產,4,1,1,True
N02,山北,111,15,note,3,unrouted,,(三) 營運資產,4,1,1,True
N02,山北,111,15,note,4,property,,2. 購置財產,4,1,1,True
N02,山北,111,15,note,5,property,,2. 購置財產,4,1,1,True
N02,山北,111,15,note,6,unrouted,,(四) 收支明細表,2,9,7,True
N02,山北,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N02,山北,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N02,山北,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N02,山北,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N02,山北,111,18,note,1,material_detail,,4. 材料費,4,5,5,True
N02,山北,111,18,note,2,material_detail,,4. 材料費,4,5,5,True
N02,山北,111,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N02,山北,111,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N02,山北,111,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N02,山北,111,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N02,山北,111,20,detail_schedule,1,project_subsidy,,(1)  專案補助收入及支出,3,9,9,True
N02,山北,111,20,detail_schedule,2,project_subsidy,,(1)  專案補助收入及支出,3,8,8,True
N02,山北,111,20,detail_schedule,3,agency_subsidy,,(2)  代收補助收入及支出,3,4,4,True
N02,山北,111,20,detail_schedule,4,agency_subsidy,,(2)  代收補助收入及支出,3,4,4,True
N02,山北,111,23,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N02,山北,111,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N02,山北,111,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N02,山北,111,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,27,27,True
N02,山北,111,26,detail_schedule,1,unrouted,,,16,36,36,True
N02,山北,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N02,山北,112,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N02,山北,112,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N02,山北,112,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N02,山北,112,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N02,山北,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N02,山北,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N02,山北,112,15,note,3,property,,1. 代管財產,4,1,1,True
N02,山北,112,15,note,4,property,,1. 代管財產,4,1,1,True
N02,山北,112,15,note,5,property,,2. 購置財產,4,1,1,True
N02,山北,112,15,note,6,property,,2. 購置財產,4,1,1,True
N02,山北,112,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,10,8,True
N02,山北,112,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,11,11,True
N02,山北,112,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,6,6,True
N02,山北,112,17,detail_schedule,1,unrouted,,,4,6,6,True
N02,山北,112,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N02,山北,112,18,detail_schedule,1,operating_detail,,業務費,4,16,16,True
N02,山北,112,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N02,山北,112,19,detail_schedule,1,material_detail,,材料費,4,5,5,True
N02,山北,112,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N02,山北,112,19,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N02,山北,112,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,4,True
N02,山北,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N02,山北,112,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N02,山北,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N02,山北,112,20,note,5,project_subsidy,,(1) 專案補助收入及支出,3,4,4,True
N02,山北,112,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,15,True
N02,山北,112,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N02,山北,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N02,山北,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,32,32,True
N02,山北,112,27,detail_schedule,1,unrouted,,,4,29,28,True
N02,山北,113,5,balance_sheet,1,balance_sheet,資產負債表,,4,30,25,True
N02,山北,113,6,income_statement,1,income_statement,"新北市山北非營利幼兒園
（委託財團法人三之三生命教育基金會辦理）
收支餘絀表
民國113年8月1日至114年7月31日",,4,23,20,True
N02,山北,113,7,income_statement,1,income_statement,收支餘絀表,,4,23,20,True
N02,山北,113,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N02,山北,113,9,cash_flow,1,cash_flow,現金流量表,,2,20,13,True
N02,山北,113,14,note,1,cash_detail,,(一) 現金及銀行存款,2,3,3,True
N02,山北,113,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N02,山北,113,15,note,1,severance_reserve,,依據非營利幼兒園實施辦法之規定，提撥資遣費準備金餘額如下：,2,1,1,True
N02,山北,113,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N02,山北,113,15,note,3,development_reserve,,2. 業務發展準備,2,1,1,True
N02,山北,113,15,note,4,property,,1. 代管財產,4,2,1,True
N02,山北,113,15,note,5,property,,1. 代管財產,4,2,1,True
N02,山北,113,15,note,6,property,,2. 購置財產,4,2,1,True
N02,山北,113,15,note,7,property,,2. 購置財產,4,2,1,True
N02,山北,113,16,detail_schedule,1,unrouted,,(四) 收支明細表 1. 教保費收入,2,10,8,True
N02,山北,113,16,detail_schedule,2,personnel_detail,,(四) 收支明細表 2. 人事費,4,11,11,True
N02,山北,113,16,detail_schedule,3,personnel_detail,,(四) 收支明細表 2. 人事費,4,6,6,True
N02,山北,113,17,detail_schedule,1,personnel_detail,,人事費明細表,4,5,5,True
N02,山北,113,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N02,山北,113,18,detail_schedule,1,operating_detail,,3. 業務費（續）,4,16,16,True
N02,山北,113,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N02,山北,113,18,detail_schedule,3,material_detail,,4. 材料費,4,5,5,True
N02,山北,113,19,detail_schedule,1,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N02,山北,113,19,detail_schedule,2,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N02,山北,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N02,山北,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N02,山北,113,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,4,True
N02,山北,113,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N02,山北,113,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N02,山北,113,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,6,6,True
N02,山北,113,21,detail_schedule,1,unrouted,,,3,8,8,True
N02,山北,113,21,detail_schedule,2,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N02,山北,113,21,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N02,山北,113,21,detail_schedule,4,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N02,山北,113,21,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N02,山北,113,22,note,1,surplus_execution,賸餘款執行概況表,,1,4,4,True
N02,山北,113,22,note,2,related_party,關係人之名稱及關係,,1,1,0,True
