code,short_name,academic_year,pdf_page,page_kind,table_index,section,title,context_heading,n_columns,n_rows,n_valued_rows,aligned
N08,鷺江,113,17,detail_schedule,1,personnel_detail,,人事費明細（續）,4,7,7,True
N08,鷺江,113,17,detail_schedule,2,operating_detail,,3.　業務費,4,14,14,True
N08,鷺江,113,18,detail_schedule,1,unrouted,,,4,2,2,True
N08,鷺江,113,18,detail_schedule,2,unrouted,,,4,16,16,True
N08,鷺江,113,19,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N08,鷺江,113,19,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N08,鷺江,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N08,鷺江,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N08,鷺江,113,20,note,1,maintenance_detail,,維護費,4,4,4,True
N08,鷺江,113,20,note,2,maintenance_detail,,修繕購置費,4,1,1,True
N08,鷺江,113,20,note,3,unrouted,,6. 延長照顧服務收支,2,5,5,True
N08,鷺江,113,20,note,4,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N08,鷺江,113,20,note,5,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N08,鷺江,113,21,detail_schedule,1,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N08,鷺江,113,21,detail_schedule,2,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N08,鷺江,113,21,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N08,鷺江,113,21,detail_schedule,4,agency_subsidy,,(2) 代收補助收入及支出,3,4,4,True
N08,鷺江,113,21,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N08,鷺江,113,22,note,1,unrouted,,,3,1,1,True
N08,鷺江,113,22,note,2,surplus_execution,鷺江幼兒園之賸餘款執行概況表,,1,6,6,True
N08,鷺江,113,22,note,3,unrouted,,,1,2,0,True
N08,鷺江,113,23,note,1,admin_fee,行政管理費,,2,1,1,True
N08,鷺江,113,23,note,2,project_subsidy,專案補助收入,,2,1,1,True
N08,鷺江,113,23,note,3,unrouted,其他應收款,,2,1,1,True
N08,鷺江,113,23,note,4,payables,其他應付款,,2,1,1,True
N08,鷺江,113,25,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,15,True
N08,鷺江,113,25,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N08,鷺江,113,26,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N08,鷺江,113,27,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,27,27,True
N08,鷺江,113,28,detail_schedule,1,unrouted,,,16,37,37,True
N08,鷺江,113,29,property_list,1,property,附表四：財產清冊　1.代管財產,,5,28,28,True
N08,鷺江,113,30,property_list,1,unrouted,,,5,38,38,True
N08,鷺江,113,31,property_list,1,unrouted,,,5,38,38,True
N08,鷺江,113,32,property_list,1,unrouted,,,5,39,39,True
N08,鷺江,113,33,property_list,1,property,2.購置財產,,7,18,18,True
N08,鷺江,113,34,auditor_report,1,auditor_checklist,113學年度第2學期會計師查核附表,,3,22,19,True
N08,鷺江,113,35,detail_schedule,1,auditor_checklist,查核項目,,3,20,20,True
N08,鷺江,113,35,detail_schedule,2,personnel_detail,人事費補充說明,,4,2,2,True
N08,鷺江,113,36,detail_schedule,1,auditor_checklist,查核項目,,3,15,15,True
N08,鷺江,113,36,detail_schedule,2,operating_detail,業務費補充說明,,4,3,3,True
N08,鷺江,113,37,other,1,unrouted,,,3,10,10,True
N08,鷺江,113,37,other,2,material_detail,材料費補充說明,,4,1,1,True
N08,鷺江,113,38,other,1,auditor_checklist,查核項目,,3,7,7,True
N08,鷺江,113,39,other,1,auditor_checklist,查核項目,,3,2,0,True
N08,鷺江,113,39,other,2,project_subsidy,其他補充說明 71-1 1.專案補助收入,,1,1,1,True
N08,鷺江,113,39,other,3,unrouted,其他補充說明 71-1 2.其他應收款,,1,1,1,True
N08,鷺江,113,40,detail_schedule,1,performance_review,113學年度績效考評,,1,5,3,True
N08,鷺江,113,41,other,1,unrouted,考評指標與考評方式,,1,4,4,True
N08,鷺江,113,41,other,2,unrouted,其他特殊情形（採總分外扣方式，扣至總分0分止）,,1,1,0,True
N09,安興,110,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N09,安興,110,9,cash_flow,1,cash_flow,現金流量表,,2,20,14,True
N09,安興,110,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N09,安興,110,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N09,安興,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N09,安興,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N09,安興,110,14,note,5,development_reserve,,2. 業務發展準備,2,1,1,True
N09,安興,110,15,note,1,property,,（三）營運資產 1. 代管財產,4,1,1,True
N09,安興,110,15,note,2,property,,（三）營運資產 1. 代管財產,4,1,1,True
N09,安興,110,15,note,3,property,,（三）營運資產 2. 購置財產,4,1,1,True
N09,安興,110,15,note,4,property,,（三）營運資產 2. 購置財產,4,1,1,True
N09,安興,110,15,note,5,unrouted,,（四）收支明細表 1. 教保費收入,2,10,8,True
N09,安興,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,11,11,True
N09,安興,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N09,安興,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N09,安興,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N09,安興,110,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N09,安興,110,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N09,安興,110,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,110,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,110,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N09,安興,110,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,5,5,True
N09,安興,110,20,detail_schedule,1,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N09,安興,110,20,detail_schedule,2,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N09,安興,110,20,detail_schedule,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N09,安興,110,20,detail_schedule,4,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N09,安興,110,20,detail_schedule,5,agency_passthrough,,(3) 代收代付收入及支出,3,1,1,True
N09,安興,110,23,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,17,15,True
N09,安興,110,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N09,安興,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N09,安興,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,34,34,True
N09,安興,110,26,detail_schedule,1,unrouted,,,4,27,27,True
N09,安興,111,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N09,安興,111,9,cash_flow,1,cash_flow,現金流量表,,2,21,15,True
N09,安興,111,14,note,1,note_items,,三、重要會計項目說明,2,3,3,True
N09,安興,111,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N09,安興,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N09,安興,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N09,安興,111,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N09,安興,111,15,note,2,property,,1. 代管財產,4,1,1,True
N09,安興,111,15,note,3,property,,1. 代管財產,4,1,1,True
N09,安興,111,15,note,4,property,,2. 購置財產,4,1,1,True
N09,安興,111,15,note,5,property,,2. 購置財產,4,1,1,True
N09,安興,111,15,note,6,unrouted,,1. 教保費收入,2,9,7,True
N09,安興,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,11,11,True
N09,安興,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,11,11,True
N09,安興,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N09,安興,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N09,安興,111,18,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N09,安興,111,18,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N09,安興,111,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,111,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,111,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N09,安興,111,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N09,安興,111,20,note,1,project_subsidy,,(1) 專案補助收入及支出,3,12,12,True
N09,安興,111,20,note,2,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N09,安興,111,20,note,3,unrouted,,(2) 代補助收入及支出,3,3,3,True
N09,安興,111,20,note,4,unrouted,,(2) 代補助收入及支出,3,3,3,True
N09,安興,111,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N09,安興,111,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N09,安興,111,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,5,31,31,True
N09,安興,111,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,8,30,30,True
N09,安興,111,27,detail_schedule,1,unrouted,,,8,31,31,True
N09,安興,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N09,安興,112,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N09,安興,112,14,note,1,cash_detail,,(一)現金及銀行存款,2,3,3,True
N09,安興,112,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N09,安興,112,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N09,安興,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N09,安興,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N09,安興,112,15,note,3,property,,1. 代管財產,4,1,1,True
N09,安興,112,15,note,4,property,,1. 代管財產,4,1,1,True
N09,安興,112,15,note,5,property,,2. 購置財產,4,1,1,True
N09,安興,112,15,note,6,property,,2. 購置財產,4,1,1,True
N09,安興,112,16,detail_schedule,1,unrouted,,(四)收支明細表 1. 教保費收入,2,11,9,True
N09,安興,112,16,detail_schedule,2,personnel_detail,,(四)收支明細表 2. 人事費,4,11,11,True
N09,安興,112,16,detail_schedule,3,personnel_detail,,(四)收支明細表 2. 人事費,4,4,4,True
N09,安興,112,17,detail_schedule,1,unrouted,,,4,7,7,True
N09,安興,112,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N09,安興,112,18,detail_schedule,1,operating_detail,,3. 業務費（或其上層章節）,4,16,16,True
N09,安興,112,18,detail_schedule,2,material_detail,4. 材料費,4. 材料費,4,5,5,True
N09,安興,112,19,detail_schedule,1,material_detail,,材料費,4,5,5,True
N09,安興,112,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,112,19,detail_schedule,3,maintenance_detail,,5. 維護費,4,4,4,True
N09,安興,112,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,5,True
N09,安興,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N09,安興,112,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N09,安興,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N09,安興,112,20,note,5,project_subsidy,,(1) 專案補助收入及支出,3,4,4,True
N09,安興,112,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N09,安興,112,24,detail_schedule,2,unrouted,,"補充說明：教保費收支淨額金額為1,739,136元，分析如下：",1,4,4,True
N09,安興,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N09,安興,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,12,30,30,True
N09,安興,112,27,detail_schedule,1,unrouted,,,12,33,33,True
N09,安興,113,5,balance_sheet,1,balance_sheet,資產負債表,,4,31,26,True
N09,安興,113,6,income_statement,1,income_statement,收支餘絀表,,4,25,23,True
N09,安興,113,7,income_statement,1,income_statement,收支餘絀表,,4,23,20,True
N09,安興,113,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N09,安興,113,9,cash_flow,1,cash_flow,現金流量表,,2,19,12,True
N09,安興,113,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N09,安興,113,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N09,安興,113,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N09,安興,113,15,note,1,development_reserve,,2. 業務發展準備,2,4,4,True
N09,安興,113,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N09,安興,113,15,note,3,property,,1. 代管財產,4,1,1,True
N09,安興,113,15,note,4,property,,1. 代管財產,4,1,1,True
N09,安興,113,16,detail_schedule,1,property,,2. 購置財產,4,1,1,True
N09,安興,113,16,detail_schedule,2,property,,2. 購置財產,4,1,1,True
N09,安興,113,16,detail_schedule,3,unrouted,,1. 教保費收入,2,11,9,True
N09,安興,113,16,detail_schedule,4,personnel_detail,,2. 人事費,4,11,11,True
N09,安興,113,17,detail_schedule,1,personnel_detail,,人事費明細表,4,11,11,True
N09,安興,113,17,detail_schedule,2,operating_detail,,3. 業務費,4,4,4,True
N09,安興,113,18,detail_schedule,1,unrouted,,,4,12,12,True
N09,安興,113,18,detail_schedule,2,unrouted,,,4,16,16,True
N09,安興,113,19,detail_schedule,1,material_detail,,4. 材料費,4,5,5,True
N09,安興,113,19,detail_schedule,2,material_detail,,4. 材料費,4,5,5,True
N09,安興,113,19,detail_schedule,3,maintenance_detail,,5. 維護費及修繕購置費,4,5,4,True
N09,安興,113,19,detail_schedule,4,maintenance_detail,,5. 維護費及修繕購置費,4,1,1,True
N09,安興,113,20,note,1,maintenance_detail,維護費,,4,4,4,True
N09,安興,113,20,note,2,maintenance_detail,修繕購置費,,4,1,1,True
N09,安興,113,20,note,3,unrouted,,6. 延長照顧服務收支,2,5,5,True
N09,安興,113,20,note,4,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N09,安興,113,21,detail_schedule,1,project_subsidy,,(1) 專案補助收入及支出,3,4,4,True
N09,安興,113,21,detail_schedule,2,project_subsidy,,(1) 專案補助收入及支出,3,8,8,True
N09,安興,113,21,detail_schedule,3,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N09,安興,113,21,detail_schedule,4,agency_subsidy,,(2) 代收補助收入及支出,3,1,1,True
N09,安興,113,21,detail_schedule,5,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N09,安興,113,22,note,1,agency_passthrough,(3) 代收代付收入及支出,,3,1,1,True
N09,安興,113,22,note,2,agency_passthrough,(3) 代收代付收入及支出,,3,1,1,True
N09,安興,113,22,note,3,unrouted,8. 所得稅費用,,1,3,2,True
N09,安興,113,22,note,4,surplus_execution,安興幼兒園之賸餘款執行概況表,,1,6,6,True
N09,安興,113,23,note,1,admin_fee,行政管理費,,2,1,1,True
N09,安興,113,23,note,2,payables,其他應付款,,2,1,1,True
N09,安興,113,25,detail_schedule,1,income_by_function,收支餘絀表-功能別,附表一：收支餘絀表-功能別,1,19,17,True
N09,安興,113,25,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N09,安興,113,26,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,31,31,True
N09,安興,113,27,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,16,27,27,True
N09,安興,113,28,detail_schedule,1,unrouted,,,16,38,38,True
N09,安興,113,29,property_list,1,property,財產清冊,,5,31,31,True
N09,安興,113,30,property_list,1,unrouted,,,8,39,38,True
N09,安興,113,31,property_list,1,unrouted,,,5,39,39,True
N09,安興,113,32,property_list,1,unrouted,,,8,39,39,True
N09,安興,113,33,property_list,1,unrouted,,,1,9,9,True
N09,安興,113,33,property_list,2,property,2. 購置財產,,1,4,4,True
N09,安興,113,34,auditor_report,1,auditor_checklist,113學年度第2學期會計師查核附表,,3,22,19,True
N09,安興,113,35,detail_schedule,1,unrouted,,,3,16,16,True
N09,安興,113,35,detail_schedule,2,personnel_detail,人事費補充說明,,4,2,2,True
N09,安興,113,36,detail_schedule,1,unrouted,,,3,16,16,True
N09,安興,113,37,auditor_report,1,auditor_checklist,查核項目（是否符合）,,3,12,12,True
N09,安興,113,38,other,1,unrouted,,,3,6,6,True
N09,安興,113,39,auditor_report,1,auditor_checklist,查核項目,,3,5,0,True
N09,安興,113,40,detail_schedule,1,performance_review,113學年度績效考評,,1,5,3,True
N09,安興,113,41,auditor_report,1,unrouted,考評指標考評方式評分考評依據備註表,,1,4,4,True
N09,安興,113,41,auditor_report,2,unrouted,其他特殊情形：（採總分外加方式，扣至總分0分止）,,1,1,0,True
N10,大觀,110,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N10,大觀,110,9,cash_flow,1,cash_flow,現金流量表,,2,22,15,True
N10,大觀,110,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N10,大觀,110,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N10,大觀,110,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N10,大觀,110,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N10,大觀,110,15,note,1,development_reserve,,業務發展準備金,2,1,1,True
N10,大觀,110,15,note,2,property,,1. 代管財產,4,1,1,True
N10,大觀,110,15,note,3,property,,1. 代管財產,4,1,1,True
N10,大觀,110,15,note,4,property,,2. 購置財產,4,1,1,True
N10,大觀,110,15,note,5,property,,2. 購置財產,4,1,1,True
N10,大觀,110,15,note,6,unrouted,,1. 教保費收入,2,11,9,True
N10,大觀,110,16,detail_schedule,1,personnel_detail,,2. 人事費,4,12,12,True
N10,大觀,110,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N10,大觀,110,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N10,大觀,110,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N10,大觀,110,18,note,1,material_detail,,4. 材料費,4,5,5,True
N10,大觀,110,18,note,2,material_detail,,4. 材料費,4,5,5,True
N10,大觀,110,19,detail_schedule,1,maintenance_detail,,5. 維護費,4,4,4,True
N10,大觀,110,19,detail_schedule,2,maintenance_detail,,5. 維護費,4,4,4,True
N10,大觀,110,19,detail_schedule,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N10,大觀,110,19,detail_schedule,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N10,大觀,110,20,note,1,project_subsidy,,(1) 專案補助收入及支出,3,13,13,True
N10,大觀,110,20,note,2,project_subsidy,,(1) 專案補助收入及支出,3,9,9,True
N10,大觀,110,20,note,3,agency_subsidy,,(2) 代收補助收入及支出,3,3,3,True
N10,大觀,110,20,note,4,agency_subsidy,,(2) 代收補助收入及支出,3,5,5,True
N10,大觀,110,23,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,15,True
N10,大觀,110,23,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,1,4,4,True
N10,大觀,110,24,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N10,大觀,110,25,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預算比較表,16,27,27,True
N10,大觀,110,26,detail_schedule,1,unrouted,,,16,36,36,True
N10,大觀,111,8,equity_change,1,unrouted,,,3,7,7,True
N10,大觀,111,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N10,大觀,111,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N10,大觀,111,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N10,大觀,111,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N10,大觀,111,14,note,4,development_reserve,,2. 業務發展準備,2,3,3,True
N10,大觀,111,15,note,1,unrouted,,,2,1,1,True
N10,大觀,111,15,note,2,property,,1. 代管財產,4,1,1,True
N10,大觀,111,15,note,3,property,,1. 代管財產,4,1,1,True
N10,大觀,111,15,note,4,property,,2. 購置財產,4,1,1,True
N10,大觀,111,15,note,5,property,,2. 購置財產,4,1,1,True
N10,大觀,111,15,note,6,unrouted,,1.　教保費收入,2,10,8,True
N10,大觀,111,16,detail_schedule,1,personnel_detail,,2. 人事費,4,11,11,True
N10,大觀,111,16,detail_schedule,2,personnel_detail,,2. 人事費,4,12,12,True
N10,大觀,111,17,detail_schedule,1,operating_detail,,3. 業務費,4,16,16,True
N10,大觀,111,17,detail_schedule,2,operating_detail,,3. 業務費,4,16,16,True
N10,大觀,111,18,note,1,material_detail,,4. 材料費,4,5,5,True
N10,大觀,111,18,note,2,material_detail,,4. 材料費,4,5,5,True
N10,大觀,111,19,note,1,maintenance_detail,,5. 維護費,4,4,4,True
N10,大觀,111,19,note,2,maintenance_detail,,5. 維護費,4,4,4,True
N10,大觀,111,19,note,3,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N10,大觀,111,19,note,4,other_income_expense,,6. 其他收入及其他支出,3,4,4,True
N10,大觀,111,20,note,1,project_subsidy,,(1) 專案補助收入及支出,3,15,14,True
N10,大觀,111,20,note,2,project_subsidy,,(1) 專案補助收入及支出,3,14,13,True
N10,大觀,111,20,note,3,agency_subsidy,,(2) 代收補助收入及支出,3,5,4,True
N10,大觀,111,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,14,True
N10,大觀,111,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N10,大觀,111,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N10,大觀,111,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,4,32,32,True
N10,大觀,111,27,detail_schedule,1,unrouted,,,4,28,27,True
N10,大觀,112,8,equity_change,1,equity_change,淨值變動表,,3,7,7,True
N10,大觀,112,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N10,大觀,112,14,note,1,cash_detail,,(一）現金及銀行存款,2,3,3,True
N10,大觀,112,14,note,2,severance_reserve,,1. 資遣費準備,2,3,3,True
N10,大觀,112,14,note,3,severance_reserve,,1. 資遣費準備,2,1,1,True
N10,大觀,112,15,note,1,development_reserve,,2. 業務發展準備,2,3,3,True
N10,大觀,112,15,note,2,development_reserve,,2. 業務發展準備,2,1,1,True
N10,大觀,112,15,note,3,property,,1. 代管財產,4,1,1,True
N10,大觀,112,15,note,4,property,,1. 代管財產,4,1,1,True
N10,大觀,112,15,note,5,property,,2. 購置財產,4,1,1,True
N10,大觀,112,15,note,6,property,,2. 購置財產,4,1,1,True
N10,大觀,112,16,detail_schedule,1,unrouted,,(四)收支明細表 1. 教保費收入,2,10,8,True
N10,大觀,112,16,detail_schedule,2,personnel_detail,,(四)收支明細表 2. 人事費,4,11,11,True
N10,大觀,112,16,detail_schedule,3,personnel_detail,,(四)收支明細表 2. 人事費,4,6,6,True
N10,大觀,112,17,detail_schedule,1,personnel_detail,,人事費明細表（延續）,4,5,5,True
N10,大觀,112,17,detail_schedule,2,operating_detail,業務費,3. 業務費,4,16,16,True
N10,大觀,112,18,detail_schedule,1,operating_detail,,3. 業務費（續）,4,16,16,True
N10,大觀,112,19,detail_schedule,1,material_detail,,材料費（111.8.1~112.7.31）,4,5,5,True
N10,大觀,112,19,detail_schedule,2,maintenance_detail,,5.　維護費,4,4,4,True
N10,大觀,112,19,detail_schedule,3,maintenance_detail,,5.　維護費,4,4,4,True
N10,大觀,112,20,note,1,unrouted,,6. 延長照顧服務收支,2,5,5,True
N10,大觀,112,20,note,2,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N10,大觀,112,20,note,3,other_income_expense,,7. 其他收入及其他支出,3,4,4,True
N10,大觀,112,20,note,4,project_subsidy,,(1) 專案補助收入及支出,3,11,11,True
N10,大觀,112,24,detail_schedule,1,income_by_function,收支餘絀表－功能別,附表一：收支餘絀表-功能別,1,17,13,True
N10,大觀,112,24,detail_schedule,2,income_by_function,,附表一：收支餘絀表-功能別,2,4,4,True
N10,大觀,112,25,detail_schedule,1,budget_transfer,經費流用及勻支檢查表,附表二：經費流用及勻支檢查表,4,30,30,True
N10,大觀,112,26,detail_schedule,1,multiyear_compare,各學年收支預決算比較表,附表三：各學年收支預決算比較表,8,30,30,True
N10,大觀,112,27,detail_schedule,1,unrouted,,,8,31,30,True
N10,大觀,113,5,balance_sheet,1,balance_sheet,資產負債表,,4,31,26,True
N10,大觀,113,6,income_statement,1,unrouted,收支綜合表,,4,22,19,True
N10,大觀,113,7,income_statement,1,unrouted,收支決算表,,4,22,19,True
N10,大觀,113,8,equity_change,1,unrouted,,,3,7,7,True
N10,大觀,113,9,cash_flow,1,cash_flow,現金流量表,,2,21,14,True
N10,大觀,113,14,note,1,cash_detail,,（一）現金及銀行存款,2,3,3,True
N10,大觀,113,14,note,2,severance_reserve,,1. 資遣費準備,2,4,4,True
N10,大觀,113,15,note,1,severance_reserve,,依據非營利幼兒園實施辦法之規定，提撥資遣費準備金餘額如下：,2,1,1,True
N10,大觀,113,15,note,2,development_reserve,,2. 業務發展準備,2,3,3,True
N10,大觀,113,15,note,3,development_reserve,,依據非營利幼兒園實施辦法及非營利幼兒園會計財務及經費處理注意事項之規定，提列之業務發展準備金已報經主管機關同意。依該規定，以專戶或定期存款提存之業務發展準備金餘額如下：,2,1,1,True
N10,大觀,113,15,note,4,property,,1. 代管財產,4,1,1,True
N10,大觀,113,15,note,5,property,,1. 代管財產,4,1,1,True
N10,大觀,113,15,note,6,property,,2. 購置財產,4,1,1,True
N10,大觀,113,15,note,7,property,,2. 購置財產,4,1,1,True
N10,大觀,113,16,detail_schedule,1,unrouted,,(四)收支明細表 1. 教保費收入,2,11,9,True
N10,大觀,113,16,detail_schedule,2,personnel_detail,,(四)收支明細表 2. 人事費,4,11,11,True
N10,大觀,113,16,detail_schedule,3,personnel_detail,,(四)收支明細表 2. 人事費,4,5,5,True
N10,大觀,113,17,detail_schedule,1,unrouted,,,4,6,6,True
N10,大觀,113,17,detail_schedule,2,operating_detail,業務費,3.　業務費,4,16,16,True
N10,大觀,113,18,detail_schedule,1,unrouted,,,4,16,16,True
N10,大觀,113,18,detail_schedule,2,material_detail,材料費,4.　材料費,4,5,5,True
N10,大觀,113,19,detail_schedule,1,unrouted,,,4,5,5,True
N10,大觀,113,19,detail_schedule,2,maintenance_detail,維護費及修繕購置費,5.　維護費及修繕購置費,4,5,4,True
N10,大觀,113,19,detail_schedule,3,maintenance_detail,,5.　維護費及修繕購置費,4,1,1,True
N10,大觀,113,19,detail_schedule,4,maintenance_detail,,5.　維護費及修繕購置費,4,5,4,True
N10,大觀,113,20,note,1,maintenance_detail,,修繕購置費,4,1,1,True
N10,大觀,113,20,note,2,unrouted,,6.　延長照顧服務收支,2,5,4,True
N10,大觀,113,20,note,3,other_income_expense,,7.　其他收入及其他支出,3,4,4,True
